"CBSA","CBSA Code","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Ellensburg, WA","21260",2011,354,279,68,6,1,0,0,153,62,23,0,0,0,354,0
"Elmira, NY","21300",2011,347,312,34,1,0,0,0,105,51,36,0,0,347,0,0
"Emporia, KS","21380",2011,117,86,31,0,0,0,0,95,61,35,0,0,0,117,0
"Erie, PA","21500",2011,365,155,206,4,0,0,0,136,72,53,0,5,83,277,0
"Espa¤ola, NM","21580",2011,112,104,8,0,0,0,0,85,34,12,0,0,0,112,0
"Eugene, OR","21660",2011,365,208,141,15,1,0,0,151,81,46,0,0,89,276,0
"Eureka-Arcata-Fortuna, CA","21700",2011,365,277,88,0,0,0,0,80,60,38,3,4,190,168,0
"Evanston, WY","21740",2011,365,322,43,0,0,0,0,90,51,43,0,0,359,0,6
"Evansville, IN-KY","21780",2011,365,129,221,14,1,0,0,159,86,56,25,2,122,216,0
"Fairbanks, AK","21820",2011,365,184,149,27,5,0,0,165,96,49,0,0,22,326,17
"Fairmont, WV","21900",2011,121,51,70,0,0,0,0,93,68,53,0,0,0,121,0
"Fallon, NV","21980",2011,210,208,2,0,0,0,0,77,45,33,0,0,210,0,0
"Fargo, ND-MN","22020",2011,350,253,97,0,0,0,0,78,60,41,2,2,122,216,8
"Farmington, NM","22140",2011,365,227,125,13,0,0,0,143,80,47,0,29,317,17,2
"Fayetteville, NC","22180",2011,365,146,209,10,0,0,0,143,80,54,0,0,115,250,0
"Fayetteville-Springdale-Rogers, AR-MO","22220",2011,365,236,124,5,0,0,0,140,73,45,0,0,281,84,0
"Fernley, NV","22280",2011,198,159,35,4,0,0,0,133,61,44,0,0,198,0,0
"Findlay, OH","22300",2011,15,15,0,0,0,0,0,43,39,21,0,0,0,0,15
"Flagstaff, AZ","22380",2011,365,227,128,10,0,0,0,129,77,47,0,0,331,19,15
"Flint, MI","22420",2011,242,165,69,8,0,0,0,150,71,43,0,0,165,77,0
"Florence, SC","22500",2011,292,163,126,3,0,0,0,122,74,47,0,0,210,82,0
"Florence-Muscle Shoals, AL","22520",2011,279,189,89,1,0,0,0,101,63,44,0,0,187,92,0
"Fond du Lac, WI","22540",2011,198,176,15,7,0,0,0,140,54,40,0,0,198,0,0
"Fort Collins, CO","22660",2011,365,143,189,32,1,0,0,151,100,58,0,0,354,11,0
"Fort Madison-Keokuk, IA-IL-MO","22800",2011,117,49,68,0,0,0,0,83,71,52,0,0,0,117,0
"Fort Payne, AL","22840",2011,336,231,104,1,0,0,0,101,65,42,0,0,248,88,0
"Fort Smith, AR-OK","22900",2011,361,226,127,8,0,0,0,119,74,45,0,42,222,79,18
"Fort Wayne, IN","23060",2011,364,110,246,8,0,0,0,122,78,57,0,0,80,284,0
"Frankfort, KY","23180",2011,100,45,55,0,0,0,0,98,66,53,0,0,0,100,0
"Fredericksburg, TX","23240",2011,183,134,45,4,0,0,0,115,74,44,0,0,183,0,0
"Fresno, CA","23420",2011,365,26,216,83,40,0,0,197,152,80,0,0,154,211,0
"Gadsden, AL","23460",2011,275,180,95,0,0,0,0,99,64,44,0,0,173,102,0
"Gaffney, SC","23500",2011,259,182,69,7,1,0,0,159,74,46,0,0,259,0,0
"Gainesville, FL","23540",2011,356,183,171,2,0,0,0,109,66,49,0,0,103,253,0
"Gainesville, GA","23580",2011,351,94,257,0,0,0,0,99,73,57,0,0,0,351,0
"Gallup, NM","23700",2011,280,280,0,0,0,0,0,47,24,14,0,0,0,0,280
"Gardnerville Ranchos, NV","23820",2011,341,337,4,0,0,0,0,66,17,10,335,0,0,6,0
"Georgetown, SC","23860",2011,365,348,17,0,0,0,0,79,38,20,0,0,0,0,365
"Gettysburg, PA","23900",2011,362,121,236,5,0,0,0,140,75,55,1,1,108,252,0
"Gillette, WY","23940",2011,365,197,163,4,1,0,0,169,73,49,0,2,185,37,141
"Glenwood Springs, CO","24060",2011,365,119,214,32,0,0,0,133,100,61,0,0,365,0,0
"Goldsboro, NC","24140",2011,346,164,180,1,1,0,0,155,64,52,0,0,0,346,0
"Grand Island, NE","24260",2011,119,92,27,0,0,0,0,69,57,37,0,0,0,119,0
"Grand Junction, CO","24300",2011,365,191,164,10,0,0,0,119,80,50,0,0,321,33,11
"Grand Rapids-Wyoming, MI","24340",2011,365,202,155,5,3,0,0,156,71,47,0,0,123,242,0
"Grants Pass, OR","24420",2011,365,261,103,1,0,0,0,106,65,28,0,0,0,365,0
"Great Falls, MT","24500",2011,347,227,120,0,0,0,0,84,59,43,13,0,0,334,0
"Greeley, CO","24540",2011,365,206,147,12,0,0,0,136,84,47,12,0,312,41,0
"Green Bay, WI","24580",2011,364,135,221,7,1,0,0,195,81,55,0,0,72,292,0
"Greensboro-High Point, NC","24660",2011,361,151,199,11,0,0,0,140,84,53,0,0,135,226,0
"Greenville, NC","24780",2011,259,160,92,7,0,0,0,136,87,47,0,0,188,71,0
"Greenville-Anderson-Mauldin, SC","24860",2011,365,119,228,18,0,0,0,150,87,58,0,4,145,216,0
"Greenwood, SC","24940",2011,243,223,20,0,0,0,0,87,50,40,0,0,243,0,0
"Grenada, MS","24980",2011,106,67,39,0,0,0,0,77,61,47,0,0,0,106,0
"Guayama, PR","25020",2011,112,102,10,0,0,0,0,61,49,23,0,0,0,76,36
"Gulfport-Biloxi-Pascagoula, MS","25060",2011,365,139,215,11,0,0,0,129,77,53,0,5,92,268,0
"Hagerstown-Martinsburg, MD-WV","25180",2011,354,122,226,6,0,0,0,147,77,54,0,0,78,276,0
"Hammond, LA","25220",2011,121,71,50,0,0,0,0,88,61,47,0,0,0,121,0
"Hanford-Corcoran, CA","25260",2011,365,78,205,67,15,0,0,185,129,73,0,0,170,189,6
"Harrisburg-Carlisle, PA","25420",2011,365,103,246,16,0,0,0,150,86,60,0,3,79,283,0
"Harrison, AR","25460",2011,365,264,99,2,0,0,0,108,64,43,0,0,314,51,0
"Harrisonburg, VA","25500",2011,365,272,91,2,0,0,0,112,64,38,0,109,172,84,0
"Hartford-West Hartford-East Hartford, CT","25540",2011,365,217,139,5,4,0,0,166,71,46,9,29,125,202,0
"Hattiesburg, MS","25620",2011,298,79,219,0,0,0,0,91,68,55,0,0,0,298,0
"Helena, MT","25740",2011,365,247,116,2,0,0,0,115,60,44,0,0,194,171,0
"Helena-West Helena, AR","25760",2011,119,47,72,0,0,0,0,85,67,53,0,0,0,119,0
"Hermiston-Pendleton, OR","25840",2011,362,274,87,1,0,0,0,104,66,39,0,0,139,223,0
"Hickory-Lenoir-Morganton, NC","25860",2011,365,130,232,3,0,0,0,105,71,54,0,0,79,286,0
"Hilo, HI","25900",2011,365,83,282,0,0,0,0,85,68,58,0,0,0,365,0
"Hobbs, NM","26020",2011,360,225,128,7,0,0,0,120,71,46,0,21,200,138,1
"Holland, MI","26090",2011,242,163,70,6,3,0,0,179,77,40,0,0,164,78,0
"Homosassa Springs, FL","26140",2011,116,91,25,0,0,0,0,86,54,36,0,0,0,116,0
"Hot Springs, AR","26300",2011,122,39,83,0,0,0,0,85,67,54,0,0,0,122,0
"Houghton, MI","26340",2011,121,112,9,0,0,0,0,88,46,17,0,0,0,121,0
"Houma-Thibodaux, LA","26380",2011,365,228,131,6,0,0,0,133,67,44,0,0,162,203,0
"Houston-The Woodlands-Sugar Land, TX","26420",2011,365,39,269,44,11,2,0,207,122,61,0,5,105,249,6
"Huntington, IN","26540",2011,183,151,30,2,0,0,0,115,64,43,0,0,183,0,0
"Huntington-Ashland, WV-KY-OH","26580",2011,365,95,255,14,1,0,0,151,85,57,0,0,43,320,2
"Huntsville, AL","26620",2011,331,194,133,4,0,0,0,126,80,46,0,0,190,88,53
"Idaho Falls, ID","26820",2011,363,295,68,0,0,0,0,93,58,45,0,0,358,5,0
"Indiana, PA","26860",2011,306,255,44,7,0,0,0,140,64,39,0,0,306,0,0
"Indianapolis-Carmel-Anderson, IN","26900",2011,365,20,315,29,1,0,0,159,94,65,0,0,52,313,0
"Iowa City, IA","26980",2011,364,94,270,0,0,0,0,97,74,56,0,0,0,363,1
"Ithaca, NY","27060",2011,289,269,20,0,0,0,0,90,49,35,0,0,289,0,0
"Jackson, MS","27140",2011,365,70,288,7,0,0,0,150,74,58,0,0,57,308,0
"Jackson, TN","27180",2011,54,54,0,0,0,0,0,33,23,14,0,0,0,0,54
"Jackson, WY-ID","27220",2011,365,269,96,0,0,0,0,90,64,45,5,0,343,16,1
"Jacksonville, FL","27260",2011,365,214,140,8,3,0,0,184,74,46,2,1,197,165,0
"Jamestown-Dunkirk-Fredonia, NY","27460",2011,365,293,66,5,1,0,0,159,64,39,0,0,333,32,0
"Janesville-Beloit, WI","27500",2011,192,152,37,3,0,0,0,108,74,41,0,0,192,0,0
"Jasper, IN","27540",2011,119,41,77,1,0,0,0,109,74,56,0,0,0,119,0
"Jefferson City, MO","27620",2011,245,205,40,0,0,0,0,100,58,43,0,0,245,0,0
"Johnstown, PA","27780",2011,361,128,227,6,0,0,0,122,80,56,0,11,74,275,1
"Joplin, MO","27900",2011,365,237,107,18,3,0,0,172,90,43,0,0,211,0,154
"Juneau, AK","27940",2011,353,253,100,0,0,0,0,89,62,31,0,0,0,345,8
"Kahului-Wailuku-Lahaina, HI","27980",2011,320,283,37,0,0,0,0,65,52,29,0,0,0,320,0
"Kalamazoo-Portage, MI","28020",2011,231,152,71,8,0,0,0,133,72,43,0,0,143,88,0
"Kalispell, MT","28060",2011,365,221,144,0,0,0,0,89,65,45,0,0,159,205,1
"Kansas City, MO-KS","28140",2011,365,83,245,33,4,0,0,172,101,61,0,5,130,229,1
"Kapaa, HI","28180",2011,274,255,19,0,0,0,0,64,47,23,5,42,0,227,0
"Keene, NH","28300",2011,365,209,152,4,0,0,0,134,76,45,0,0,150,215,0
"Kennewick-Richland, WA","28420",2011,363,305,57,1,0,0,0,102,57,28,0,0,0,336,27
"Killeen-Temple, TX","28660",2011,362,279,71,12,0,0,0,136,77,42,0,0,362,0,0
"Kingsport-Bristol-Bristol, TN-VA","28700",2011,365,256,103,6,0,0,0,126,74,44,2,95,197,71,0
"Kingston, NY","28740",2011,360,330,26,4,0,0,0,122,50,38,0,0,360,0,0
"Kingsville, TX","28780",2011,237,108,128,1,0,0,0,109,65,52,0,0,0,237,0
"Kinston, NC","28820",2011,259,164,90,4,1,0,0,162,74,45,0,0,166,93,0
"Klamath Falls, OR","28900",2011,360,221,125,14,0,0,0,130,82,36,0,0,0,359,1
"Knoxville, TN","28940",2011,365,41,284,38,2,0,0,168,101,63,0,0,138,221,6
"Kokomo, IN","29020",2011,110,47,63,0,0,0,0,85,71,54,0,0,0,110,0
"La Crosse-Onalaska, WI-MN","29100",2011,316,207,109,0,0,0,0,100,66,44,0,0,144,172,0
"La Grande, OR","29260",2011,363,267,91,4,1,0,0,153,63,29,0,0,0,363,0
"Laconia, NH","29060",2011,211,193,18,0,0,0,0,93,49,35,0,0,169,42,0
"Lafayette, LA","29180",2011,365,126,234,5,0,0,0,133,72,54,0,0,82,282,1
"Lafayette-West Lafayette, IN","29200",2011,357,115,240,2,0,0,0,122,75,56,0,0,56,301,0
"Lake Charles, LA","29340",2011,365,169,187,9,0,0,0,133,75,52,0,1,140,224,0
"Lake City, FL","29380",2011,365,169,195,1,0,0,0,112,68,52,0,0,83,282,0
"Lake Havasu City-Kingman, AZ","29420",2011,108,105,3,0,0,0,0,89,33,18,0,0,0,82,26
"Lakeland-Winter Haven, FL","29460",2011,362,191,168,2,1,0,0,151,66,49,0,0,125,237,0
"Lancaster, PA","29540",2011,365,93,252,17,3,0,0,161,90,60,0,2,71,292,0
"Lansing-East Lansing, MI","29620",2011,364,286,75,3,0,0,0,122,63,37,0,16,288,60,0
"Laramie, WY","29660",2011,365,230,131,4,0,0,0,108,71,47,0,0,277,13,75
"Laredo, TX","29700",2011,350,164,183,3,0,0,0,104,71,52,0,0,44,291,15
"Las Cruces, NM","29740",2011,365,116,219,22,3,1,4,818,95,59,0,10,181,56,118
"Las Vegas-Henderson-Paradise, NV","29820",2011,365,106,210,47,2,0,0,161,105,58,0,0,253,106,6
"Laurel, MS","29860",2011,118,34,84,0,0,0,0,91,72,56,0,0,0,118,0
"Lawrenceburg, TN","29980",2011,254,168,84,2,0,0,0,115,67,46,0,0,213,41,0
"Lawton, OK","30020",2011,365,135,208,21,1,0,0,154,90,54,0,0,178,187,0
"Lebanon, PA","30140",2011,306,137,155,13,1,0,0,151,84,53,0,0,145,161,0
"Lewiston, ID-WA","30300",2011,365,305,60,0,0,0,0,74,56,28,0,0,0,365,0
"Lewiston-Auburn, ME","30340",2011,365,234,131,0,0,0,0,93,64,41,0,0,76,289,0
"Lexington, NE","30420",2011,60,54,6,0,0,0,0,93,51,21,0,0,0,0,60
"Lexington-Fayette, KY","30460",2011,365,135,222,8,0,0,0,140,75,54,0,1,78,286,0
"Lima, OH","30620",2011,364,246,109,9,0,0,0,119,74,41,0,0,156,208,0
"Lincoln, NE","30700",2011,365,320,45,0,0,0,0,88,52,30,110,0,161,94,0
"Little Rock-North Little Rock-Conway, AR","30780",2011,365,61,286,18,0,0,0,147,84,59,0,3,64,298,0
"Logan, UT-ID","30860",2011,365,145,210,4,6,0,0,175,76,53,0,8,100,257,0
"Longview, TX","30980",2011,346,254,69,21,2,0,0,159,90,39,0,13,333,0,0
