"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Pennsylvania","Beaver",2011,365,135,221,9,0,0,0,140,75,55,0,4,99,262,0
"Pennsylvania","Berks",2011,365,134,220,11,0,0,0,143,80,55,1,4,90,270,0
"Pennsylvania","Blair",2011,365,146,210,8,1,0,0,159,76,53,0,0,103,262,0
"Pennsylvania","Bucks",2011,365,120,232,11,2,0,0,157,86,55,0,1,86,278,0
"Pennsylvania","Cambria",2011,361,128,227,6,0,0,0,122,80,56,0,11,74,275,1
"Pennsylvania","Centre",2011,365,183,173,9,0,0,0,143,76,50,0,1,144,220,0
"Pennsylvania","Chester",2011,345,127,207,9,2,0,0,161,81,56,0,0,110,235,0
"Pennsylvania","Clearfield",2011,291,248,37,6,0,0,0,143,61,39,0,0,291,0,0
"Pennsylvania","Cumberland",2011,362,114,244,4,0,0,0,144,80,58,0,0,0,362,0
"Pennsylvania","Dauphin",2011,365,147,204,14,0,0,0,150,80,55,0,4,118,242,1
"Pennsylvania","Delaware",2011,363,122,227,13,1,0,0,151,79,56,0,9,76,278,0
"Pennsylvania","Elk",2011,358,327,30,1,0,0,0,112,50,35,0,0,358,0,0
"Pennsylvania","Erie",2011,365,155,206,4,0,0,0,136,72,53,0,5,83,277,0
"Pennsylvania","Franklin",2011,180,150,29,1,0,0,0,112,64,41,0,0,180,0,0
"Pennsylvania","Greene",2011,214,175,38,1,0,0,0,112,61,42,0,0,214,0,0
"Pennsylvania","Indiana",2011,306,255,44,7,0,0,0,140,64,39,0,0,306,0,0
"Pennsylvania","Lackawanna",2011,365,207,153,5,0,0,0,109,68,48,0,9,122,234,0
"Pennsylvania","Lancaster",2011,365,93,252,17,3,0,0,161,90,60,0,2,71,292,0
"Pennsylvania","Lawrence",2011,365,310,51,4,0,0,0,129,58,33,4,0,267,0,94
"Pennsylvania","Lebanon",2011,306,137,155,13,1,0,0,151,84,53,0,0,145,161,0
"Pennsylvania","Lehigh",2011,351,302,40,9,0,0,0,147,64,32,0,0,293,0,58
"Pennsylvania","Luzerne",2011,365,346,19,0,0,0,0,100,45,30,0,0,292,0,73
"Pennsylvania","Lycoming",2011,314,291,22,1,0,0,0,101,47,33,0,0,302,0,12
"Pennsylvania","Mercer",2011,365,175,182,8,0,0,0,150,76,51,0,0,145,220,0
"Pennsylvania","Monroe",2011,359,265,94,0,0,0,0,84,60,39,0,0,195,164,0
"Pennsylvania","Montgomery",2011,365,147,202,15,1,0,0,151,80,54,0,0,102,263,0
"Pennsylvania","Northampton",2011,365,107,247,9,2,0,0,153,85,58,0,3,43,316,3
"Pennsylvania","Perry",2011,357,312,43,2,0,0,0,112,54,32,0,67,290,0,0
"Pennsylvania","Philadelphia",2011,365,103,242,13,7,0,0,172,87,58,0,18,84,262,1
"Pennsylvania","Somerset",2011,342,310,31,1,0,0,0,115,49,36,0,0,342,0,0
"Pennsylvania","Tioga",2011,297,249,46,2,0,0,0,112,58,40,0,0,297,0,0
"Pennsylvania","Washington",2011,365,106,252,7,0,0,0,129,78,57,0,0,64,301,0
"Pennsylvania","Westmoreland",2011,365,126,230,9,0,0,0,122,80,56,0,0,78,287,0
"Pennsylvania","York",2011,365,97,255,13,0,0,0,147,82,59,0,5,82,277,1
"Puerto Rico","Adjuntas",2011,14,13,1,0,0,0,0,58,21,14,0,0,0,14,0
"Puerto Rico","Bayamon",2011,223,222,1,0,0,0,0,66,15,6,204,0,0,19,0
"Puerto Rico","Catano",2011,360,357,3,0,0,0,0,55,34,21,0,0,211,0,149
"Puerto Rico","Fajardo",2011,329,320,9,0,0,0,0,62,34,19,0,0,0,52,277
"Puerto Rico","Guayama",2011,112,102,10,0,0,0,0,61,49,23,0,0,0,76,36
"Puerto Rico","Guayanilla",2011,14,13,1,0,0,0,0,56,38,19,0,0,0,14,0
"Puerto Rico","Guaynabo",2011,336,305,31,0,0,0,0,65,48,26,0,0,0,80,256
"Puerto Rico","Humacao",2011,18,17,1,0,0,0,0,61,36,13,0,0,0,18,0
"Puerto Rico","Juncos",2011,307,307,0,0,0,0,0,37,30,19,0,0,307,0,0
"Puerto Rico","Mayagnez",2011,67,60,7,0,0,0,0,61,51,27,0,0,0,67,0
"Puerto Rico","Ponce",2011,175,160,15,0,0,0,0,63,47,27,25,0,0,57,93
"Puerto Rico","San Juan",2011,295,282,13,0,0,0,0,69,35,19,245,0,0,50,0
"Rhode Island","Kent",2011,349,250,92,7,0,0,0,147,62,43,0,0,186,163,0
"Rhode Island","Providence",2011,365,190,170,5,0,0,0,126,72,48,0,4,122,239,0
"Rhode Island","Washington",2011,230,193,30,7,0,0,0,147,77,37,0,0,230,0,0
"South Carolina","Abbeville",2011,243,223,20,0,0,0,0,87,50,40,0,0,243,0,0
"South Carolina","Aiken",2011,259,195,63,1,0,0,0,108,71,42,0,0,259,0,0
"South Carolina","Anderson",2011,263,175,82,6,0,0,0,150,80,45,0,0,263,0,0
"South Carolina","Berkeley",2011,264,235,29,0,0,0,0,90,51,37,0,0,264,0,0
"South Carolina","Charleston",2011,365,146,215,3,1,0,0,153,71,53,0,0,60,305,0
"South Carolina","Cherokee",2011,259,182,69,7,1,0,0,159,74,46,0,0,259,0,0
"South Carolina","Chesterfield",2011,299,197,100,2,0,0,0,108,67,45,0,0,209,90,0
"South Carolina","Colleton",2011,349,175,171,2,1,0,0,164,68,50,0,0,98,251,0
"South Carolina","Darlington",2011,259,172,84,3,0,0,0,122,80,44,0,0,259,0,0
"South Carolina","Edgefield",2011,338,177,160,1,0,0,0,107,71,49,0,0,123,215,0
"South Carolina","Florence",2011,116,50,66,0,0,0,0,89,69,54,0,0,0,116,0
"South Carolina","Georgetown",2011,365,348,17,0,0,0,0,79,38,20,0,0,0,0,365
"South Carolina","Greenville",2011,365,126,234,5,0,0,0,145,75,56,0,4,105,256,0
"South Carolina","Horry",2011,259,225,34,0,0,0,0,90,58,41,0,0,259,0,0
"South Carolina","Lexington",2011,365,119,246,0,0,0,0,96,69,55,0,0,0,358,7
"South Carolina","Oconee",2011,272,182,88,2,0,0,0,110,66,44,0,0,178,94,0
"South Carolina","Pickens",2011,272,165,93,14,0,0,0,140,87,47,0,0,272,0,0
"South Carolina","Richland",2011,365,127,217,21,0,0,0,150,88,55,0,1,151,213,0
"South Carolina","Spartanburg",2011,365,122,230,12,1,0,0,156,84,57,0,0,133,232,0
"South Carolina","York",2011,268,242,26,0,0,0,0,97,50,38,0,0,268,0,0
"South Dakota","Brookings",2011,365,318,46,1,0,0,0,104,53,38,0,0,288,68,9
"South Dakota","Brown",2011,122,94,28,0,0,0,0,70,59,33,0,0,0,119,3
"South Dakota","Codington",2011,356,311,44,1,0,0,0,102,54,20,0,0,0,108,248
"South Dakota","Custer",2011,365,334,31,0,0,0,0,67,50,40,0,0,328,37,0
"South Dakota","Jackson",2011,363,350,13,0,0,0,0,69,45,35,0,0,313,49,1
"South Dakota","Meade",2011,341,331,10,0,0,0,0,77,46,38,0,0,336,0,5
"South Dakota","Minnehaha",2011,365,217,147,1,0,0,0,105,64,46,0,7,132,226,0
"South Dakota","Pennington",2011,364,288,76,0,0,0,0,94,56,33,0,69,0,134,161
"South Dakota","Union",2011,365,188,177,0,0,0,0,100,66,49,0,0,90,272,3
"Tennessee","Anderson",2011,238,176,54,8,0,0,0,122,77,44,0,0,238,0,0
"Tennessee","Blount",2011,365,206,126,32,1,0,0,154,100,48,1,0,354,10,0
"Tennessee","Bradley",2011,362,362,0,0,0,0,0,40,21,13,0,311,0,0,51
"Tennessee","Claiborne",2011,330,303,27,0,0,0,0,93,50,37,0,0,330,0,0
"Tennessee","Davidson",2011,365,128,233,4,0,0,0,150,71,54,0,6,61,298,0
"Tennessee","DeKalb",2011,350,314,36,0,0,0,0,84,51,38,0,0,350,0,0
"Tennessee","Hamilton",2011,300,145,145,10,0,0,0,129,80,51,0,0,196,104,0
"Tennessee","Jefferson",2011,245,162,75,8,0,0,0,147,80,46,0,0,245,0,0
"Tennessee","Knox",2011,261,194,59,8,0,0,0,119,73,36,0,0,121,40,100
"Tennessee","Lawrence",2011,254,168,84,2,0,0,0,115,67,46,0,0,213,41,0
"Tennessee","Loudon",2011,245,164,70,11,0,0,0,147,80,45,0,0,245,0,0
"Tennessee","Madison",2011,54,54,0,0,0,0,0,33,23,14,0,0,0,0,54
"Tennessee","McMinn",2011,358,357,1,0,0,0,0,51,32,17,0,309,0,0,49
"Tennessee","Meigs",2011,239,154,78,7,0,0,0,126,77,46,0,0,239,0,0
"Tennessee","Montgomery",2011,62,26,36,0,0,0,0,84,72,55,0,0,0,59,3
"Tennessee","Roane",2011,365,46,318,0,1,0,0,168,75,61,0,0,0,364,1
"Tennessee","Rutherford",2011,239,181,58,0,0,0,0,100,71,44,0,0,239,0,0
"Tennessee","Sevier",2011,363,192,148,22,1,0,0,151,93,50,0,0,363,0,0
"Tennessee","Shelby",2011,365,120,222,18,5,0,0,174,88,55,2,0,111,252,0
"Tennessee","Sullivan",2011,365,292,67,6,0,0,0,126,71,39,2,135,228,0,0
"Tennessee","Sumner",2011,245,145,88,11,1,0,0,151,90,47,0,0,245,0,0
"Tennessee","Union",2011,364,343,21,0,0,0,0,67,45,22,0,0,0,0,364
"Tennessee","Williamson",2011,243,154,83,6,0,0,0,129,74,47,0,0,243,0,0
"Tennessee","Wilson",2011,243,154,82,7,0,0,0,133,84,47,0,0,243,0,0
"Texas","Bell",2011,362,279,71,12,0,0,0,136,77,42,0,0,362,0,0
"Texas","Bexar",2011,365,141,202,20,2,0,0,154,86,53,0,0,142,222,1
"Texas","Bowie",2011,61,22,39,0,0,0,0,79,66,53,0,0,0,61,0
"Texas","Brazoria",2011,365,289,45,23,7,1,0,203,90,36,0,7,358,0,0
"Texas","Brewster",2011,362,214,136,11,1,0,0,151,77,47,0,0,276,86,0
"Texas","Cameron",2011,365,168,196,1,0,0,0,104,71,52,1,0,57,307,0
"Texas","Collin",2011,360,257,71,25,7,0,0,174,100,41,0,0,360,0,0
"Texas","Culberson",2011,111,92,17,2,0,0,0,119,55,28,0,0,0,111,0
"Texas","Dallas",2011,365,114,224,20,7,0,0,182,93,57,0,19,122,223,1
"Texas","Denton",2011,365,176,142,33,14,0,0,192,112,52,0,4,244,117,0
"Texas","Ector",2011,365,181,180,4,0,0,0,130,67,51,0,0,0,365,0
"Texas","El Paso",2011,365,46,299,17,3,0,0,186,93,64,0,6,101,248,10
"Texas","Ellis",2011,365,172,178,14,1,0,0,174,84,52,0,10,157,198,0
"Texas","Fayette",2011,361,239,122,0,0,0,0,93,61,39,0,0,0,361,0
"Texas","Galveston",2011,361,185,164,10,1,1,0,207,77,50,0,2,133,224,2
"Texas","Gillespie",2011,183,134,45,4,0,0,0,115,74,44,0,0,183,0,0
"Texas","Gregg",2011,346,254,69,21,2,0,0,159,90,39,0,13,333,0,0
"Texas","Harris",2011,365,42,278,35,10,0,0,190,108,60,0,5,84,268,8
"Texas","Harrison",2011,365,139,208,17,0,1,0,215,84,54,0,0,146,219,0
"Texas","Hays",2011,214,137,68,8,1,0,0,151,87,44,0,0,214,0,0
"Texas","Hidalgo",2011,365,173,191,1,0,0,0,101,69,52,0,0,63,302,0
"Texas","Hood",2011,365,296,61,8,0,0,0,140,71,39,0,0,365,0,0
"Texas","Hunt",2011,365,280,73,12,0,0,0,143,80,39,0,11,354,0,0
"Texas","Jefferson",2011,365,150,186,26,3,0,0,185,87,53,0,0,140,225,0
"Texas","Johnson",2011,359,284,58,16,1,0,0,161,77,38,0,0,359,0,0
"Texas","Kaufman",2011,365,169,188,8,0,0,0,136,77,52,0,4,163,198,0
"Texas","Kleberg",2011,237,108,128,1,0,0,0,109,65,52,0,0,0,237,0
"Texas","Lubbock",2011,320,203,114,3,0,0,0,136,62,42,0,0,0,320,0
"Texas","Maverick",2011,334,187,146,1,0,0,0,136,67,46,0,0,0,334,0
"Texas","McLennan",2011,365,195,151,19,0,0,0,147,84,49,0,3,193,169,0
"Texas","Montgomery",2011,362,180,167,14,1,0,0,164,77,51,0,3,202,157,0
"Texas","Navarro",2011,365,162,190,13,0,0,0,147,80,52,0,3,159,203,0
"Texas","Nueces",2011,365,214,140,10,1,0,0,154,71,47,0,0,183,179,3
"Texas","Orange",2011,365,208,147,9,1,0,0,154,74,47,0,1,173,191,0
"Texas","Parker",2011,363,256,78,24,5,0,0,182,93,43,0,4,359,0,0
"Texas","Polk",2011,328,264,54,10,0,0,0,129,74,39,0,0,328,0,0
"Texas","Potter",2011,311,241,70,0,0,0,0,89,59,34,0,0,0,311,0
"Texas","Randall",2011,323,212,103,8,0,0,0,140,80,45,0,0,323,0,0
"Texas","Rockwall",2011,361,272,72,16,1,0,0,164,84,40,0,0,361,0,0
"Texas","Smith",2011,363,268,76,19,0,0,0,150,87,42,0,9,354,0,0
"Texas","Tarrant",2011,365,113,207,29,16,0,0,195,108,57,0,13,164,187,1
"Texas","Travis",2011,365,167,184,14,0,0,0,140,84,52,0,1,179,185,0
"Texas","Victoria",2011,327,286,37,4,0,0,0,133,54,32,0,0,327,0,0
"Texas","Webb",2011,350,164,183,3,0,0,0,104,71,52,0,0,44,291,15
"Texas","Wichita",2011,345,236,109,0,0,0,0,78,59,38,0,0,0,345,0
"Utah","Box Elder",2011,365,219,138,4,4,0,0,160,77,47,0,0,275,90,0
"Utah","Cache",2011,365,157,198,5,5,0,0,175,74,52,0,11,128,226,0
"Utah","Carbon",2011,272,158,113,1,0,0,0,108,77,49,0,3,269,0,0
"Utah","Daggett",2011,130,108,22,0,0,0,0,90,54,44,0,0,130,0,0
"Utah","Davis",2011,363,294,65,3,1,0,0,152,64,40,0,149,170,44,0
"Utah","Duchesne",2011,365,207,135,17,2,4,0,220,80,49,0,0,340,25,0
"Utah","Garfield",2011,131,129,2,0,0,0,0,61,33,12,0,0,16,115,0
"Utah","Salt Lake",2011,365,171,164,27,3,0,0,160,99,51,0,39,203,113,10
"Utah","San Juan",2011,354,236,115,3,0,0,0,108,71,47,0,0,348,6,0
"Utah","Tooele",2011,364,231,126,7,0,0,0,119,74,47,0,0,172,192,0
"Utah","Uintah",2011,365,179,154,13,14,5,0,236,97,51,0,0,314,51,0
"Utah","Utah",2011,365,157,199,9,0,0,0,137,79,52,0,31,156,178,0
"Utah","Washington",2011,363,235,123,5,0,0,0,108,77,46,0,0,348,15,0
"Utah","Wayne",2011,120,118,2,0,0,0,0,56,20,12,0,0,0,120,0
"Utah","Weber",2011,365,172,171,18,4,0,0,160,90,51,0,25,186,152,2
"Vermont","Bennington",2011,361,239,121,1,0,0,0,140,61,42,0,0,124,237,0
"Vermont","Chittenden",2011,365,250,113,2,0,0,0,105,60,43,0,1,155,209,0
"Vermont","Rutland",2011,365,159,200,6,0,0,0,116,75,52,6,6,0,353,0
"Vermont","Windham",2011,5,5,0,0,0,0,0,14,14,9,0,0,0,5,0
"Virgin Islands","St Croix",2011,33,30,3,0,0,0,0,65,46,29,0,0,0,17,16
"Virgin Islands","St John",2011,117,93,24,0,0,0,0,80,59,27,0,0,0,117,0
"Virginia","Albemarle",2011,364,213,150,1,0,0,0,105,64,46,0,0,96,268,0
"Virginia","Alexandria City",2011,365,267,87,8,3,0,0,187,74,39,0,128,153,83,1
"Virginia","Arlington",2011,365,265,81,15,4,0,0,187,84,38,0,146,176,43,0
"Virginia","Bristol City",2011,121,62,59,0,0,0,0,75,64,50,0,0,0,121,0
"Virginia","Caroline",2011,203,171,27,5,0,0,0,140,64,40,0,1,202,0,0
"Virginia","Carroll",2011,61,61,0,0,0,0,0,29,20,12,0,0,0,0,61
"Virginia","Charles",2011,354,272,72,8,2,0,0,197,61,38,0,126,148,80,0
"Virginia","Chesterfield",2011,254,167,82,5,0,0,0,126,64,44,0,0,155,99,0
"Virginia","Culpeper",2011,60,60,0,0,0,0,0,30,19,13,0,0,0,0,60
"Virginia","Fairfax",2011,360,179,165,12,4,0,0,185,77,51,0,0,111,249,0
"Virginia","Fauquier",2011,213,188,25,0,0,0,0,90,54,37,0,0,213,0,0
"Virginia","Frederick",2011,365,183,181,1,0,0,0,101,69,50,0,0,65,300,0
"Virginia","Fredericksburg City",2011,56,56,0,0,0,0,0,33,21,16,0,0,0,0,56
"Virginia","Giles",2011,325,264,60,1,0,0,0,101,64,42,0,0,325,0,0
"Virginia","Hampton City",2011,365,238,117,10,0,0,0,144,71,43,3,40,141,181,0
"Virginia","Hanover",2011,206,149,47,10,0,0,0,133,84,44,0,0,206,0,0
"Virginia","Henrico",2011,360,179,167,13,1,0,0,151,76,51,1,11,100,248,0
"Virginia","Hopewell City",2011,63,63,0,0,0,0,0,38,23,13,0,0,0,0,63
"Virginia","King William",2011,55,54,1,0,0,0,0,100,25,12,0,0,0,0,55
"Virginia","Loudoun",2011,365,265,93,6,1,0,0,151,67,38,0,108,172,85,0
"Virginia","Lynchburg City",2011,112,71,41,0,0,0,0,73,60,44,0,0,0,112,0
"Virginia","Madison",2011,360,213,142,5,0,0,0,119,80,47,0,0,291,69,0
"Virginia","Norfolk City",2011,361,303,55,3,0,0,0,119,57,25,8,236,0,116,1
"Virginia","Page",2011,263,180,82,1,0,0,0,101,66,44,0,0,180,83,0
"Virginia","Prince Edward",2011,329,301,27,1,0,0,0,101,50,37,0,0,329,0,0
"Virginia","Prince William",2011,361,312,45,4,0,0,0,129,61,29,0,151,210,0,0
"Virginia","Richmond City",2011,365,365,0,0,0,0,0,48,35,20,3,362,0,0,0
"Virginia","Roanoke",2011,365,292,72,1,0,0,0,112,64,34,0,152,213,0,0
"Virginia","Roanoke City",2011,365,162,203,0,0,0,0,82,66,52,6,0,0,353,6
"Virginia","Rockbridge",2011,259,196,63,0,0,0,0,87,59,43,0,0,168,91,0
"Virginia","Rockingham",2011,365,272,91,2,0,0,0,112,64,38,0,109,172,84,0
"Virginia","Salem City",2011,112,51,61,0,0,0,0,78,66,51,0,0,0,112,0
"Virginia","Stafford",2011,214,167,41,5,1,0,0,151,64,41,0,0,214,0,0
"Virginia","Suffolk City",2011,212,150,51,11,0,0,0,136,77,45,0,0,212,0,0
"Virginia","Virginia Beach City",2011,349,195,154,0,0,0,0,98,66,46,0,0,0,349,0
"Virginia","Warren",2011,57,57,0,0,0,0,0,29,19,12,0,0,0,0,57
"Virginia","Winchester City",2011,60,60,0,0,0,0,0,32,19,12,0,0,0,0,60
"Virginia","Wythe",2011,214,167,47,0,0,0,0,100,64,45,0,0,214,0,0
"Washington","Adams",2011,363,332,31,0,0,0,0,64,47,24,0,0,0,363,0
"Washington","Asotin",2011,361,304,57,0,0,0,0,74,56,27,0,0,0,361,0
"Washington","Benton",2011,363,306,56,1,0,0,0,102,57,27,0,0,0,334,29
"Washington","Chelan",2011,363,233,123,6,1,0,0,153,74,33,0,0,0,363,0
"Washington","Clallam",2011,365,282,83,0,0,0,0,78,57,41,0,0,178,187,0
"Washington","Clark",2011,365,256,101,5,3,0,0,153,73,38,0,0,95,270,0
"Washington","Columbia",2011,363,320,43,0,0,0,0,71,52,23,0,0,0,363,0
"Washington","Cowlitz",2011,363,311,52,0,0,0,0,80,53,18,0,0,0,363,0
"Washington","Franklin",2011,363,321,42,0,0,0,0,81,52,25,0,0,0,363,0
"Washington","Grant",2011,345,301,44,0,0,0,0,81,55,27,0,0,0,345,0
"Washington","Grays Harbor",2011,363,331,32,0,0,0,0,64,47,21,0,0,0,363,0
"Washington","Jefferson",2011,363,331,32,0,0,0,0,65,48,25,0,0,0,363,0
"Washington","King",2011,365,205,160,0,0,0,0,99,66,48,1,0,54,310,0
"Washington","Kitsap",2011,361,288,72,1,0,0,0,110,58,27,0,0,0,361,0
"Washington","Kittitas",2011,354,279,68,6,1,0,0,153,62,23,0,0,0,354,0
"Washington","Klickitat",2011,175,141,34,0,0,0,0,91,55,25,0,0,0,175,0
"Washington","Lewis",2011,364,305,59,0,0,0,0,78,54,28,0,0,0,364,0
"Washington","Mason",2011,360,272,88,0,0,0,0,83,58,33,0,0,0,360,0
"Washington","Okanogan",2011,364,219,144,1,0,0,0,104,69,38,0,0,0,364,0
"Washington","Pend Oreille",2011,133,128,0,0,5,0,0,154,27,14,0,0,0,133,0
"Washington","Pierce",2011,365,236,119,9,1,0,0,152,71,44,0,0,171,194,0
"Washington","Skagit",2011,365,345,20,0,0,0,0,86,43,29,0,22,154,189,0
"Washington","Snohomish",2011,365,239,118,8,0,0,0,147,70,41,0,0,0,365,0
"Washington","Spokane",2011,365,227,138,0,0,0,0,92,63,45,2,0,76,286,1
"Washington","Stevens",2011,363,226,136,1,0,0,0,107,71,34,0,0,0,328,35
"Washington","Thurston",2011,363,304,58,1,0,0,0,104,57,31,0,0,150,213,0
"Washington","Walla Walla",2011,363,302,61,0,0,0,0,86,57,26,0,0,0,297,66
"Washington","Whatcom",2011,354,326,28,0,0,0,0,66,47,30,0,0,82,272,0
"Washington","Whitman",2011,363,315,48,0,0,0,0,73,52,24,0,0,0,363,0
"Washington","Yakima",2011,364,236,118,8,2,0,0,158,76,36,0,0,0,364,0
"West Virginia","Berkeley",2011,263,171,91,1,0,0,0,105,71,46,0,0,165,98,0
"West Virginia","Brooke",2011,283,200,82,1,0,0,0,111,67,21,23,0,0,118,142
"West Virginia","Cabell",2011,261,151,105,5,0,0,0,133,71,47,0,0,162,99,0
"West Virginia","Gilmer",2011,321,306,15,0,0,0,0,84,47,33,0,0,321,0,0
"West Virginia","Greenbrier",2011,208,151,57,0,0,0,0,97,67,46,0,0,208,0,0
"West Virginia","Hancock",2011,365,259,100,6,0,0,0,133,71,39,11,0,166,90,98
"West Virginia","Harrison",2011,83,41,42,0,0,0,0,80,64,51,0,0,0,83,0
"West Virginia","Kanawha",2011,361,231,119,8,3,0,0,164,71,41,0,0,151,107,103
"West Virginia","Marion",2011,121,51,70,0,0,0,0,93,68,53,0,0,0,121,0
"West Virginia","Marshall",2011,351,122,228,1,0,0,0,106,76,55,0,0,0,351,0
"West Virginia","Monongalia",2011,257,170,86,1,0,0,0,119,67,44,0,0,153,104,0
"West Virginia","Ohio",2011,264,148,109,7,0,0,0,126,80,48,0,0,168,96,0
"West Virginia","Raleigh",2011,116,68,48,0,0,0,0,85,65,45,0,0,0,116,0
"West Virginia","Tucker",2011,354,302,52,0,0,0,0,97,54,37,0,0,308,46,0
"West Virginia","Wood",2011,257,159,96,2,0,0,0,147,71,44,0,0,152,105,0
"Wisconsin","Ashland",2011,337,322,15,0,0,0,0,71,45,33,0,0,316,21,0
"Wisconsin","Barron",2011,5,5,0,0,0,0,0,23,23,14,0,0,0,0,5
"Wisconsin","Brown",2011,364,135,222,7,0,0,0,147,80,55,0,0,65,299,0
"Wisconsin","Chippewa",2011,63,63,0,0,0,0,0,30,19,7,0,0,0,0,63
"Wisconsin","Columbia",2011,204,171,32,1,0,0,0,101,58,40,0,0,204,0,0
"Wisconsin","Dane",2011,359,182,176,1,0,0,0,106,73,50,0,0,83,276,0
"Wisconsin","Dodge",2011,365,196,163,6,0,0,0,115,71,47,0,0,131,234,0
"Wisconsin","Door",2011,196,176,15,4,1,0,0,161,51,36,0,0,196,0,0
"Wisconsin","Eau Claire",2011,224,189,35,0,0,0,0,100,56,39,0,0,186,38,0
"Wisconsin","Fond du Lac",2011,198,176,15,7,0,0,0,140,54,40,0,0,198,0,0
"Wisconsin","Forest",2011,365,304,60,1,0,0,0,115,55,37,0,0,286,79,0
"Wisconsin","Grant",2011,149,82,67,0,0,0,0,86,69,48,0,0,0,149,0
"Wisconsin","Jefferson",2011,193,157,34,2,0,0,0,112,64,40,0,0,193,0,0
"Wisconsin","Kenosha",2011,301,187,102,10,2,0,0,177,74,44,0,0,158,143,0
"Wisconsin","Kewaunee",2011,199,174,22,2,1,0,0,195,51,38,0,0,199,0,0
"Wisconsin","La Crosse",2011,316,207,109,0,0,0,0,100,66,44,0,0,144,172,0
"Wisconsin","Manitowoc",2011,194,168,19,5,2,0,0,187,61,37,0,0,194,0,0
"Wisconsin","Marathon",2011,198,174,24,0,0,0,0,100,51,39,0,0,198,0,0
"Wisconsin","Milwaukee",2011,365,167,189,8,1,0,0,195,75,52,0,7,99,259,0
"Wisconsin","Oneida",2011,197,178,19,0,0,0,0,100,50,38,0,0,197,0,0
"Wisconsin","Outagamie",2011,303,198,101,4,0,0,0,119,67,42,0,0,150,153,0
"Wisconsin","Ozaukee",2011,235,174,53,7,1,0,0,182,71,40,0,0,175,60,0
"Wisconsin","Racine",2011,192,150,35,5,2,0,0,190,67,40,0,0,192,0,0
"Wisconsin","Rock",2011,192,152,37,3,0,0,0,108,74,41,0,0,192,0,0
"Wisconsin","Sauk",2011,284,230,54,0,0,0,0,92,58,40,0,0,204,79,1
"Wisconsin","Sheboygan",2011,189,150,26,11,1,1,0,206,77,41,0,0,189,0,0
"Wisconsin","Taylor",2011,340,304,36,0,0,0,0,87,51,36,0,0,301,39,0
"Wisconsin","Vilas",2011,223,199,24,0,0,0,0,97,51,36,0,0,184,39,0
"Wisconsin","Walworth",2011,185,151,32,2,0,0,0,112,77,41,0,0,185,0,0
"Wisconsin","Waukesha",2011,283,168,111,4,0,0,0,115,70,44,0,0,148,135,0
"Wyoming","Albany",2011,365,230,131,4,0,0,0,108,71,47,0,0,277,13,75
"Wyoming","Big Horn",2011,291,286,5,0,0,0,0,71,45,39,0,0,291,0,0
"Wyoming","Campbell",2011,365,197,163,4,1,0,0,169,73,49,0,2,185,37,141
"Wyoming","Carbon",2011,358,279,79,0,0,0,0,80,61,44,0,7,345,0,6
"Wyoming","Converse",2011,360,335,25,0,0,0,0,89,44,22,0,0,0,106,254
"Wyoming","Crook",2011,153,144,9,0,0,0,0,80,48,39,0,0,153,0,0
"Wyoming","Fremont",2011,365,201,162,2,0,0,0,136,77,49,0,0,318,39,8
"Wyoming","Johnson",2011,105,103,2,0,0,0,0,55,26,9,0,0,0,105,0
"Wyoming","Laramie",2011,365,256,108,1,0,0,0,101,67,44,1,1,318,45,0
"Wyoming","Lincoln",2011,365,341,24,0,0,0,0,89,37,15,0,0,0,0,365
"Wyoming","Natrona",2011,212,176,36,0,0,0,0,77,58,33,0,39,85,81,7
"Wyoming","Park",2011,122,113,9,0,0,0,0,79,41,21,0,0,0,117,5
"Wyoming","Platte",2011,61,58,3,0,0,0,0,58,29,16,0,0,0,0,61
"Wyoming","Sheridan",2011,362,327,35,0,0,0,0,91,50,20,0,0,0,120,242
"Wyoming","Sublette",2011,365,194,154,12,2,3,0,219,77,50,0,3,322,38,2
"Wyoming","Sweetwater",2011,365,229,131,5,0,0,0,108,71,48,0,5,310,10,40
"Wyoming","Teton",2011,365,269,96,0,0,0,0,90,64,45,5,0,343,16,1
"Wyoming","Uinta",2011,365,322,43,0,0,0,0,90,51,43,0,0,359,0,6
