"CBSA","CBSA Code","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Baraboo, WI","12660",2016,366,300,65,1,0,0,0,101,56,35,0,0,166,199,1
"Barnstable Town, MA","12700",2016,362,334,27,1,0,0,0,115,47,36,0,0,346,16,0
"Bartlesville, OK","12780",2016,274,179,95,0,0,0,0,100,62,45,0,0,157,117,0
"Baton Rouge, LA","12940",2016,366,64,293,9,0,0,0,146,77,56,0,1,60,304,1
"Bay City, MI","13020",2016,355,264,91,0,0,0,0,83,56,37,0,0,0,355,0
"Beaumont-Port Arthur, TX","13140",2016,366,222,141,3,0,0,0,122,66,46,0,0,168,198,0
"Beaver Dam, WI","13180",2016,366,280,83,3,0,0,0,148,61,38,0,0,235,131,0
"Bellingham, WA","13380",2016,349,322,27,0,0,0,0,64,46,28,0,0,114,235,0
"Bemidji, MN","13420",2016,358,331,27,0,0,0,0,75,44,24,0,0,0,358,0
"Bend-Redmond, OR","13460",2016,327,301,26,0,0,0,0,65,49,29,0,0,0,327,0
"Bennington, VT","13540",2016,366,325,40,1,0,0,0,112,51,37,0,0,280,86,0
"Berlin, NH-VT","13620",2016,365,303,58,4,0,0,0,119,61,44,0,0,363,2,0
"Billings, MT","13740",2016,323,273,49,1,0,0,0,124,53,31,0,0,0,323,0
"Birmingham-Hoover, AL","13820",2016,366,105,250,10,1,0,0,151,77,56,0,4,82,278,2
"Bishop, CA","13860",2016,366,238,105,15,4,1,3,418,87,45,0,0,301,29,36
"Bismarck, ND","13900",2016,366,341,24,1,0,0,0,117,48,36,0,6,255,97,8
"Blacksburg-Christiansburg-Radford, VA","13980",2016,341,312,28,1,0,0,0,115,50,39,0,0,341,0,0
"Bloomington, IL","14010",2016,366,283,82,1,0,0,0,108,61,39,0,0,269,97,0
"Bloomington, IN","14020",2016,357,255,99,3,0,0,0,140,61,41,0,0,138,219,0
"Boise City, ID","14260",2016,366,157,195,13,1,0,0,157,80,53,0,3,90,273,0
"Boston-Cambridge-Newton, MA-NH","14460",2016,366,145,214,7,0,0,0,143,70,53,0,3,111,252,0
"Boulder, CO","14500",2016,204,178,26,0,0,0,0,97,52,39,0,0,103,97,4
"Bowling Green, KY","14540",2016,366,188,178,0,0,0,0,97,62,50,0,0,105,261,0
"Bozeman, MT","14580",2016,366,296,59,7,3,0,1,479,61,33,2,5,0,359,0
"Brainerd, MN","14660",2016,357,313,44,0,0,0,0,84,52,34,0,0,93,264,0
"Branson, MO","14700",2016,264,236,28,0,0,0,0,67,51,37,0,0,181,83,0
"Bremerton-Silverdale, WA","14740",2016,357,345,12,0,0,0,0,60,35,21,0,0,0,357,0
"Bridgeport-Stamford-Norwalk, CT","14860",2016,366,160,183,16,7,0,0,185,87,52,0,0,126,240,0
"Brookings, SD","15100",2016,365,329,35,1,0,0,0,101,50,35,0,0,253,95,17
"Brownsville-Harlingen, TX","15180",2016,366,220,144,2,0,0,0,110,67,45,0,0,114,252,0
"Brunswick, GA","15260",2016,343,255,86,2,0,0,0,129,55,41,0,0,105,238,0
"Buffalo-Cheektowaga-Niagara Falls, NY","15380",2016,366,210,150,6,0,0,0,136,63,47,0,10,135,221,0
"Burlington-South Burlington, VT","15540",2016,366,319,47,0,0,0,0,80,52,36,0,0,243,123,0
"Butte-Silver Bow, MT","15580",2016,366,283,83,0,0,0,0,94,63,29,0,0,0,341,25
"Cadillac, MI","15620",2016,366,299,60,7,0,0,0,126,57,38,0,0,253,113,0
"Cambridge, MD","15700",2016,366,236,127,3,0,0,0,122,61,45,0,0,180,186,0
"Canton-Massillon, OH","15940",2016,366,216,144,6,0,0,0,119,69,45,2,0,148,216,0
"Cape Coral-Fort Myers, FL","15980",2016,366,282,83,1,0,0,0,105,56,42,0,0,161,204,1
"Carlsbad-Artesia, NM","16100",2016,362,292,70,0,0,0,0,100,61,44,0,2,360,0,0
"Carson City, NV","16180",2016,366,282,84,0,0,0,0,93,61,43,0,0,298,68,0
"Casper, WY","16220",2016,366,330,36,0,0,0,0,80,50,41,0,12,340,14,0
"Ca¤on City, CO","15860",2016,52,52,0,0,0,0,0,50,24,14,0,0,0,0,52
"Cedar Rapids, IA","16300",2016,366,197,168,1,0,0,0,106,63,47,0,0,81,285,0
"Centralia, WA","16500",2016,366,340,26,0,0,0,0,70,44,26,0,0,0,366,0
"Chambersburg-Waynesboro, PA","16540",2016,337,325,12,0,0,0,0,74,44,33,0,0,337,0,0
"Champaign-Urbana, IL","16580",2016,366,254,112,0,0,0,0,100,61,43,0,0,196,170,0
"Charleston, WV","16620",2016,354,245,107,2,0,0,0,119,58,41,58,0,127,169,0
"Charleston-North Charleston, SC","16700",2016,360,238,117,3,2,0,0,160,58,44,0,0,95,264,1
"Charlotte-Concord-Gastonia, NC-SC","16740",2016,366,175,182,7,2,0,0,156,80,51,0,2,169,195,0
"Charlottesville, VA","16820",2016,366,283,82,1,0,0,0,122,57,41,0,0,131,235,0
"Chattanooga, TN-GA","16860",2016,359,162,192,2,3,0,0,186,70,52,0,0,135,224,0
"Cheyenne, WY","16940",2016,366,305,61,0,0,0,0,87,54,43,0,1,320,45,0
"Chicago-Naperville-Elgin, IL-IN-WI","16980",2016,366,79,259,23,4,1,0,242,88,58,0,20,77,258,11
"Chico, CA","17020",2016,366,115,235,16,0,0,0,127,87,57,0,0,143,223,0
"Cincinnati, OH-KY-IN","17140",2016,366,75,273,18,0,0,0,140,81,58,0,4,89,272,1
"Claremont-Lebanon, NH-VT","17200",2016,366,321,45,0,0,0,0,77,52,36,0,0,216,150,0
"Clarksburg, WV","17220",2016,117,78,39,0,0,0,0,66,56,41,0,0,0,117,0
"Clarksville, TN-KY","17300",2016,364,236,128,0,0,0,0,90,61,45,0,0,170,194,0
"Clearlake, CA","17340",2016,365,356,9,0,0,0,0,74,44,33,0,0,363,2,0
"Cleveland, MS","17380",2016,244,222,22,0,0,0,0,93,50,39,0,0,244,0,0
"Cleveland-Elyria, OH","17460",2016,366,122,230,14,0,0,0,143,77,55,0,5,105,250,6
"Clinton, IA","17540",2016,366,92,273,1,0,0,0,108,71,57,0,0,32,334,0
"Coeur d'Alene, ID","17660",2016,351,285,66,0,0,0,0,85,55,29,0,0,0,351,0
"Colorado Springs, CO","17820",2016,366,253,111,2,0,0,0,126,67,46,0,0,316,50,0
"Columbia, MO","17860",2016,214,198,16,0,0,0,0,97,49,37,0,0,214,0,0
"Columbia, SC","17900",2016,366,176,185,3,2,0,0,174,64,51,0,0,114,252,0
"Columbus, GA-AL","17980",2016,364,212,147,5,0,0,0,148,64,47,0,0,104,260,0
"Columbus, IN","18020",2016,366,211,150,5,0,0,0,105,66,47,0,6,109,251,0
"Columbus, OH","18140",2016,366,215,141,10,0,0,0,126,71,47,0,19,153,194,0
"Concord, NH","18180",2016,358,344,14,0,0,0,0,84,44,31,0,0,358,0,0
"Cookeville, TN","18260",2016,122,87,35,0,0,0,0,89,55,39,0,0,0,122,0
"Corning, NY","18500",2016,363,321,40,2,0,0,0,122,51,37,4,0,284,75,0
"Corpus Christi, TX","18580",2016,366,272,94,0,0,0,0,94,60,40,0,0,219,147,0
"Corsicana, TX","18620",2016,366,260,106,0,0,0,0,85,58,43,0,0,155,211,0
"Corvallis, OR","18700",2016,194,175,19,0,0,0,0,68,50,20,0,0,0,194,0
"Craig, CO","18780",2016,345,316,29,0,0,0,0,67,50,41,0,0,345,0,0
"Crescent City, CA","18860",2016,177,156,21,0,0,0,0,69,52,26,0,0,0,177,0
"Crestview-Fort Walton Beach-Destin, FL","18880",2016,366,346,20,0,0,0,0,71,47,36,0,0,358,0,8
"Cullowhee, NC","19000",2016,271,168,94,7,2,0,0,155,71,48,0,0,194,77,0
"Dallas-Fort Worth-Arlington, TX","19100",2016,366,142,206,17,1,0,0,174,80,53,0,6,167,193,0
"Dalton, GA","19140",2016,275,231,43,1,0,0,0,112,58,43,0,0,230,45,0
"Daphne-Fairhope-Foley, AL","19300",2016,279,233,46,0,0,0,0,87,55,40,0,0,189,90,0
"Davenport-Moline-Rock Island, IA-IL","19340",2016,366,61,303,2,0,0,0,112,76,60,0,0,36,276,54
"Dayton, OH","19380",2016,366,188,171,7,0,0,0,112,74,50,0,0,173,193,0
"Decatur, AL","19460",2016,365,240,123,2,0,0,0,107,59,46,0,0,123,242,0
"Decatur, IL","19500",2016,365,201,164,0,0,0,0,97,60,49,0,0,107,258,0
"Deltona-Daytona Beach-Ormond Beach, FL","19660",2016,363,278,85,0,0,0,0,90,56,42,0,0,169,194,0
"Deming, NM","19700",2016,360,338,19,1,2,0,0,162,39,17,0,0,0,0,360
"Denver-Aurora-Lakewood, CO","19740",2016,366,71,266,25,4,0,0,159,93,61,0,67,204,85,10
"Des Moines-West Des Moines, IA","19780",2016,366,244,121,1,0,0,0,138,58,44,0,1,88,277,0
"Detroit-Warren-Dearborn, MI","19820",2016,366,98,250,18,0,0,0,147,87,58,0,7,66,277,16
"Dickinson, ND","19860",2016,366,353,13,0,0,0,0,92,45,35,0,0,330,36,0
"Dodge City, KS","19980",2016,366,360,6,0,0,0,0,67,31,16,0,0,0,0,366
"Dothan, AL","20020",2016,280,242,38,0,0,0,0,97,52,37,0,0,194,86,0
"Douglas, GA","20060",2016,43,28,15,0,0,0,0,59,55,41,0,0,0,43,0
"Dover, DE","20100",2016,364,272,90,2,0,0,0,136,63,42,0,0,249,115,0
"DuBois, PA","20180",2016,338,305,32,1,0,0,0,119,50,38,0,0,338,0,0
"Duluth, MN-WI","20260",2016,366,319,46,1,0,0,0,128,53,34,0,0,232,128,6
"Durango, CO","20420",2016,366,238,120,8,0,0,0,122,80,47,0,1,336,26,3
"Durham-Chapel Hill, NC","20500",2016,366,193,171,2,0,0,0,119,63,49,0,0,111,255,0
"Dyersburg, TN","20540",2016,96,76,20,0,0,0,0,61,53,33,0,0,0,96,0
"Eagle Pass, TX","20580",2016,322,229,93,0,0,0,0,84,58,36,0,0,0,322,0
"East Stroudsburg, PA","20700",2016,366,265,98,3,0,0,0,140,61,43,0,0,224,142,0
"Eau Claire, WI","20740",2016,359,268,91,0,0,0,0,84,57,40,0,0,117,242,0
"Effingham, IL","20820",2016,214,181,33,0,0,0,0,93,54,39,0,0,214,0,0
"El Centro, CA","20940",2016,366,64,257,39,3,1,2,546,105,61,0,2,118,156,90
"El Dorado, AR","20980",2016,122,66,56,0,0,0,0,74,59,47,0,0,0,122,0
"El Paso, TX","21340",2016,366,123,237,6,0,0,0,147,77,55,0,5,122,239,0
"Elizabethtown-Fort Knox, KY","21060",2016,364,152,211,1,0,0,0,101,66,52,0,0,62,302,0
"Elkhart-Goshen, IN","21140",2016,358,197,153,8,0,0,0,131,70,48,0,0,82,276,0
"Elko, NV","21220",2016,345,340,4,1,0,0,0,134,33,20,0,0,0,28,317
"Ellensburg, WA","21260",2016,366,288,72,6,0,0,0,143,63,25,0,0,0,366,0
"Emporia, KS","21380",2016,118,105,11,2,0,0,0,148,52,24,0,0,0,118,0
"Erie, PA","21500",2016,366,233,131,2,0,0,0,129,60,44,0,2,180,184,0
"Espa¤ola, NM","21580",2016,362,304,58,0,0,0,0,80,54,44,0,0,359,3,0
"Eugene, OR","21660",2016,366,256,109,1,0,0,0,108,63,39,0,0,120,245,1
"Eureka-Arcata-Fortuna, CA","21700",2016,366,288,78,0,0,0,0,77,57,38,0,1,192,169,4
"Evanston, WY","21740",2016,366,341,25,0,0,0,0,87,49,42,0,0,359,0,7
"Evansville, IN-KY","21780",2016,366,144,217,4,1,0,0,151,71,53,0,0,94,272,0
"Fairbanks, AK","21820",2016,366,197,113,33,23,0,0,190,121,46,0,0,105,250,11
"Fairmont, WV","21900",2016,95,57,38,0,0,0,0,65,56,44,0,0,0,95,0
"Fallon, NV","21980",2016,351,284,66,1,0,0,0,108,61,41,0,0,351,0,0
"Fargo, ND-MN","22020",2016,366,263,103,0,0,0,0,87,57,37,0,1,182,167,16
"Farmington, NM","22140",2016,366,273,91,2,0,0,0,108,71,44,0,10,355,0,1
"Fayetteville, NC","22180",2016,358,217,141,0,0,0,0,93,61,46,0,0,106,250,2
"Fayetteville-Springdale-Rogers, AR-MO","22220",2016,366,311,55,0,0,0,0,77,53,40,0,0,291,75,0
"Fernley, NV","22280",2016,352,282,69,1,0,0,0,101,61,41,0,0,352,0,0
"Flagstaff, AZ","22380",2016,366,298,68,0,0,0,0,97,61,44,0,0,361,5,0
"Flint, MI","22420",2016,364,245,110,9,0,0,0,129,63,42,0,0,130,234,0
"Florence, SC","22500",2016,335,253,82,0,0,0,0,87,57,42,0,0,168,167,0
"Florence-Muscle Shoals, AL","22520",2016,282,241,40,1,0,0,0,115,52,41,0,0,193,89,0
"Fond du Lac, WI","22540",2016,189,165,21,3,0,0,0,108,58,38,0,0,189,0,0
"Fort Collins, CO","22660",2016,366,162,196,7,1,0,0,151,87,51,0,0,284,81,1
"Fort Madison-Keokuk, IA-IL-MO","22800",2016,113,71,42,0,0,0,0,74,60,42,0,0,0,113,0
"Fort Payne, AL","22840",2016,348,282,65,1,0,0,0,119,56,41,0,0,293,55,0
"Fort Smith, AR-OK","22900",2016,361,303,58,0,0,0,0,74,53,38,0,58,215,84,4
"Fort Wayne, IN","23060",2016,366,185,178,3,0,0,0,119,67,50,0,3,104,259,0
"Fresno, CA","23420",2016,366,62,199,80,25,0,0,190,140,76,0,0,193,163,10
"Gadsden, AL","23460",2016,352,77,269,3,3,0,0,190,69,58,0,0,64,288,0
"Gaffney, SC","23500",2016,172,148,23,1,0,0,0,101,54,41,0,0,172,0,0
"Gainesville, FL","23540",2016,360,278,81,1,0,0,0,101,55,42,0,0,132,228,0
"Gainesville, GA","23580",2016,119,78,39,1,1,0,0,156,57,40,0,0,0,119,0
"Gardnerville Ranchos, NV","23820",2016,336,268,67,1,0,0,0,105,58,34,0,0,0,336,0
"Georgetown, SC","23860",2016,312,309,3,0,0,0,0,62,28,16,0,0,0,0,312
"Gettysburg, PA","23900",2016,366,239,122,5,0,0,0,119,69,44,0,0,242,124,0
"Gillette, WY","23940",2016,366,252,113,1,0,0,0,141,62,44,0,0,209,46,111
"Glenwood Springs, CO","24060",2016,366,263,102,1,0,0,0,126,67,47,0,0,363,3,0
"Grand Island, NE","24260",2016,113,102,11,0,0,0,0,59,49,29,0,0,0,113,0
"Grand Junction, CO","24300",2016,366,245,120,1,0,0,0,102,67,47,0,0,276,90,0
"Grand Rapids-Wyoming, MI","24340",2016,366,210,146,10,0,0,0,133,69,46,0,0,127,239,0
"Grants Pass, OR","24420",2016,366,286,80,0,0,0,0,87,59,38,0,0,0,366,0
"Great Falls, MT","24500",2016,356,319,37,0,0,0,0,75,51,33,0,0,0,356,0
"Greeley, CO","24540",2016,366,201,162,3,0,0,0,129,71,49,0,0,240,125,1
"Green Bay, WI","24580",2016,366,277,84,5,0,0,0,136,62,38,0,0,142,224,0
"Greenfield Town, MA","24640",2016,366,296,67,3,0,0,0,115,57,38,0,0,225,141,0
"Greensboro-High Point, NC","24660",2016,366,210,152,4,0,0,0,133,67,48,0,0,120,239,7
"Greenville, NC","24780",2016,288,206,82,0,0,0,0,100,60,42,0,0,117,171,0
"Greenville-Anderson-Mauldin, SC","24860",2016,366,179,180,5,1,1,0,203,67,51,0,2,170,194,0
"Greenwood, SC","24940",2016,311,285,26,0,0,0,0,87,49,39,0,0,311,0,0
"Grenada, MS","24980",2016,109,79,30,0,0,0,0,69,56,41,0,0,0,109,0
"Guayama, PR","25020",2016,102,85,17,0,0,0,0,73,58,28,0,0,0,101,1
"Gulfport-Biloxi-Pascagoula, MS","25060",2016,364,253,111,0,0,0,0,97,58,44,0,7,117,240,0
"Hagerstown-Martinsburg, MD-WV","25180",2016,355,202,149,4,0,0,0,112,67,48,0,0,133,222,0
"Hailey, ID","25200",2016,113,97,16,0,0,0,0,93,61,10,0,0,0,113,0
"Hammond, LA","25220",2016,117,97,20,0,0,0,0,65,53,37,0,0,0,117,0
"Hanford-Corcoran, CA","25260",2016,366,61,231,71,3,0,0,156,115,72,0,0,164,155,47
"Harrisburg-Carlisle, PA","25420",2016,366,146,214,6,0,0,0,116,71,53,0,0,101,265,0
"Harrison, AR","25460",2016,366,337,29,0,0,0,0,90,49,37,0,0,324,42,0
"Harrisonburg, VA","25500",2016,366,320,45,1,0,0,0,108,53,34,0,108,184,74,0
"Hartford-West Hartford-East Hartford, CT","25540",2016,366,197,153,14,2,0,0,187,75,49,0,27,138,201,0
"Hattiesburg, MS","25620",2016,336,212,124,0,0,0,0,74,58,46,0,0,0,336,0
"Helena, MT","25740",2016,366,281,78,7,0,0,0,146,58,42,0,0,228,138,0
"Hermiston-Pendleton, OR","25840",2016,366,297,68,1,0,0,0,112,58,35,0,0,132,234,0
"Hickory-Lenoir-Morganton, NC","25860",2016,366,192,171,1,2,0,0,154,64,49,0,0,108,257,1
"Hilo, HI","25900",2016,366,2,359,5,0,0,0,117,79,66,0,0,0,366,0
"Hobbs, NM","26020",2016,364,305,59,0,0,0,0,97,58,42,0,4,325,35,0
"Holland, MI","26090",2016,240,174,57,9,0,0,0,150,71,43,0,0,171,69,0
"Homosassa Springs, FL","26140",2016,343,213,129,1,0,0,0,104,56,45,0,0,0,343,0
"Hot Springs, AR","26300",2016,119,66,53,0,0,0,0,70,58,48,0,0,0,119,0
"Houghton, MI","26340",2016,120,118,2,0,0,0,0,55,33,12,0,0,0,120,0
"Houma-Thibodaux, LA","26380",2016,366,293,73,0,0,0,0,93,55,40,0,0,216,150,0
"Houston-The Woodlands-Sugar Land, TX","26420",2016,366,90,253,22,1,0,0,159,93,57,0,11,138,216,1
"Huntington, IN","26540",2016,180,156,23,1,0,0,0,105,64,37,0,0,180,0,0
"Huntington-Ashland, WV-KY-OH","26580",2016,366,161,202,3,0,0,0,129,66,52,0,0,64,302,0
"Huntsville, AL","26620",2016,333,258,74,1,0,0,0,122,57,42,0,0,212,58,63
"Idaho Falls, ID","26820",2016,366,286,79,1,0,0,0,108,55,42,0,0,239,127,0
"Indiana, PA","26860",2016,354,309,41,4,0,0,0,136,54,38,0,0,354,0,0
"Indianapolis-Carmel-Anderson, IN","26900",2016,366,101,253,12,0,0,0,143,79,55,0,0,79,286,1
"Iowa City, IA","26980",2016,366,236,130,0,0,0,0,100,58,44,0,0,0,366,0
"Ithaca, NY","27060",2016,361,331,28,2,0,0,0,122,48,36,0,0,361,0,0
"Jackson, MS","27140",2016,366,153,213,0,0,0,0,100,64,52,0,0,62,304,0
"Jackson, TN","27180",2016,115,88,27,0,0,0,0,63,53,37,0,0,0,115,0
"Jackson, WY-ID","27220",2016,366,324,42,0,0,0,0,99,52,42,0,0,339,27,0
"Jacksonville, FL","27260",2016,366,189,177,0,0,0,0,97,64,50,0,1,114,251,0
"Jamestown, ND","27420",2016,365,359,6,0,0,0,0,88,22,8,0,0,0,0,365
"Jamestown-Dunkirk-Fredonia, NY","27460",2016,363,315,45,3,0,0,0,140,54,37,0,0,340,23,0
"Janesville-Beloit, WI","27500",2016,187,159,23,5,0,0,0,119,61,39,0,0,187,0,0
"Jasper, IN","27540",2016,127,78,49,0,0,0,0,76,60,44,0,0,0,125,2
"Jefferson City, MO","27620",2016,214,200,13,1,0,0,0,101,49,38,0,0,214,0,0
"Johnstown, PA","27780",2016,366,211,155,0,0,0,0,97,68,46,1,5,155,204,1
"Joplin, MO","27900",2016,361,319,41,1,0,0,0,110,51,34,0,0,191,0,170
"Juneau, AK","27940",2016,305,224,81,0,0,0,0,90,63,27,0,0,0,297,8
"Kahului-Wailuku-Lahaina, HI","27980",2016,366,324,41,1,0,0,0,130,51,28,0,0,0,366,0
"Kalamazoo-Portage, MI","28020",2016,363,221,134,8,0,0,0,119,64,44,0,0,101,262,0
"Kalispell, MT","28060",2016,366,298,68,0,0,0,0,80,56,37,0,0,203,125,38
"Kansas City, MO-KS","28140",2016,366,153,206,7,0,0,0,129,71,52,0,5,110,243,8
"Kapaa, HI","28180",2016,358,352,6,0,0,0,0,59,36,17,0,46,0,312,0
"Keene, NH","28300",2016,366,290,75,1,0,0,0,105,58,37,0,0,252,114,0
"Kennewick-Richland, WA","28420",2016,366,307,57,2,0,0,0,122,55,35,0,0,124,225,17
"Killeen-Temple, TX","28660",2016,365,331,34,0,0,0,0,100,50,38,0,0,365,0,0
"Kingsport-Bristol-Bristol, TN-VA","28700",2016,325,246,76,3,0,0,0,127,61,42,2,43,214,66,0
"Kingsville, TX","28780",2016,153,109,44,0,0,0,0,93,58,37,0,0,0,153,0
"Kinston, NC","28820",2016,193,171,22,0,0,0,0,97,51,40,0,0,193,0,0
"Klamath Falls, OR","28900",2016,363,250,113,0,0,0,0,92,67,41,0,0,0,363,0
"Knoxville, TN","28940",2016,366,141,211,11,3,0,0,175,84,54,0,0,188,170,8
"Kokomo, IN","29020",2016,325,173,152,0,0,0,0,84,63,48,0,0,0,325,0
"La Crosse-Onalaska, WI-MN","29100",2016,355,288,67,0,0,0,0,87,57,37,0,0,149,206,0
"La Grande, OR","29260",2016,364,297,67,0,0,0,0,99,56,24,0,0,0,361,3
"Laconia, NH","29060",2016,257,230,27,0,0,0,0,84,51,35,0,0,177,80,0
"Lafayette, LA","29180",2016,366,241,125,0,0,0,0,97,62,46,0,0,206,160,0
"Lafayette-West Lafayette, IN","29200",2016,352,229,121,2,0,0,0,101,62,44,0,0,128,224,0
"Lake Charles, LA","29340",2016,366,126,239,1,0,0,0,112,66,53,0,0,44,322,0
"Lake City, FL","29380",2016,345,235,110,0,0,0,0,90,59,43,0,0,157,188,0
"Lake Havasu City-Kingman, AZ","29420",2016,357,334,23,0,0,0,0,83,42,19,0,0,0,53,304
"Lakeland-Winter Haven, FL","29460",2016,366,251,115,0,0,0,0,90,57,44,0,0,127,239,0
"Lancaster, PA","29540",2016,366,117,243,6,0,0,0,136,76,56,0,0,80,286,0
"Lansing-East Lansing, MI","29620",2016,366,233,126,7,0,0,0,126,64,43,0,0,154,212,0
"Laramie, WY","29660",2016,366,263,103,0,0,0,0,97,64,46,0,0,292,12,62
"Laredo, TX","29700",2016,366,222,144,0,0,0,0,97,65,46,0,0,58,307,1
"Las Cruces, NM","29740",2016,366,111,240,12,2,0,1,594,87,56,0,0,177,134,55
"Las Vegas-Henderson-Paradise, NV","29820",2016,366,79,261,25,0,1,0,268,93,61,0,11,187,162,6
"Lawrenceburg, TN","29980",2016,116,98,18,0,0,0,0,84,55,35,0,0,0,116,0
"Lawton, OK","30020",2016,366,271,95,0,0,0,0,90,58,43,0,0,216,150,0
"Lebanon, PA","30140",2016,366,95,264,7,0,0,0,122,71,55,0,0,65,301,0
"Lewiston, ID-WA","30300",2016,366,263,101,2,0,0,0,141,59,38,0,0,0,366,0
"Lewiston-Auburn, ME","30340",2016,358,297,61,0,0,0,0,82,54,35,0,0,143,212,3
"Lexington, NE","30420",2016,12,12,0,0,0,0,0,49,46,14,0,0,0,0,12
"Lexington-Fayette, KY","30460",2016,362,255,106,1,0,0,0,126,62,43,0,13,156,193,0
"Lima, OH","30620",2016,366,297,66,3,0,0,0,122,58,37,0,0,189,177,0
"Lincoln, NE","30700",2016,261,231,30,0,0,0,0,74,51,37,0,0,184,77,0
"Little Rock-North Little Rock-Conway, AR","30780",2016,366,172,194,0,0,0,0,100,64,52,0,3,97,266,0
"Logan, UT-ID","30860",2016,366,223,133,10,0,0,0,129,72,47,0,2,191,173,0
"Longview, TX","30980",2016,366,336,30,0,0,0,0,100,49,36,0,1,365,0,0
"Longview, WA","31020",2016,363,331,32,0,0,0,0,77,49,23,0,0,0,363,0
"Los Alamos, NM","31060",2016,119,119,0,0,0,0,0,32,21,11,0,0,0,119,0
"Los Angeles-Long Beach-Anaheim, CA","31080",2016,366,7,251,83,21,4,0,226,134,77,0,20,158,187,1
"Louisville/Jefferson County, KY-IN","31140",2016,366,112,235,18,1,0,0,151,84,55,0,3,103,260,0
"Lubbock, TX","31180",2016,119,115,4,0,0,0,0,59,43,28,0,0,0,119,0
"Ludington, MI","31220",2016,180,157,17,6,0,0,0,129,64,38,0,0,180,0,0
"Lynchburg, VA","31340",2016,120,96,24,0,0,0,0,65,54,38,0,0,0,120,0
"Macon, GA","31420",2016,366,184,177,5,0,0,0,147,66,50,0,0,77,289,0
