"CBSA","CBSA Code","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Madera, CA","31460",2016,366,91,225,47,3,0,0,156,105,63,0,0,187,167,12
"Madison, WI","31540",2016,361,246,112,3,0,0,0,108,64,42,0,0,142,218,1
"Malone, NY","31660",2016,360,359,1,0,0,0,0,51,37,21,0,162,198,0,0
"Manchester-Nashua, NH","31700",2016,366,324,39,3,0,0,0,108,52,37,0,0,331,35,0
"Manitowoc, WI","31820",2016,188,160,21,7,0,0,0,147,67,37,0,0,188,0,0
"Marietta, OH","31930",2016,214,189,25,0,0,0,0,90,54,40,0,0,214,0,0
"Marshall, MN","32140",2016,356,327,28,1,0,0,0,110,48,32,0,0,181,175,0
"Marshall, TX","32220",2016,366,265,101,0,0,0,0,79,56,42,0,0,143,223,0
"Mason City, IA","32380",2016,350,346,4,0,0,0,0,59,31,15,0,0,0,0,350
"McAlester, OK","32540",2016,366,258,108,0,0,0,0,85,59,43,0,0,181,185,0
"McAllen-Edinburg-Mission, TX","32580",2016,366,232,133,1,0,0,0,114,65,43,0,0,143,222,1
"Medford, OR","32780",2016,366,263,103,0,0,0,0,83,60,41,0,0,75,291,0
"Memphis, TN-MS-AR","32820",2016,366,193,165,7,1,0,0,159,68,49,0,4,136,226,0
"Merced, CA","32900",2016,366,115,216,33,2,0,0,151,100,58,0,0,178,186,2
"Meridian, MS","32940",2016,212,203,9,0,0,0,0,71,48,37,0,0,212,0,0
"Miami, OK","33060",2016,366,206,160,0,0,0,0,81,61,47,0,0,95,269,2
"Miami-Fort Lauderdale-West Palm Beach, FL","33100",2016,363,99,258,5,1,0,0,164,72,55,1,0,29,311,22
"Michigan City-La Porte, IN","33140",2016,244,185,57,2,0,0,0,112,62,39,0,0,156,88,0
"Middlesborough, KY","33180",2016,261,230,29,1,1,0,0,165,52,39,0,0,227,34,0
"Milwaukee-Waukesha-West Allis, WI","33340",2016,366,195,162,8,1,0,0,185,70,49,0,5,139,222,0
"Minneapolis-St. Paul-Bloomington, MN-WI","33460",2016,366,162,200,3,1,0,0,151,72,52,0,2,65,183,116
"Missoula, MT","33540",2016,366,72,269,25,0,0,0,139,96,58,0,0,3,363,0
"Mobile, AL","33660",2016,358,179,177,2,0,0,0,139,63,51,0,0,85,273,0
"Modesto, CA","33700",2016,366,102,221,40,3,0,0,164,103,59,0,0,163,202,1
"Monroe, LA","33740",2016,344,288,56,0,0,0,0,75,54,37,0,0,262,82,0
"Monroe, MI","33780",2016,120,79,41,0,0,0,0,72,58,41,0,0,0,120,0
"Montgomery, AL","33860",2016,363,193,168,1,1,0,0,176,61,48,0,0,109,254,0
"Montrose, CO","33940",2016,253,236,17,0,0,0,0,84,49,40,0,0,253,0,0
"Morehead City, NC","33980",2016,327,308,19,0,0,0,0,93,47,36,0,0,327,0,0
"Morgantown, WV","34060",2016,260,216,44,0,0,0,0,74,54,38,0,0,168,92,0
"Morristown, TN","34100",2016,239,158,79,2,0,0,0,133,74,47,0,0,239,0,0
"Moscow, ID","34140",2016,270,264,6,0,0,0,0,63,29,10,0,0,0,270,0
"Moses Lake, WA","34180",2016,361,338,23,0,0,0,0,66,45,24,0,0,0,361,0
"Mount Vernon, IL","34500",2016,285,197,88,0,0,0,0,100,63,42,0,0,159,126,0
"Mount Vernon, OH","34540",2016,213,175,38,0,0,0,0,100,64,41,0,0,213,0,0
"Mount Vernon-Anacortes, WA","34580",2016,366,331,35,0,0,0,0,80,50,34,0,0,213,153,0
"Muncie, IN","34620",2016,230,170,59,1,0,0,0,115,60,42,0,0,142,88,0
"Muscatine, IA","34700",2016,366,188,178,0,0,0,0,96,63,49,0,0,0,366,0
"Muskegon, MI","34740",2016,178,138,33,5,2,0,0,159,71,41,0,0,178,0,0
"Muskogee, OK","34780",2016,355,350,5,0,0,0,0,76,30,17,0,0,0,0,355
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC","34820",2016,136,136,0,0,0,0,0,39,33,26,0,0,136,0,0
"Napa, CA","34900",2016,366,219,147,0,0,0,0,90,61,44,0,0,104,261,1
"Naples-Immokalee-Marco Island, FL","34940",2016,366,286,80,0,0,0,0,87,54,43,0,0,133,233,0
"Nashville-Davidson--Murfreesboro--Franklin, TN","34980",2016,366,144,216,6,0,0,0,126,66,53,0,8,86,272,0
"New Castle, IN","35220",2016,119,87,32,0,0,0,0,69,57,37,0,0,0,119,0
"New Castle, PA","35260",2016,355,326,28,1,0,0,0,112,49,33,0,0,355,0,0
"New Haven-Milford, CT","35300",2016,366,211,141,11,3,0,0,164,74,47,0,13,179,174,0
"New Orleans-Metairie, LA","35380",2016,366,142,220,4,0,0,0,126,64,52,0,1,89,276,0
"New York-Newark-Jersey City, NY-NJ-PA","35620",2016,366,80,256,28,2,0,0,161,97,58,0,15,112,238,1
"Niles-Benton Harbor, MI","35660",2016,242,166,65,11,0,0,0,140,80,43,0,0,167,75,0
"Nogales, AZ","35700",2016,363,193,169,0,0,1,0,209,65,48,0,0,0,316,47
"North Port-Sarasota-Bradenton, FL","35840",2016,366,221,145,0,0,0,0,97,59,47,0,0,107,259,0
"Norwich-New London, CT","35980",2016,357,282,65,9,1,0,0,154,61,38,0,0,167,190,0
"Ocala, FL","36100",2016,366,254,111,1,0,0,0,105,57,43,0,0,110,256,0
"Odessa, TX","36220",2016,365,290,74,1,0,0,0,102,56,36,0,0,0,365,0
"Ogden-Clearfield, UT","36260",2016,366,171,171,24,0,0,0,143,90,52,0,24,197,145,0
"Oklahoma City, OK","36420",2016,366,192,171,3,0,0,0,129,68,49,0,16,168,180,2
"Olympia-Tumwater, WA","36500",2016,349,308,41,0,0,0,0,91,52,31,0,0,108,241,0
"Omaha-Council Bluffs, NE-IA","36540",2016,366,180,184,2,0,0,0,130,64,51,0,0,103,236,27
"Orlando-Kissimmee-Sanford, FL","36740",2016,366,206,159,1,0,0,0,115,64,47,0,6,148,212,0
"Othello, WA","36830",2016,346,339,7,0,0,0,0,58,33,19,0,0,0,346,0
"Owensboro, KY","36980",2016,366,127,236,2,1,0,0,156,68,54,0,0,52,314,0
"Oxford, NC","37080",2016,213,179,34,0,0,0,0,97,61,41,0,0,213,0,0
"Oxnard-Thousand Oaks-Ventura, CA","37100",2016,366,120,237,9,0,0,0,147,84,56,0,0,138,224,4
"Paducah, KY-IL","37140",2016,366,151,214,1,0,0,0,115,65,53,0,0,48,318,0
"Pahrump, NV","37220",2016,366,349,15,1,0,0,1,343,35,15,0,0,0,0,366
"Palatka, FL","37260",2016,361,361,0,0,0,0,0,45,24,14,0,0,0,0,361
"Palm Bay-Melbourne-Titusville, FL","37340",2016,366,298,68,0,0,0,0,84,54,42,0,0,189,177,0
"Panama City, FL","37460",2016,366,279,87,0,0,0,0,87,56,43,0,0,146,220,0
"Parkersburg-Vienna, WV","37620",2016,265,185,79,1,0,0,0,112,63,43,0,0,185,80,0
"Payson, AZ","37740",2016,366,256,108,2,0,0,0,115,71,44,0,0,300,2,64
"Pensacola-Ferry Pass-Brent, FL","37860",2016,366,232,134,0,0,0,0,97,61,46,0,0,145,221,0
"Peoria, IL","37900",2016,366,206,158,2,0,0,0,108,62,48,0,0,118,248,0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","37980",2016,366,47,301,16,2,0,0,154,87,61,0,2,91,267,6
"Phoenix-Mesa-Scottsdale, AZ","38060",2016,366,18,273,67,5,2,1,1348,115,75,0,5,101,104,156
"Pierre, SD","38180",2016,352,341,11,0,0,0,0,69,40,22,0,0,0,352,0
"Pittsburgh, PA","38300",2016,366,39,299,27,1,0,0,152,93,62,0,0,69,297,0
"Pittsfield, MA","38340",2016,355,259,96,0,0,0,0,82,58,36,0,0,0,355,0
"Platteville, WI","38420",2016,281,205,76,0,0,0,0,81,57,38,0,0,0,281,0
"Pocatello, ID","38540",2016,366,266,100,0,0,0,0,86,58,36,0,0,0,346,20
"Ponca City, OK","38620",2016,361,165,193,3,0,0,0,126,63,52,0,0,61,300,0
"Ponce, PR","38660",2016,364,330,34,0,0,0,0,74,49,26,7,0,0,111,246
"Port Angeles, WA","38820",2016,366,279,87,0,0,0,0,73,57,40,0,0,160,206,0
"Port St. Lucie, FL","38940",2016,366,281,85,0,0,0,0,93,56,42,0,0,159,207,0
"Portland-South Portland, ME","38860",2016,366,285,79,2,0,0,0,108,57,40,0,5,201,158,2
"Portland-Vancouver-Hillsboro, OR-WA","38900",2016,366,263,101,2,0,0,0,108,62,39,0,5,180,181,0
"Portsmouth, OH","39020",2016,366,321,44,1,0,0,0,129,52,15,0,0,0,122,244
"Prescott, AZ","39140",2016,349,299,50,0,0,0,0,90,54,40,0,0,343,6,0
"Price, UT","39220",2016,312,230,82,0,0,0,0,93,67,44,0,19,293,0,0
"Prineville, OR","39260",2016,348,261,86,1,0,0,0,115,62,26,0,0,0,348,0
"Providence-Warwick, RI-MA","39300",2016,366,177,183,5,1,0,0,151,68,51,0,8,105,253,0
"Provo-Orem, UT","39340",2016,366,189,158,17,2,0,0,166,87,50,0,37,200,125,4
"Pueblo, CO","39380",2016,128,121,7,0,0,0,0,64,44,26,0,0,0,102,26
"Pullman, WA","39420",2016,366,344,22,0,0,0,0,86,44,23,0,0,0,366,0
"Quincy, IL-MO","39500",2016,214,199,15,0,0,0,0,80,49,36,0,0,214,0,0
"Racine, WI","39540",2016,197,153,35,8,1,0,0,169,77,42,0,0,197,0,0
"Raleigh, NC","39580",2016,366,151,212,3,0,0,0,135,67,53,0,0,120,246,0
"Rapid City, SD","39660",2016,366,262,103,1,0,0,0,101,61,44,0,3,219,84,60
"Reading, PA","39740",2016,366,136,223,7,0,0,0,129,71,54,0,0,89,277,0
"Red Bluff, CA","39780",2016,366,218,106,37,5,0,0,174,108,45,0,0,307,58,1
"Red Wing, MN","39860",2016,214,202,12,0,0,0,0,87,47,34,0,0,214,0,0
"Redding, CA","39820",2016,366,296,56,14,0,0,0,140,74,41,0,0,358,8,0
"Reno, NV","39900",2016,366,203,156,7,0,0,0,108,77,49,0,11,257,92,6
"Richmond, VA","40060",2016,366,195,167,4,0,0,0,129,67,49,0,3,133,230,0
"Richmond-Berea, KY","40080",2016,97,68,29,0,0,0,0,91,57,39,0,0,0,97,0
"Riverside-San Bernardino-Ontario, CA","40140",2016,366,4,201,92,53,14,2,379,178,91,0,17,185,130,34
"Riverton, WY","40180",2016,366,298,68,0,0,0,0,84,61,44,0,0,324,42,0
"Roanoke, VA","40220",2016,366,264,102,0,0,0,0,100,57,41,1,12,103,250,0
"Rochester, MN","40340",2016,365,294,70,1,0,0,0,104,54,37,0,0,159,206,0
"Rochester, NY","40380",2016,366,246,118,2,0,0,0,136,62,44,0,1,173,192,0
"Rock Springs, WY","40540",2016,366,303,63,0,0,0,0,100,58,44,0,0,322,11,33
"Rockford, IL","40420",2016,354,300,51,3,0,0,0,105,56,36,0,0,288,66,0
"Rockland, ME","40500",2016,181,171,9,1,0,0,0,122,48,33,0,0,181,0,0
"Rocky Mount, NC","40580",2016,356,257,99,0,0,0,0,97,58,40,0,0,107,249,0
"Rome, GA","40660",2016,326,167,159,0,0,0,0,88,62,49,0,0,0,326,0
"Roseburg, OR","40700",2016,339,306,33,0,0,0,0,69,50,23,0,0,0,339,0
"Roswell, NM","40740",2016,117,113,4,0,0,0,0,90,39,22,0,0,0,117,0
"Ruidoso, NM","40760",2016,113,109,4,0,0,0,0,73,26,13,0,0,0,113,0
"Rutland, VT","40860",2016,366,290,76,0,0,0,0,89,58,38,0,7,195,164,0
"Sacramento--Roseville--Arden-Arcade, CA","40900",2016,366,86,221,44,15,0,0,172,114,61,0,0,194,172,0
"Salem, OH","41400",2016,61,61,0,0,0,0,0,36,24,15,0,0,0,0,61
"Salem, OR","41420",2016,361,304,57,0,0,0,0,97,56,33,0,0,143,218,0
"Salinas, CA","41500",2016,366,290,65,3,8,0,0,185,55,37,0,0,203,140,23
"Salisbury, MD-DE","41540",2016,366,259,104,3,0,0,0,129,61,43,0,0,249,117,0
"Salt Lake City, UT","41620",2016,366,156,182,23,5,0,0,166,92,54,0,9,232,123,2
"San Antonio-New Braunfels, TX","41700",2016,366,199,161,5,1,0,0,164,67,49,0,4,159,203,0
"San Diego-Carlsbad, CA","41740",2016,366,30,294,40,2,0,0,164,105,68,0,2,176,188,0
"San Francisco-Oakland-Hayward, CA","41860",2016,366,108,243,13,2,0,0,154,74,55,0,3,81,282,0
"San Jose-Sunnyvale-Santa Clara, CA","41940",2016,366,176,184,6,0,0,0,126,71,51,0,1,147,218,0
"San Juan-Carolina-Caguas, PR","41980",2016,366,242,111,8,3,2,0,225,62,38,69,8,71,173,45
"San Luis Obispo-Paso Robles-Arroyo Grande, CA","42020",2016,366,140,217,8,1,0,0,156,84,55,0,0,206,143,17
"Sandpoint, ID","41760",2016,366,317,49,0,0,0,0,83,55,27,0,0,0,321,45
"Sanford, NC","41820",2016,363,194,169,0,0,0,0,100,61,48,0,0,131,232,0
"Santa Cruz-Watsonville, CA","42100",2016,366,306,60,0,0,0,0,76,54,35,0,0,162,204,0
"Santa Fe, NM","42140",2016,366,300,66,0,0,0,0,90,61,43,0,0,363,3,0
"Santa Maria-Santa Barbara, CA","42200",2016,366,191,163,9,2,0,1,313,69,50,0,0,172,166,28
"Santa Rosa, CA","42220",2016,366,323,43,0,0,0,0,87,51,34,0,0,265,99,2
"Sault Ste. Marie, MI","42300",2016,299,258,40,1,0,0,0,101,53,37,0,0,83,216,0
"Savannah, GA","42340",2016,365,234,128,3,0,0,0,143,59,44,0,0,61,304,0
"Sayre, PA","42380",2016,358,238,120,0,0,0,0,97,57,43,0,1,152,205,0
"Scottsbluff, NE","42420",2016,87,77,10,0,0,0,0,62,52,26,0,0,0,87,0
"Scranton--Wilkes-Barre--Hazleton, PA","42540",2016,366,234,128,4,0,0,0,129,66,45,0,0,181,185,0
"Seattle-Tacoma-Bellevue, WA","42660",2016,366,209,154,2,1,0,0,156,66,47,0,26,98,242,0
"Sebastian-Vero Beach, FL","42680",2016,340,316,24,0,0,0,0,84,48,39,0,0,340,0,0
"Sebring, FL","42700",2016,363,347,16,0,0,0,0,87,46,33,0,0,363,0,0
"Seneca, SC","42860",2016,349,276,71,2,0,0,0,133,56,43,0,0,243,106,0
"Sevierville, TN","42940",2016,358,297,58,3,0,0,0,112,58,44,0,0,358,0,0
"Seymour, IN","42980",2016,183,146,35,2,0,0,0,129,67,40,0,0,183,0,0
"Sheboygan, WI","43100",2016,203,166,25,10,2,0,0,164,67,39,0,0,203,0,0
"Shelton, WA","43220",2016,366,327,39,0,0,0,0,72,51,27,0,0,0,366,0
"Sheridan, WY","43260",2016,366,326,39,1,0,0,0,110,54,39,0,0,292,43,31
"Show Low, AZ","43320",2016,366,299,67,0,0,0,0,90,54,43,0,0,350,2,14
"Shreveport-Bossier City, LA","43340",2016,366,189,177,0,0,0,0,90,63,49,0,0,129,234,3
"Sierra Vista-Douglas, AZ","43420",2016,366,278,86,2,0,0,0,141,61,44,0,0,313,15,38
"Sioux City, IA-NE-SD","43580",2016,366,284,80,2,0,0,0,112,58,39,0,1,176,177,12
"Sioux Falls, SD","43620",2016,366,269,95,2,0,0,0,105,58,42,0,0,209,157,0
"Somerset, KY","43700",2016,278,224,54,0,0,0,0,90,56,41,0,0,194,84,0
"Somerset, PA","43740",2016,357,324,32,1,0,0,0,105,50,36,0,0,357,0,0
"Sonora, CA","43760",2016,354,223,86,38,7,0,0,164,108,44,0,0,354,0,0
"South Bend-Mishawaka, IN-MI","43780",2016,364,179,175,10,0,0,0,129,74,51,0,16,107,241,0
"Spartanburg, SC","43900",2016,351,161,188,2,0,0,0,126,64,52,0,0,83,268,0
"Spokane-Spokane Valley, WA","44060",2016,366,201,163,2,0,0,0,110,65,48,0,0,91,272,3
"Springfield, IL","44100",2016,364,304,59,1,0,0,0,105,57,36,0,0,301,63,0
"Springfield, MA","44140",2016,366,266,94,5,1,0,0,161,65,42,0,1,228,137,0
"Springfield, MO","44180",2016,366,262,104,0,0,0,0,71,57,42,0,0,135,230,1
"Springfield, OH","44220",2016,363,200,157,6,0,0,0,119,67,48,0,0,125,238,0
"St. Cloud, MN","41060",2016,366,318,48,0,0,0,0,97,52,33,0,0,170,196,0
"St. George, UT","41100",2016,366,281,85,0,0,0,0,87,63,43,0,1,333,32,0
"St. Joseph, MO-KS","41140",2016,366,223,143,0,0,0,0,100,62,45,0,0,104,245,17
"St. Louis, MO-IL","41180",2016,366,96,251,17,2,0,0,162,82,56,0,0,113,251,2
"St. Marys, PA","41260",2016,346,321,22,3,0,0,0,126,50,37,0,0,346,0,0
"State College, PA","44300",2016,366,232,132,2,0,0,0,122,63,45,0,1,193,172,0
"Steamboat Springs, CO","44460",2016,352,343,9,0,0,0,0,60,26,15,0,0,0,0,352
"Stockton-Lodi, CA","44700",2016,366,62,278,25,1,0,0,166,93,60,0,1,94,270,1
"Summerville, GA","44900",2016,242,217,25,0,0,0,0,93,51,42,0,0,242,0,0
"Syracuse, NY","45060",2016,366,312,52,2,0,0,0,122,54,36,0,0,282,84,0
"Tahlequah, OK","45140",2016,269,250,19,0,0,0,0,77,49,38,0,0,269,0,0
"Talladega-Sylacauga, AL","45180",2016,117,69,48,0,0,0,0,82,57,46,0,0,0,117,0
"Tallahassee, FL","45220",2016,366,189,175,1,1,0,0,183,63,49,1,0,59,306,0
"Tampa-St. Petersburg-Clearwater, FL","45300",2016,366,170,193,2,1,0,0,154,67,51,0,0,111,255,0
"Taos, NM","45340",2016,362,349,13,0,0,0,0,59,33,16,0,0,0,362,0
"Terre Haute, IN","45460",2016,363,180,182,1,0,0,0,108,67,51,0,0,79,284,0
"Texarkana, TX-AR","45500",2016,273,148,125,0,0,0,0,79,60,48,0,0,0,273,0
"The Dalles, OR","45520",2016,358,297,61,0,0,0,0,80,55,34,0,0,149,209,0
"Toledo, OH","45780",2016,334,195,134,5,0,0,0,115,66,47,0,0,131,203,0
"Topeka, KS","45820",2016,366,319,47,0,0,0,0,87,52,37,0,0,314,47,5
"Torrington, CT","45860",2016,366,296,62,7,1,0,0,164,61,39,1,0,293,72,0
"Traverse City, MI","45900",2016,170,146,18,6,0,0,0,143,61,38,0,0,170,0,0
"Trenton, NJ","45940",2016,366,198,155,12,1,0,0,151,67,48,0,0,148,218,0
"Truckee-Grass Valley, CA","46020",2016,366,232,89,40,5,0,0,179,101,45,0,0,353,13,0
"Tucson, AZ","46060",2016,366,191,171,4,0,0,0,119,74,50,0,0,231,34,101
"Tulsa, OK","46140",2016,366,153,210,2,1,0,0,164,69,52,0,1,135,230,0
"Tupelo, MS","46180",2016,238,224,14,0,0,0,0,80,49,39,0,0,238,0,0
"Tuscaloosa, AL","46220",2016,365,107,258,0,0,0,0,100,63,54,0,0,55,310,0
"Twin Falls, ID","46300",2016,360,341,19,0,0,0,0,69,42,23,0,0,0,360,0
"Tyler, TX","46340",2016,366,344,21,1,0,0,0,101,48,37,0,5,361,0,0
"Ukiah, CA","46380",2016,364,287,77,0,0,0,0,70,54,39,0,0,105,258,1
"Urban Honolulu, HI","46520",2016,366,330,36,0,0,0,0,64,49,32,0,1,234,116,15
"Utica-Rome, NY","46540",2016,366,296,66,4,0,0,0,108,54,37,0,0,220,146,0
"Valdosta, GA","46660",2016,327,201,126,0,0,0,0,77,59,43,0,0,0,327,0
"Vallejo-Fairfield, CA","46700",2016,366,213,151,2,0,0,0,105,65,47,0,3,137,226,0
"Vernal, UT","46860",2016,366,234,121,4,5,2,0,216,74,47,0,1,337,28,0
"Victoria, TX","47020",2016,348,328,20,0,0,0,0,90,47,33,0,0,348,0,0
"Vincennes, IN","47180",2016,359,313,42,4,0,0,0,119,61,35,0,0,359,0,0
"Vineland-Bridgeton, NJ","47220",2016,366,245,120,1,0,0,0,136,63,44,0,1,176,189,0
"Vineyard Haven, MA","47240",2016,354,335,17,2,0,0,0,126,47,36,0,0,324,30,0
"Virginia Beach-Norfolk-Newport News, VA-NC","47260",2016,366,277,86,3,0,0,0,133,57,41,0,13,136,217,0
"Visalia-Porterville, CA","47300",2016,366,55,187,102,22,0,0,177,145,77,0,0,199,164,3
"Wabash, IN","47340",2016,347,309,33,5,0,0,0,115,51,35,0,0,347,0,0
"Waco, TX","47380",2016,366,327,39,0,0,0,0,76,51,37,1,3,290,72,0
"Walla Walla, WA","47460",2016,355,309,46,0,0,0,0,85,52,24,0,0,0,355,0
"Walterboro, SC","47500",2016,343,264,76,2,1,0,0,153,58,39,0,0,136,207,0
"Warner Robins, GA","47580",2016,352,222,128,2,0,0,0,107,58,44,0,0,0,352,0
"Washington Court House, OH","47920",2016,353,310,42,1,0,0,0,108,54,37,0,0,353,0,0
"Washington-Arlington-Alexandria, DC-VA-MD-WV","47900",2016,366,109,241,16,0,0,0,133,84,56,0,7,127,232,0
"Waterloo-Cedar Falls, IA","47940",2016,366,179,186,1,0,0,0,118,63,51,0,0,72,294,0
"Watertown, SD","47980",2016,366,295,71,0,0,0,0,73,54,28,0,0,0,240,126
"Watertown-Fort Atkinson, WI","48020",2016,201,176,21,4,0,0,0,108,61,40,0,0,201,0,0
"Watertown-Fort Drum, NY","48060",2016,332,307,23,2,0,0,0,122,48,34,0,0,332,0,0
"Wausau, WI","48140",2016,192,176,16,0,0,0,0,100,49,35,0,0,192,0,0
"Weatherford, OK","48220",2016,360,357,3,0,0,0,0,64,25,15,0,0,0,0,360
"Weirton-Steubenville, WV-OH","48260",2016,366,103,261,2,0,0,0,105,72,56,0,0,69,291,6
"Wenatchee, WA","48300",2016,366,284,82,0,0,0,0,81,56,29,0,0,0,366,0
"Wheeling, WV-OH","48540",2016,366,183,180,3,0,0,0,108,68,51,0,9,140,215,2
"Whitewater-Elkhorn, WI","48580",2016,188,161,22,5,0,0,0,115,61,38,0,0,188,0,0
"Wichita, KS","48620",2016,366,282,83,0,1,0,0,195,59,43,0,8,237,92,29
"Williamsport, PA","48700",2016,366,335,30,1,0,0,0,108,49,34,0,0,353,0,13
"Williston, ND","48780",2016,364,349,15,0,0,0,0,94,45,32,0,0,295,55,14
"Wilmington, NC","48900",2016,359,302,57,0,0,0,0,90,54,35,0,0,142,217,0
"Wilmington, OH","48940",2016,211,154,53,4,0,0,0,112,74,44,0,0,211,0,0
"Winchester, VA-WV","49020",2016,358,256,102,0,0,0,0,90,60,42,0,0,129,229,0
"Winona, MN","49100",2016,117,106,11,0,0,0,0,72,46,19,0,0,0,117,0
"Winston-Salem, NC","49180",2016,366,163,200,3,0,0,0,119,68,51,0,4,123,239,0
"Worcester, MA-CT","49340",2016,366,281,80,4,1,0,0,154,61,42,0,6,236,124,0
"Yakima, WA","49420",2016,366,211,143,8,4,0,0,199,74,44,0,0,0,365,1
"York-Hanover, PA","49620",2016,366,176,185,5,0,0,0,133,70,51,0,3,153,210,0
"Youngstown-Warren-Boardman, OH-PA","49660",2016,366,161,199,6,0,0,0,143,71,52,0,0,115,251,0
"Yuba City, CA","49700",2016,366,115,219,32,0,0,0,147,97,58,0,0,158,208,0
"Yuma, AZ","49740",2016,366,199,153,12,1,0,1,410,77,49,0,0,180,97,89
