"CBSA","CBSA Code","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Athens-Clarke County, GA","12020",2018,332,207,123,2,0,0,0,105,61,46,0,0,93,239,0
"Atlanta-Sandy Springs-Roswell, GA","12060",2018,365,116,239,10,0,0,0,133,77,54,0,3,102,260,0
"Atlantic City-Hammonton, NJ","12100",2018,365,277,87,1,0,0,0,112,56,41,0,0,183,182,0
"Augusta-Richmond County, GA-SC","12260",2018,365,189,172,4,0,0,0,150,64,49,0,0,81,284,0
"Augusta-Waterville, ME","12300",2018,360,339,21,0,0,0,0,90,47,30,0,115,210,33,2
"Austin-Round Rock, TX","12420",2018,365,168,188,9,0,0,0,115,69,52,0,9,96,259,1
"Bakersfield, CA","12540",2018,365,45,190,103,27,0,0,190,142,84,0,0,226,126,13
"Baltimore-Columbia-Towson, MD","12580",2018,365,134,215,16,0,0,0,150,80,53,0,4,112,249,0
"Bangor, ME","12620",2018,365,309,56,0,0,0,0,97,54,37,0,0,155,209,1
"Baraboo, WI","12660",2018,365,265,99,1,0,0,0,122,63,42,0,0,185,179,1
"Barnstable Town, MA","12700",2018,360,335,21,4,0,0,0,133,47,36,0,0,344,16,0
"Bartlesville, OK","12780",2018,8,4,4,0,0,0,0,65,65,53,0,0,2,6,0
"Baton Rouge, LA","12940",2018,365,142,204,18,1,0,0,153,80,52,0,0,102,263,0
"Bay City, MI","13020",2018,356,266,90,0,0,0,0,85,56,37,0,0,0,356,0
"Beaumont-Port Arthur, TX","13140",2018,365,141,213,10,1,0,0,154,75,54,0,0,88,277,0
"Beaver Dam, WI","13180",2018,365,250,112,3,0,0,0,133,68,44,0,0,203,162,0
"Bellingham, WA","13380",2018,361,319,33,6,3,0,0,193,52,29,0,0,144,217,0
"Bemidji, MN","13420",2018,352,309,42,1,0,0,0,106,52,31,0,0,0,352,0
"Bend-Redmond, OR","13460",2018,363,273,76,9,4,1,0,205,66,27,0,0,0,363,0
"Bennington, VT","13540",2018,365,300,64,1,0,0,0,101,55,37,0,0,207,158,0
"Berlin, NH-VT","13620",2018,271,222,46,3,0,0,0,115,64,44,0,0,224,47,0
"Billings, MT","13740",2018,345,251,91,2,1,0,0,155,60,37,0,0,0,345,0
"Birmingham-Hoover, AL","13820",2018,365,98,263,3,1,0,0,156,76,56,0,1,67,295,2
"Bishop, CA","13860",2018,365,192,136,26,7,2,2,638,101,49,0,0,291,44,30
"Bismarck, ND","13900",2018,365,235,125,3,2,0,0,153,66,43,4,1,158,201,1
"Blacksburg-Christiansburg-Radford, VA","13980",2018,345,306,39,0,0,0,0,93,51,37,0,0,345,0,0
"Bloomington, IL","14010",2018,365,169,195,1,0,0,0,108,67,52,0,0,99,266,0
"Bloomington, IN","14020",2018,364,187,174,3,0,0,0,129,66,50,0,0,119,245,0
"Boise City, ID","14260",2018,365,136,218,11,0,0,0,134,80,54,0,0,105,256,4
"Boston-Cambridge-Newton, MA-NH","14460",2018,365,109,251,5,0,0,0,126,70,54,0,4,38,323,0
"Boulder, CO","14500",2018,362,198,135,28,1,0,0,159,96,49,0,0,265,97,0
"Bowling Green, KY","14540",2018,365,202,163,0,0,0,0,100,63,48,0,0,69,296,0
"Bozeman, MT","14580",2018,365,289,70,5,1,0,0,154,57,32,0,4,0,361,0
"Brainerd, MN","14660",2018,364,289,74,1,0,0,0,107,60,36,0,0,117,247,0
"Branson, MO","14700",2018,119,101,18,0,0,0,0,78,55,28,0,0,0,119,0
"Bremerton-Silverdale, WA","14740",2018,349,319,25,2,3,0,0,180,45,16,0,0,0,349,0
"Bridgeport-Stamford-Norwalk, CT","14860",2018,365,218,126,14,7,0,0,185,80,46,0,11,157,197,0
"Brookings, SD","15100",2018,365,297,67,1,0,0,0,101,57,38,0,0,258,91,16
"Brownsville-Harlingen, TX","15180",2018,365,178,187,0,0,0,0,99,67,51,0,0,62,303,0
"Brunswick, GA","15260",2018,272,247,25,0,0,0,0,74,49,35,0,0,202,70,0
"Buffalo-Cheektowaga-Niagara Falls, NY","15380",2018,365,217,145,3,0,0,0,112,67,46,0,4,128,233,0
"Burlington-South Burlington, VT","15540",2018,365,295,70,0,0,0,0,90,56,40,0,0,218,147,0
"Butte-Silver Bow, MT","15580",2018,363,284,78,1,0,0,0,120,61,25,0,0,0,242,121
"Cadillac, MI","15620",2018,365,312,51,2,0,0,0,122,55,37,0,1,315,49,0
"Cambridge, MD","15700",2018,365,283,80,1,1,0,0,151,61,40,0,0,256,109,0
"Canton-Massillon, OH","15940",2018,365,176,186,3,0,0,0,108,71,51,0,0,117,248,0
"Cape Coral-Fort Myers, FL","15980",2018,365,294,70,1,0,0,0,106,57,38,0,0,212,153,0
"Carlsbad-Artesia, NM","16100",2018,365,210,135,17,3,0,0,185,90,48,0,7,349,9,0
"Carson City, NV","16180",2018,365,243,114,5,3,0,0,163,64,46,0,0,284,81,0
"Casper, WY","16220",2018,365,286,79,0,0,0,0,90,58,42,0,11,336,18,0
"Ca¤on City, CO","15860",2018,20,20,0,0,0,0,0,36,20,15,0,0,0,0,20
"Cedar City, UT","16260",2018,365,257,108,0,0,0,0,90,71,44,0,0,311,54,0
"Cedar Rapids, IA","16300",2018,365,185,176,4,0,0,0,129,67,50,0,0,96,269,0
"Centralia, WA","16500",2018,365,298,61,3,3,0,0,172,58,28,0,0,0,365,0
"Chambersburg-Waynesboro, PA","16540",2018,353,343,10,0,0,0,0,74,44,32,0,0,353,0,0
"Champaign-Urbana, IL","16580",2018,365,209,152,4,0,0,0,112,65,47,0,0,148,217,0
"Charleston, WV","16620",2018,364,217,146,1,0,0,0,105,60,46,2,0,102,260,0
"Charleston-North Charleston, SC","16700",2018,359,269,90,0,0,0,0,79,55,41,0,2,68,289,0
"Charlotte-Concord-Gastonia, NC-SC","16740",2018,361,165,186,10,0,0,0,122,74,52,0,0,145,216,0
"Charlottesville, VA","16820",2018,310,252,58,0,0,0,0,93,56,40,0,0,177,133,0
"Chattanooga, TN-GA","16860",2018,365,180,184,1,0,0,0,101,66,51,0,0,92,273,0
"Cheyenne, WY","16940",2018,365,288,76,1,0,0,0,109,61,43,0,5,318,38,4
"Chicago-Naperville-Elgin, IL-IN-WI","16980",2018,365,53,286,20,6,0,0,177,90,61,0,16,87,253,9
"Chico, CA","17020",2018,365,97,228,22,10,3,5,682,104,59,0,0,148,216,1
"Cincinnati, OH-KY-IN","17140",2018,365,87,265,11,2,0,0,159,78,57,0,2,99,261,3
"Claremont-Lebanon, NH-VT","17200",2018,365,294,71,0,0,0,0,90,55,39,0,0,184,181,0
"Clarksburg, WV","17220",2018,117,88,29,0,0,0,0,65,58,36,0,0,0,117,0
"Clarksville, TN-KY","17300",2018,365,221,144,0,0,0,0,90,61,44,0,0,156,209,0
"Clearlake, CA","17340",2018,357,344,10,1,1,1,0,233,43,33,0,0,343,12,2
"Cleveland, MS","17380",2018,312,182,128,2,0,0,0,129,67,47,0,0,100,212,0
"Cleveland-Elyria, OH","17460",2018,365,135,217,13,0,0,0,133,80,54,0,3,121,236,5
"Clinton, IA","17540",2018,365,168,197,0,0,0,0,100,68,52,0,0,88,277,0
"Coeur d'Alene, ID","17660",2018,331,240,81,5,4,1,0,229,65,33,0,0,0,331,0
"Colorado Springs, CO","17820",2018,365,210,139,16,0,0,0,133,87,48,0,0,306,59,0
"Columbia, MO","17860",2018,245,208,36,1,0,0,0,105,54,40,0,0,245,0,0
"Columbia, SC","17900",2018,365,215,149,1,0,0,0,101,61,46,0,0,59,305,1
"Columbus, GA-AL","17980",2018,365,190,175,0,0,0,0,99,66,49,0,0,68,297,0
"Columbus, IN","18020",2018,365,242,119,4,0,0,0,108,63,44,0,0,184,181,0
"Columbus, OH","18140",2018,365,207,155,3,0,0,0,122,67,48,0,11,141,212,1
"Concord, NH","18180",2018,213,203,10,0,0,0,0,87,47,38,0,0,213,0,0
"Cookeville, TN","18260",2018,352,268,84,0,0,0,0,68,56,36,0,0,0,352,0
"Corning, NY","18500",2018,363,313,50,0,0,0,0,87,52,34,3,0,263,97,0
"Corpus Christi, TX","18580",2018,365,214,151,0,0,0,0,99,67,44,0,0,104,261,0
"Corsicana, TX","18620",2018,364,266,94,4,0,0,0,117,68,41,0,3,203,158,0
"Corvallis, OR","18700",2018,362,313,47,2,0,0,0,119,53,22,0,0,0,362,0
"Craig, CO","18780",2018,331,262,68,1,0,0,0,108,61,42,0,0,331,0,0
"Crescent City, CA","18860",2018,180,134,46,0,0,0,0,80,58,33,0,0,0,180,0
"Crestview-Fort Walton Beach-Destin, FL","18880",2018,353,325,28,0,0,0,0,80,49,33,0,0,345,0,8
"Cullowhee, NC","19000",2018,237,175,61,1,0,0,0,108,67,43,0,0,146,91,0
"Dallas-Fort Worth-Arlington, TX","19100",2018,365,118,211,27,9,0,0,166,100,55,0,1,126,238,0
"Dalton, GA","19140",2018,271,232,39,0,0,0,0,100,54,37,0,0,205,66,0
"Daphne-Fairhope-Foley, AL","19300",2018,270,232,38,0,0,0,0,97,54,37,0,0,194,76,0
"Davenport-Moline-Rock Island, IA-IL","19340",2018,365,95,266,4,0,0,0,108,72,56,0,0,41,267,57
"Dayton, OH","19380",2018,365,149,211,5,0,0,0,140,70,54,0,0,113,252,0
"Decatur, AL","19460",2018,364,251,113,0,0,0,0,100,59,44,0,0,128,236,0
"Decatur, IL","19500",2018,365,162,200,3,0,0,0,126,67,52,0,0,86,279,0
"Deltona-Daytona Beach-Ormond Beach, FL","19660",2018,365,291,74,0,0,0,0,80,55,41,0,0,146,219,0
"Deming, NM","19700",2018,357,343,11,3,0,0,0,137,32,16,0,0,0,0,357
"Denver-Aurora-Lakewood, CO","19740",2018,365,51,257,49,8,0,0,174,112,64,0,33,210,109,13
"Des Moines-West Des Moines, IA","19780",2018,365,225,138,2,0,0,0,112,62,46,0,2,147,216,0
"Detroit-Warren-Dearborn, MI","19820",2018,365,101,250,12,2,0,0,151,84,57,0,1,67,280,17
"Dickinson, ND","19860",2018,361,311,50,0,0,0,0,90,54,38,0,0,282,79,0
"Dodge City, KS","19980",2018,354,325,28,1,0,0,0,129,41,17,0,0,0,0,354
"Dothan, AL","20020",2018,277,230,47,0,0,0,0,80,54,37,0,0,191,86,0
"Douglas, GA","20060",2018,116,106,10,0,0,0,0,69,49,29,0,0,0,116,0
"Dover, DE","20100",2018,365,267,96,2,0,0,0,133,59,42,0,0,214,151,0
"DuBois, PA","20180",2018,343,320,22,1,0,0,0,101,46,33,0,0,343,0,0
"Duluth, MN-WI","20260",2018,365,281,82,2,0,0,0,109,61,39,0,0,222,135,8
"Durango, CO","20420",2018,365,236,109,10,7,3,0,243,80,45,0,0,305,57,3
"Durant, OK","20460",2018,301,257,41,3,0,0,0,119,58,38,0,0,301,0,0
"Durham-Chapel Hill, NC","20500",2018,358,190,168,0,0,0,0,100,62,49,0,0,103,255,0
"Dyersburg, TN","20540",2018,356,257,99,0,0,0,0,83,56,38,0,0,0,356,0
"Eagle Pass, TX","20580",2018,342,252,90,0,0,0,0,100,60,37,0,0,0,342,0
"East Stroudsburg, PA","20700",2018,355,309,44,2,0,0,0,108,54,36,0,0,318,37,0
"Eau Claire, WI","20740",2018,365,244,120,1,0,0,0,129,65,44,0,0,156,209,0
"Effingham, IL","20820",2018,245,214,30,1,0,0,0,112,51,39,0,0,245,0,0
"El Centro, CA","20940",2018,365,67,248,41,7,2,0,286,108,64,0,4,103,164,94
"El Dorado, AR","20980",2018,365,189,173,3,0,0,0,122,63,49,0,0,0,365,0
"El Paso, TX","21340",2018,365,91,257,15,2,0,0,164,84,59,0,11,133,219,2
"Elizabethtown-Fort Knox, KY","21060",2018,361,191,170,0,0,0,0,100,64,49,0,0,66,295,0
"Elkhart-Goshen, IN","21140",2018,363,228,132,3,0,0,0,105,62,44,0,0,139,224,0
"Elko, NV","21220",2018,346,296,46,4,0,0,0,126,61,19,0,0,77,24,245
"Ellensburg, WA","21260",2018,358,290,56,5,6,1,0,221,62,26,0,0,0,358,0
"Emporia, KS","21380",2018,116,96,20,0,0,0,0,67,53,30,0,0,0,116,0
"Erie, PA","21500",2018,365,224,141,0,0,0,0,84,63,44,0,5,148,212,0
"Espa¤ola, NM","21580",2018,362,246,113,3,0,0,0,126,77,46,0,0,360,2,0
"Eugene, OR","21660",2018,365,213,144,7,1,0,0,156,74,44,0,0,72,292,1
"Eureka-Arcata-Fortuna, CA","21700",2018,365,301,58,5,1,0,0,167,58,35,0,2,231,117,15
"Evanston, WY","21740",2018,365,287,77,1,0,0,0,108,61,44,0,2,354,0,9
"Evansville, IN-KY","21780",2018,365,171,190,4,0,0,0,143,69,52,0,0,99,266,0
"Fairbanks, AK","21820",2018,365,215,111,29,10,0,0,158,103,40,0,9,90,264,2
"Fairmont, WV","21900",2018,117,79,38,0,0,0,0,67,57,38,0,0,0,117,0
"Fallon, NV","21980",2018,332,256,71,5,0,0,0,129,67,44,0,0,332,0,0
"Fargo, ND-MN","22020",2018,360,271,88,1,0,0,0,121,58,39,0,3,183,169,5
"Farmington, NM","22140",2018,365,213,136,16,0,0,0,129,93,47,0,2,363,0,0
"Fayetteville, NC","22180",2018,349,240,109,0,0,0,0,100,60,42,0,0,137,207,5
"Fayetteville-Springdale-Rogers, AR-MO","22220",2018,365,196,169,0,0,0,0,87,67,48,0,0,108,257,0
"Fernley, NV","22280",2018,362,304,50,8,0,0,0,133,58,40,0,0,362,0,0
"Flagstaff, AZ","22380",2018,365,236,126,3,0,0,0,126,77,45,0,0,351,14,0
"Flint, MI","22420",2018,362,255,104,3,0,0,0,122,64,43,0,0,179,183,0
"Florence, SC","22500",2018,359,267,92,0,0,0,0,87,57,41,0,0,50,309,0
"Florence-Muscle Shoals, AL","22520",2018,277,235,42,0,0,0,0,93,54,37,0,0,184,93,0
"Fond du Lac, WI","22540",2018,244,213,30,1,0,0,0,101,54,39,0,0,244,0,0
"Fort Collins, CO","22660",2018,365,160,177,25,3,0,0,169,97,53,0,0,287,78,0
"Fort Madison-Keokuk, IA-IL-MO","22800",2018,121,70,51,0,0,0,0,78,61,45,0,0,0,121,0
"Fort Payne, AL","22840",2018,350,302,48,0,0,0,0,84,54,36,0,0,286,64,0
"Fort Smith, AR-OK","22900",2018,363,259,104,0,0,0,0,90,59,41,0,3,156,204,0
"Fort Wayne, IN","23060",2018,365,177,182,6,0,0,0,122,69,51,0,0,132,233,0
"Fresno, CA","23420",2018,365,61,206,79,19,0,0,185,133,75,0,0,210,151,4
"Gadsden, AL","23460",2018,324,169,154,0,1,0,0,154,65,48,0,0,120,204,0
"Gainesville, FL","23540",2018,364,317,47,0,0,0,0,90,52,37,0,0,205,159,0
"Gainesville, GA","23580",2018,322,220,102,0,0,0,0,72,58,41,0,0,0,322,0
"Gardnerville Ranchos, NV","23820",2018,362,291,61,6,2,2,0,229,60,21,0,0,0,362,0
"Georgetown, SC","23860",2018,326,326,0,0,0,0,0,44,27,15,0,0,0,0,326
"Gettysburg, PA","23900",2018,365,243,120,2,0,0,0,105,64,44,0,0,191,174,0
"Gillette, WY","23940",2018,365,256,105,2,2,0,0,169,64,43,0,1,221,38,105
"Glenwood Springs, CO","24060",2018,365,214,135,15,1,0,0,151,87,48,0,0,357,7,1
"Grand Island, NE","24260",2018,111,92,19,0,0,0,0,72,54,30,0,0,0,111,0
"Grand Junction, CO","24300",2018,365,193,167,5,0,0,0,150,80,49,1,0,274,89,1
"Grand Rapids-Wyoming, MI","24340",2018,365,242,119,4,0,0,0,115,64,44,0,0,168,197,0
"Grants Pass, OR","24420",2018,363,195,129,17,21,1,0,210,112,47,0,0,0,363,0
"Great Falls, MT","24500",2018,360,303,51,5,1,0,0,166,56,33,0,0,0,360,0
"Greeley, CO","24540",2018,365,138,217,10,0,0,0,133,87,54,0,0,208,157,0
"Green Bay, WI","24580",2018,360,247,107,5,1,0,0,151,67,43,0,0,196,164,0
"Greenfield Town, MA","24640",2018,365,289,76,0,0,0,0,100,57,38,0,0,236,129,0
"Greensboro-High Point, NC","24660",2018,357,237,119,1,0,0,0,105,64,44,0,0,162,182,13
"Greenville, NC","24780",2018,345,259,86,0,0,0,0,87,56,41,0,0,120,225,0
"Greenville-Anderson-Mauldin, SC","24860",2018,365,234,131,0,0,0,0,84,61,44,0,12,92,260,1
"Grenada, MS","24980",2018,105,77,28,0,0,0,0,82,55,36,0,0,0,105,0
"Gulfport-Biloxi-Pascagoula, MS","25060",2018,364,197,163,4,0,0,0,115,64,48,0,0,97,267,0
"Hagerstown-Martinsburg, MD-WV","25180",2018,359,242,117,0,0,0,0,93,66,44,0,0,144,215,0
"Hailey, ID","25200",2018,363,313,47,3,0,0,0,143,55,17,0,0,0,363,0
"Hammond, LA","25220",2018,125,89,36,0,0,0,0,81,58,37,0,0,0,125,0
"Hanford-Corcoran, CA","25260",2018,365,68,239,49,9,0,0,190,114,70,0,0,161,160,44
"Harrisburg-Carlisle, PA","25420",2018,365,177,187,1,0,0,0,108,71,51,0,0,97,268,0
"Harrison, AR","25460",2018,364,326,38,0,0,0,0,84,51,36,0,0,331,33,0
"Harrisonburg, VA","25500",2018,365,324,41,0,0,0,0,82,51,33,0,89,209,67,0
"Hartford-West Hartford-East Hartford, CT","25540",2018,365,235,120,10,0,0,0,143,67,43,0,10,155,200,0
"Hattiesburg, MS","25620",2018,359,195,163,1,0,0,0,119,62,49,0,0,0,359,0
"Helena, MT","25740",2018,365,238,117,7,3,0,0,169,67,46,0,0,207,158,0
"Hermiston-Pendleton, OR","25840",2018,333,257,68,5,2,1,0,254,64,36,0,0,88,245,0
"Hickory-Lenoir-Morganton, NC","25860",2018,365,221,144,0,0,0,0,100,63,45,0,0,125,240,0
"Hilo, HI","25900",2018,365,140,211,12,2,0,0,153,89,55,0,0,0,365,0
"Hobbs, NM","26020",2018,365,193,166,6,0,0,0,143,80,50,0,1,244,120,0
"Holland, MI","26090",2018,286,218,60,8,0,0,0,150,67,40,0,0,213,73,0
"Homosassa Springs, FL","26140",2018,350,247,103,0,0,0,0,73,56,43,0,0,0,350,0
"Hot Springs, AR","26300",2018,121,77,44,0,0,0,0,88,59,42,0,0,0,121,0
"Houghton, MI","26340",2018,114,108,6,0,0,0,0,66,37,12,0,0,0,114,0
"Houma-Thibodaux, LA","26380",2018,363,270,93,0,0,0,0,90,58,41,0,0,181,182,0
"Houston-The Woodlands-Sugar Land, TX","26420",2018,365,96,234,26,7,2,0,204,97,57,0,12,103,250,0
"Huntington, IN","26540",2018,358,337,21,0,0,0,0,97,46,31,0,0,358,0,0
"Huntington-Ashland, WV-KY-OH","26580",2018,365,223,140,2,0,0,0,119,61,46,0,0,103,262,0
"Huntsville, AL","26620",2018,365,194,170,1,0,0,0,115,62,49,0,0,71,293,1
"Idaho Falls, ID","26820",2018,365,254,106,4,1,0,0,154,66,45,0,0,210,155,0
"Indiana, PA","26860",2018,355,322,32,1,0,0,0,105,50,35,0,0,355,0,0
"Indianapolis-Carmel-Anderson, IN","26900",2018,365,103,249,12,1,0,0,158,75,55,0,0,97,268,0
"Iowa City, IA","26980",2018,362,186,176,0,0,0,0,93,61,50,0,0,0,362,0
"Ithaca, NY","27060",2018,360,332,27,1,0,0,0,101,47,33,0,0,360,0,0
"Jackson, MS","27140",2018,365,165,199,1,0,0,0,112,71,52,0,0,66,299,0
"Jackson, TN","27180",2018,351,275,76,0,0,0,0,81,56,35,0,0,0,351,0
"Jackson, WY-ID","27220",2018,365,273,91,1,0,0,0,106,64,44,0,0,319,45,1
"Jacksonville, FL","27260",2018,365,170,190,4,1,0,0,156,66,51,0,0,50,304,11
"Jamestown-Dunkirk-Fredonia, NY","27460",2018,358,300,54,4,0,0,0,126,61,37,0,0,323,35,0
"Janesville-Beloit, WI","27500",2018,246,217,28,1,0,0,0,133,54,39,0,0,246,0,0
"Jasper, IN","27540",2018,119,71,48,0,0,0,0,89,62,42,0,0,0,116,3
"Jefferson City, MO","27620",2018,245,210,35,0,0,0,0,90,58,40,0,0,245,0,0
"Johnstown, PA","27780",2018,363,230,133,0,0,0,0,93,61,44,0,0,116,245,2
"Jonesboro, AR","27860",2018,90,54,36,0,0,0,0,75,61,46,0,0,0,90,0
"Joplin, MO","27900",2018,365,304,61,0,0,0,0,95,54,36,0,0,226,0,139
"Juneau, AK","27940",2018,352,268,84,0,0,0,0,85,59,31,0,0,0,349,3
"Kahului-Wailuku-Lahaina, HI","27980",2018,361,347,14,0,0,0,0,76,39,25,0,0,0,361,0
"Kalamazoo-Portage, MI","28020",2018,356,217,135,4,0,0,0,115,65,44,0,0,115,241,0
"Kalispell, MT","28060",2018,365,222,127,11,5,0,0,193,70,45,0,0,144,206,15
"Kansas City, MO-KS","28140",2018,365,153,199,12,1,0,0,172,84,53,0,4,125,234,2
"Kapaa, HI","28180",2018,355,350,5,0,0,0,0,56,34,18,0,147,0,208,0
"Keene, NH","28300",2018,365,300,65,0,0,0,0,86,55,36,0,0,224,141,0
"Kennewick-Richland, WA","28420",2018,365,271,80,12,2,0,0,188,69,36,0,0,119,224,22
"Killeen-Temple, TX","28660",2018,365,320,40,5,0,0,0,136,54,36,0,0,365,0,0
"Kingsport-Bristol-Bristol, TN-VA","28700",2018,364,252,111,1,0,0,0,105,61,43,0,0,149,215,0
"Kingsville, TX","28780",2018,342,188,150,3,1,0,0,164,69,47,0,0,0,342,0
"Kinston, NC","28820",2018,278,249,28,1,0,0,0,108,51,36,0,0,222,0,56
"Klamath Falls, OR","28900",2018,360,184,136,12,20,8,0,249,114,49,0,0,0,360,0
"Knoxville, TN","28940",2018,365,169,194,2,0,0,0,133,68,52,0,0,136,229,0
"Kokomo, IN","29020",2018,365,234,126,5,0,0,0,108,61,44,0,0,145,220,0
"La Crosse-Onalaska, WI-MN","29100",2018,365,256,109,0,0,0,0,97,63,43,0,0,134,231,0
"La Grande, OR","29260",2018,362,282,74,5,1,0,0,192,59,32,0,0,0,361,1
"Laconia, NH","29060",2018,283,257,26,0,0,0,0,80,49,33,0,0,200,83,0
"Lafayette, LA","29180",2018,365,208,157,0,0,0,0,97,66,48,0,0,123,242,0
"Lafayette-West Lafayette, IN","29200",2018,365,217,145,3,0,0,0,115,61,47,0,0,139,226,0
"Lake Charles, LA","29340",2018,365,145,214,6,0,0,0,108,69,53,0,1,41,323,0
"Lake City, FL","29380",2018,359,267,91,1,0,0,0,111,58,41,0,0,131,228,0
"Lake Havasu City-Kingman, AZ","29420",2018,363,349,13,1,0,0,0,105,35,18,0,0,0,54,309
"Lakeland-Winter Haven, FL","29460",2018,365,290,73,2,0,0,0,112,56,39,0,0,152,213,0
"Lancaster, PA","29540",2018,365,167,193,5,0,0,0,126,75,52,0,0,107,258,0
"Lansing-East Lansing, MI","29620",2018,365,245,116,4,0,0,0,147,63,44,0,0,152,213,0
"Laramie, WY","29660",2018,365,218,144,3,0,0,0,115,74,48,0,0,292,16,57
"Laredo, TX","29700",2018,313,190,121,2,0,0,0,107,67,44,0,0,104,208,1
"Las Cruces, NM","29740",2018,365,121,212,28,4,0,0,187,100,58,0,2,241,81,41
"Las Vegas-Henderson-Paradise, NV","29820",2018,365,104,212,48,1,0,0,155,108,63,0,34,216,103,12
"Lawrenceburg, TN","29980",2018,352,276,76,0,0,0,0,70,55,36,0,0,0,352,0
"Lawton, OK","30020",2018,365,240,121,4,0,0,0,122,67,44,0,0,231,134,0
"Lebanon, PA","30140",2018,365,206,157,2,0,0,0,101,69,47,0,0,119,246,0
"Lewiston, ID-WA","30300",2018,365,240,117,6,2,0,0,200,73,35,0,0,0,365,0
"Lewiston-Auburn, ME","30340",2018,361,309,52,0,0,0,0,84,54,34,0,0,160,199,2
"Lexington-Fayette, KY","30460",2018,364,199,165,0,0,0,0,90,64,48,0,10,78,275,1
"Lima, OH","30620",2018,356,260,91,5,0,0,0,119,61,42,0,0,186,170,0
"Lincoln, NE","30700",2018,289,239,50,0,0,0,0,80,55,36,0,0,217,72,0
"Little Rock-North Little Rock-Conway, AR","30780",2018,365,164,199,2,0,0,0,122,66,52,0,1,86,278,0
"Logan, UT-ID","30860",2018,365,203,154,8,0,0,0,133,77,49,0,0,225,140,0
"Longview, TX","30980",2018,364,329,35,0,0,0,0,97,50,32,0,3,361,0,0
"Longview, WA","31020",2018,365,310,51,2,2,0,0,153,54,27,0,0,0,365,0
"Los Alamos, NM","31060",2018,120,120,0,0,0,0,0,43,31,13,0,0,0,120,0
"Los Angeles-Long Beach-Anaheim, CA","31080",2018,365,6,249,90,19,1,0,201,133,78,0,20,154,188,3
"Louisville/Jefferson County, KY-IN","31140",2018,365,122,232,9,2,0,0,166,78,54,0,4,92,269,0
"Lubbock, TX","31180",2018,303,239,63,1,0,0,0,134,56,33,0,0,0,303,0
"Ludington, MI","31220",2018,252,226,25,1,0,0,0,133,51,37,0,0,252,0,0
"Lynchburg, VA","31340",2018,112,88,24,0,0,0,0,60,55,34,0,0,0,112,0
"Macon, GA","31420",2018,362,250,111,1,0,0,0,106,60,42,0,0,84,278,0
"Madera, CA","31460",2018,365,122,208,30,5,0,0,169,100,58,0,0,181,160,24
"Madison, WI","31540",2018,365,212,151,2,0,0,0,122,68,47,0,0,131,234,0
"Manchester-Nashua, NH","31700",2018,365,327,38,0,0,0,0,97,51,37,1,0,335,29,0
