"CBSA","CBSA Code","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Bay City, MI","13020",2010,121,86,34,1,0,0,0,103,65,33,0,0,0,121,0
"Beaumont-Port Arthur, TX","13140",2010,365,114,223,26,2,0,0,164,93,55,0,0,136,229,0
"Beaver Dam, WI","13180",2010,351,207,141,3,0,0,0,125,68,46,0,0,158,193,0
"Beckley, WV","13220",2010,120,56,64,0,0,0,0,88,63,52,0,0,0,120,0
"Bellingham, WA","13380",2010,355,311,44,0,0,0,0,75,52,32,0,0,89,266,0
"Bend-Redmond, OR","13460",2010,365,328,37,0,0,0,0,86,51,34,0,0,141,224,0
"Bennington, VT","13540",2010,364,283,79,2,0,0,0,101,62,38,0,0,256,108,0
"Berlin, NH-VT","13620",2010,362,294,63,5,0,0,0,129,64,44,0,0,361,1,0
"Billings, MT","13740",2010,365,319,46,0,0,0,0,84,53,26,27,0,0,338,0
"Birmingham-Hoover, AL","13820",2010,365,55,280,25,5,0,0,166,97,63,0,0,97,247,21
"Bishop, CA","13860",2010,365,236,98,13,1,6,11,4909,93,44,0,0,223,80,62
"Bismarck, ND","13900",2010,365,250,115,0,0,0,0,93,62,43,0,3,176,186,0
"Blacksburg-Christiansburg-Radford, VA","13980",2010,348,253,89,6,0,0,0,119,77,43,0,0,348,0,0
"Bloomington, IL","14010",2010,365,271,92,2,0,0,0,112,64,41,0,0,292,73,0
"Bloomington, IN","14020",2010,316,102,208,6,0,0,0,119,78,57,0,0,84,232,0
"Boise City, ID","14260",2010,365,99,261,5,0,0,0,136,73,56,0,14,83,265,3
"Boone, NC","14380",2010,119,67,52,0,0,0,0,75,60,47,0,0,0,119,0
"Boston-Cambridge-Newton, MA-NH","14460",2010,365,121,234,9,1,0,0,157,77,54,0,5,87,273,0
"Boulder, CO","14500",2010,365,226,127,12,0,0,0,143,77,46,5,0,319,41,0
"Bowling Green, KY","14540",2010,365,163,196,6,0,0,0,126,74,52,0,0,182,183,0
"Bozeman, MT","14580",2010,365,239,124,2,0,0,0,124,69,38,1,4,0,360,0
"Brainerd, MN","14660",2010,330,250,79,1,0,0,0,119,58,39,0,0,107,223,0
"Branson, MO","14700",2010,260,186,74,0,0,0,0,93,67,42,0,0,186,74,0
"Breckenridge, CO","14720",2010,312,311,1,0,0,0,0,63,25,12,0,0,0,0,312
"Bremerton-Silverdale, WA","14740",2010,352,279,73,0,0,0,0,90,59,24,0,0,0,352,0
"Bridgeport-Stamford-Norwalk, CT","14860",2010,365,204,132,25,4,0,0,179,93,47,1,35,144,185,0
"Brookings, SD","15100",2010,365,306,59,0,0,0,0,97,60,37,0,0,295,64,6
"Brownsville-Harlingen, TX","15180",2010,361,197,162,2,0,0,0,105,68,48,4,0,92,264,1
"Brunswick, GA","15260",2010,280,216,64,0,0,0,0,93,61,42,0,0,209,63,8
"Bucyrus, OH","15340",2010,280,231,48,1,0,0,0,112,64,41,0,0,280,0,0
"Buffalo-Cheektowaga-Niagara Falls, NY","15380",2010,365,141,215,9,0,0,0,122,80,54,0,6,95,264,0
"Burley, ID","15420",2010,166,133,33,0,0,0,0,84,58,45,0,0,166,0,0
"Burlington, NC","15500",2010,363,144,219,0,0,0,0,92,66,53,0,0,0,363,0
"Burlington-South Burlington, VT","15540",2010,365,259,104,1,1,0,0,162,64,41,0,7,155,203,0
"Butte-Silver Bow, MT","15580",2010,362,224,124,14,0,0,0,139,75,39,0,0,0,314,48
"Cadillac, MI","15620",2010,364,313,51,0,0,0,0,100,56,37,0,0,328,36,0
"Cambridge, MD","15700",2010,355,272,74,8,1,0,0,182,74,40,0,0,355,0,0
"Canton-Massillon, OH","15940",2010,365,98,242,24,1,0,0,156,93,60,3,0,102,260,0
"Cape Coral-Fort Myers, FL","15980",2010,365,220,144,1,0,0,0,101,63,46,0,0,151,210,4
"Carbondale-Marion, IL","16060",2010,44,44,0,0,0,0,0,46,30,20,0,0,0,0,44
"Carlsbad-Artesia, NM","16100",2010,365,275,88,2,0,0,0,101,67,39,0,2,312,51,0
"Carson City, NV","16180",2010,190,149,41,0,0,0,0,90,71,38,0,0,190,0,0
"Casper, WY","16220",2010,121,111,10,0,0,0,0,60,43,22,0,0,0,101,20
"Ca¤on City, CO","15860",2010,54,54,0,0,0,0,0,29,22,14,0,0,0,0,54
"Cedar Rapids, IA","16300",2010,365,145,214,6,0,0,0,113,75,53,0,0,90,275,0
"Centralia, WA","16500",2010,365,336,29,0,0,0,0,64,46,25,0,0,0,365,0
"Chambersburg-Waynesboro, PA","16540",2010,210,150,58,2,0,0,0,122,77,45,0,0,210,0,0
"Champaign-Urbana, IL","16580",2010,352,280,72,0,0,0,0,88,57,35,0,0,261,91,0
"Charleston, WV","16620",2010,365,219,143,2,1,0,0,154,74,44,0,0,147,113,105
"Charleston-North Charleston, SC","16700",2010,365,157,206,2,0,0,0,112,67,52,0,2,84,279,0
"Charlotte-Concord-Gastonia, NC-SC","16740",2010,365,78,249,34,4,0,0,177,101,61,0,1,145,219,0
"Charlottesville, VA","16820",2010,261,151,106,4,0,0,0,129,74,48,0,0,174,87,0
"Chattanooga, TN-GA","16860",2010,361,91,250,19,1,0,0,159,87,60,0,0,112,249,0
"Cheyenne, WY","16940",2010,121,119,2,0,0,0,0,54,38,23,0,0,0,107,14
"Chicago-Naperville-Elgin, IL-IN-WI","16980",2010,365,18,312,33,2,0,0,159,100,71,0,7,58,296,4
"Chico, CA","17020",2010,365,167,185,13,0,0,0,126,84,53,0,0,216,149,0
"Cincinnati, OH-KY-IN","17140",2010,365,19,301,41,4,0,0,172,108,73,0,0,97,268,0
"Claremont-Lebanon, NH-VT","17200",2010,365,281,84,0,0,0,0,94,58,38,0,0,237,128,0
"Clarksburg, WV","17220",2010,111,39,71,1,0,0,0,117,67,56,0,0,0,111,0
"Clarksville, TN-KY","17300",2010,364,193,160,11,0,0,0,147,80,49,0,0,284,80,0
"Clearlake, CA","17340",2010,361,356,5,0,0,0,0,74,44,35,0,0,357,4,0
"Cleveland, MS","17380",2010,365,132,227,6,0,0,0,147,74,54,0,0,84,281,0
"Cleveland, TN","17420",2010,282,282,0,0,0,0,0,49,25,16,0,234,0,0,48
"Cleveland-Elyria, OH","17460",2010,365,47,277,37,4,0,0,161,103,69,1,0,71,293,0
"Clinton, IA","17540",2010,365,69,286,10,0,0,0,125,82,59,0,0,33,332,0
"Coeur d'Alene, ID","17660",2010,180,175,5,0,0,0,0,84,46,37,0,2,178,0,0
"Colorado Springs, CO","17820",2010,365,242,118,4,1,0,0,151,77,46,0,0,342,23,0
"Columbia, MO","17860",2010,214,178,34,2,0,0,0,101,61,40,0,0,214,0,0
"Columbia, SC","17900",2010,365,110,249,6,0,0,0,136,84,56,0,1,110,254,0
"Columbus, GA-AL","17980",2010,365,124,236,3,1,1,0,270,77,56,0,0,83,282,0
"Columbus, OH","18140",2010,365,125,217,22,1,0,0,156,91,56,1,0,138,223,3
"Concord, NH","18180",2010,238,173,62,3,0,0,0,126,64,40,0,0,140,98,0
"Corning, NY","18500",2010,365,260,105,0,0,0,0,100,61,38,3,6,152,204,0
"Corpus Christi, TX","18580",2010,361,208,145,8,0,0,0,126,69,47,0,0,149,212,0
"Corsicana, TX","18620",2010,364,196,167,1,0,0,0,105,67,49,0,0,138,226,0
"Corvallis, OR","18700",2010,364,331,33,0,0,0,0,72,49,20,0,0,0,364,0
"Crescent City, CA","18860",2010,110,109,1,0,0,0,0,57,30,14,0,0,0,77,33
"Crestview-Fort Walton Beach-Destin, FL","18880",2010,365,310,52,3,0,0,0,147,58,37,0,0,365,0,0
"Cullowhee, NC","19000",2010,256,126,127,3,0,0,0,136,77,51,0,0,174,82,0
"Dallas-Fort Worth-Arlington, TX","19100",2010,365,91,246,23,5,0,0,172,93,57,0,13,132,220,0
"Dalton, GA","19140",2010,278,181,88,9,0,0,0,150,77,45,0,0,209,69,0
"Daphne-Fairhope-Foley, AL","19300",2010,274,161,107,6,0,0,0,150,71,47,0,0,172,102,0
"Davenport-Moline-Rock Island, IA-IL","19340",2010,365,76,283,6,0,0,0,117,83,60,0,0,43,254,68
"Dayton, OH","19380",2010,365,94,246,25,0,0,0,140,91,61,0,0,121,244,0
"Decatur, AL","19460",2010,361,109,249,3,0,0,0,108,74,56,0,0,111,250,0
"Decatur, IL","19500",2010,365,167,198,0,0,0,0,99,74,52,0,0,168,197,0
"Deltona-Daytona Beach-Ormond Beach, FL","19660",2010,365,216,148,1,0,0,0,101,61,46,0,0,133,232,0
"Deming, NM","19700",2010,365,342,19,2,0,0,2,411,47,39,0,10,314,0,41
"Denver-Aurora-Lakewood, CO","19740",2010,365,85,242,36,2,0,0,161,101,62,0,53,228,81,3
"Des Moines-West Des Moines, IA","19780",2010,365,176,186,3,0,0,0,116,74,51,0,0,83,282,0
"Detroit-Warren-Dearborn, MI","19820",2010,365,131,212,20,2,0,0,159,90,56,0,6,110,248,1
"Dickinson, ND","19860",2010,354,334,20,0,0,0,0,90,48,38,0,0,329,25,0
"Dodge City, KS","19980",2010,365,365,0,0,0,0,0,49,28,14,0,0,0,0,365
"Dothan, AL","20020",2010,357,125,228,4,0,0,0,115,71,55,0,0,73,284,0
"Douglas, GA","20060",2010,59,32,27,0,0,0,0,85,67,48,0,0,0,59,0
"Dover, DE","20100",2010,307,193,102,9,3,0,0,166,84,44,0,0,227,80,0
"DuBois, PA","20180",2010,206,135,56,15,0,0,0,136,93,45,0,0,206,0,0
"Duluth, MN-WI","20260",2010,365,259,104,2,0,0,0,101,64,41,0,2,212,148,3
"Durango, CO","20420",2010,365,220,135,9,1,0,0,183,80,48,0,8,349,4,4
"Durham-Chapel Hill, NC","20500",2010,364,146,201,17,0,0,0,129,80,53,0,0,105,259,0
"Eagle Pass, TX","20580",2010,313,221,92,0,0,0,0,82,60,39,0,0,0,313,0
"East Stroudsburg, PA","20700",2010,260,150,99,11,0,0,0,136,84,45,0,0,158,102,0
"Eau Claire, WI","20740",2010,44,28,16,0,0,0,0,94,74,39,0,0,0,42,2
"Effingham, IL","20820",2010,195,157,32,6,0,0,0,105,74,44,0,0,195,0,0
"El Centro, CA","20940",2010,365,151,163,51,0,0,0,140,108,57,1,52,258,53,1
"El Dorado, AR","20980",2010,120,38,82,0,0,0,0,96,66,55,0,0,0,120,0
"El Paso, TX","21340",2010,365,95,254,13,3,0,0,191,82,58,0,8,106,243,8
"Elizabethtown-Fort Knox, KY","21060",2010,343,143,195,5,0,0,0,115,71,53,0,0,139,204,0
"Elkhart-Goshen, IN","21140",2010,268,158,108,2,0,0,0,110,76,47,0,0,146,122,0
"Elko, NV","21220",2010,300,294,5,1,0,0,0,139,38,20,0,0,0,36,264
"Ellensburg, WA","21260",2010,365,270,95,0,0,0,0,99,65,26,0,0,0,365,0
"Elmira, NY","21300",2010,363,323,37,3,0,0,0,122,54,35,0,0,363,0,0
"Emporia, KS","21380",2010,121,93,27,1,0,0,0,138,56,31,0,0,0,121,0
"Erie, PA","21500",2010,365,181,175,9,0,0,0,143,76,51,7,26,90,239,3
"Espa¤ola, NM","21580",2010,104,103,1,0,0,0,0,52,22,12,0,0,0,104,0
"Eugene, OR","21660",2010,365,202,158,5,0,0,0,127,72,47,0,0,83,282,0
"Eureka-Arcata-Fortuna, CA","21700",2010,365,348,17,0,0,0,0,75,41,30,5,6,303,50,1
"Evanston, WY","21740",2010,364,286,76,2,0,0,0,135,61,44,0,3,350,0,11
"Evansville, IN-KY","21780",2010,365,64,282,19,0,0,0,122,87,61,2,2,108,253,0
"Fairbanks, AK","21820",2010,355,180,140,27,8,0,0,180,99,48,2,0,0,353,0
"Fairmont, WV","21900",2010,101,31,70,0,0,0,0,99,72,58,0,0,0,101,0
"Fallon, NV","21980",2010,207,186,21,0,0,0,0,80,51,40,0,0,207,0,0
"Fargo, ND-MN","22020",2010,365,225,139,1,0,0,0,124,65,44,2,18,103,225,17
"Farmington, NM","22140",2010,365,240,115,6,2,2,0,251,78,45,0,26,320,17,2
"Fayetteville, NC","22180",2010,362,141,213,7,1,0,0,151,80,54,0,0,117,245,0
"Fayetteville-Springdale-Rogers, AR-MO","22220",2010,365,255,109,1,0,0,0,112,67,42,0,0,278,87,0
"Fernley, NV","22280",2010,192,167,24,1,0,0,0,101,54,37,0,0,192,0,0
"Findlay, OH","22300",2010,61,61,0,0,0,0,0,39,34,22,0,0,0,0,61
"Flagstaff, AZ","22380",2010,363,230,129,4,0,0,0,136,74,47,0,0,337,12,14
"Flint, MI","22420",2010,242,155,84,3,0,0,0,115,74,45,0,0,160,82,0
"Florence, SC","22500",2010,336,222,110,4,0,0,0,112,67,44,0,0,248,88,0
"Florence-Muscle Shoals, AL","22520",2010,355,124,230,1,0,0,0,105,70,54,0,0,87,268,0
"Fond du Lac, WI","22540",2010,207,190,16,1,0,0,0,101,49,39,0,0,207,0,0
"Fort Collins, CO","22660",2010,365,166,178,21,0,0,0,140,90,53,0,0,348,17,0
"Fort Madison-Keokuk, IA-IL-MO","22800",2010,115,51,62,2,0,0,0,115,71,53,0,0,0,115,0
"Fort Payne, AL","22840",2010,358,227,127,4,0,0,0,101,74,44,0,0,288,70,0
"Fort Smith, AR-OK","22900",2010,301,188,112,1,0,0,0,129,71,44,0,20,200,81,0
"Fort Wayne, IN","23060",2010,365,72,284,9,0,0,0,121,84,61,10,0,21,334,0
"Frankfort, KY","23180",2010,122,44,78,0,0,0,0,83,67,55,0,0,0,122,0
"Fresno, CA","23420",2010,365,48,230,65,21,1,0,209,130,71,0,0,167,198,0
"Gadsden, AL","23460",2010,363,69,293,1,0,0,0,104,77,59,0,0,44,319,0
"Gaffney, SC","23500",2010,342,270,68,4,0,0,0,126,71,40,0,0,342,0,0
"Gainesville, FL","23540",2010,365,215,149,1,0,0,0,101,62,46,0,0,122,243,0
"Gainesville, GA","23580",2010,354,94,260,0,0,0,0,99,78,60,0,0,0,354,0
"Gallup, NM","23700",2010,269,269,0,0,0,0,0,31,19,12,0,0,0,0,269
"Gardnerville Ranchos, NV","23820",2010,339,339,0,0,0,0,0,36,16,8,339,0,0,0,0
"Georgetown, SC","23860",2010,364,340,24,0,0,0,0,85,46,22,0,0,0,0,364
"Gettysburg, PA","23900",2010,365,142,211,10,2,0,0,166,84,54,0,0,149,216,0
"Gillette, WY","23940",2010,365,227,137,1,0,0,0,124,69,46,0,2,205,44,114
"Glenwood Springs, CO","24060",2010,365,150,203,11,1,0,0,164,87,54,0,0,364,0,1
"Goldsboro, NC","24140",2010,356,144,212,0,0,0,0,93,64,53,0,0,0,356,0
"Grand Island, NE","24260",2010,113,86,27,0,0,0,0,79,57,35,0,0,0,113,0
"Grand Junction, CO","24300",2010,365,217,142,6,0,0,0,120,74,48,2,0,301,40,22
"Grand Rapids-Wyoming, MI","24340",2010,365,265,95,5,0,0,0,126,71,39,1,0,291,73,0
"Grants Pass, OR","24420",2010,365,287,77,1,0,0,0,103,57,29,0,0,0,365,0
"Great Falls, MT","24500",2010,365,260,105,0,0,0,0,99,59,39,14,0,0,351,0
"Greeley, CO","24540",2010,365,212,146,7,0,0,0,126,77,47,18,0,292,54,1
"Green Bay, WI","24580",2010,356,199,145,11,1,0,0,159,76,47,0,0,104,252,0
"Greensboro-High Point, NC","24660",2010,364,135,210,17,2,0,0,156,87,54,0,0,119,245,0
"Greenville, NC","24780",2010,257,159,95,3,0,0,0,136,74,47,0,0,172,85,0
"Greenville-Anderson-Mauldin, SC","24860",2010,365,106,247,12,0,0,0,129,84,57,0,3,142,220,0
"Greenwood, SC","24940",2010,316,252,64,0,0,0,0,100,64,41,0,0,316,0,0
"Grenada, MS","24980",2010,119,58,61,0,0,0,0,77,62,51,0,0,0,119,0
"Guayama, PR","25020",2010,117,105,12,0,0,0,0,86,51,18,0,0,0,12,105
"Gulfport-Biloxi-Pascagoula, MS","25060",2010,364,128,223,13,0,0,0,140,77,55,0,2,92,270,0
"Hagerstown-Martinsburg, MD-WV","25180",2010,306,118,172,15,1,0,0,161,87,55,0,0,148,158,0
"Hammond, LA","25220",2010,115,64,51,0,0,0,0,71,59,49,0,0,0,115,0
"Hanford-Corcoran, CA","25260",2010,365,30,252,65,15,3,0,208,129,72,0,0,125,239,1
"Harrisburg-Carlisle, PA","25420",2010,365,96,255,13,1,0,0,154,90,61,0,1,48,316,0
"Harrison, AR","25460",2010,365,278,85,2,0,0,0,105,64,40,0,0,324,41,0
"Harrisonburg, VA","25500",2010,362,241,119,2,0,0,0,129,67,43,0,108,169,85,0
"Hartford-West Hartford-East Hartford, CT","25540",2010,365,235,115,13,2,0,0,190,76,43,8,34,134,189,0
"Hattiesburg, MS","25620",2010,115,35,80,0,0,0,0,79,68,55,0,0,0,115,0
"Helena, MT","25740",2010,360,248,98,11,3,0,0,160,72,33,0,0,0,360,0
"Helena-West Helena, AR","25760",2010,120,39,81,0,0,0,0,78,66,55,0,0,0,120,0
"Hermiston-Pendleton, OR","25840",2010,365,245,120,0,0,0,0,93,65,40,0,0,144,220,1
"Hickory-Lenoir-Morganton, NC","25860",2010,364,128,229,7,0,0,0,140,76,56,0,0,90,274,0
"Hilo, HI","25900",2010,365,11,339,13,2,0,0,156,88,69,0,0,0,365,0
"Hobbs, NM","26020",2010,365,326,39,0,0,0,0,68,51,37,0,20,235,107,3
"Holland, MI","26090",2010,244,156,83,5,0,0,0,122,80,44,0,0,171,73,0
"Homosassa Springs, FL","26140",2010,122,81,41,0,0,0,0,69,58,42,0,0,0,122,0
"Hot Springs, AR","26300",2010,121,44,77,0,0,0,0,76,66,54,0,0,0,121,0
"Houghton, MI","26340",2010,112,102,10,0,0,0,0,61,46,14,0,0,0,112,0
"Houma-Thibodaux, LA","26380",2010,364,202,154,8,0,0,0,129,71,48,0,0,166,198,0
"Houston-The Woodlands-Sugar Land, TX","26420",2010,365,56,265,27,17,0,0,179,108,61,0,16,98,251,0
"Huntington, IN","26540",2010,182,159,23,0,0,0,0,90,54,41,0,0,182,0,0
"Huntington-Ashland, WV-KY-OH","26580",2010,365,92,256,16,1,0,0,152,87,59,0,5,90,270,0
"Huntsville, AL","26620",2010,335,205,126,4,0,0,0,136,74,47,0,0,188,97,50
"Idaho Falls, ID","26820",2010,331,286,45,0,0,0,0,77,54,43,0,0,315,16,0
"Indiana, PA","26860",2010,214,133,67,13,1,0,0,159,87,45,0,0,214,0,0
"Indianapolis-Carmel-Anderson, IN","26900",2010,365,50,292,23,0,0,0,143,93,65,0,0,80,284,1
"Iowa City, IA","26980",2010,365,84,277,4,0,0,0,112,78,57,0,0,0,364,1
"Iron Mountain, MI-WI","27020",2010,177,163,14,0,0,0,0,93,50,34,0,0,177,0,0
"Ithaca, NY","27060",2010,345,298,43,4,0,0,0,122,58,37,0,0,345,0,0
"Jackson, MS","27140",2010,362,129,232,1,0,0,0,108,68,54,0,0,55,307,0
"Jackson, TN","27180",2010,58,58,0,0,0,0,0,29,22,15,0,0,0,0,58
"Jackson, WY-ID","27220",2010,365,279,86,0,0,0,0,90,61,44,4,0,348,12,1
"Jacksonville, FL","27260",2010,365,172,188,5,0,0,0,147,71,52,0,0,149,214,2
"Jamestown-Dunkirk-Fredonia, NY","27460",2010,365,271,78,15,1,0,0,159,74,40,0,0,328,37,0
"Janesville-Beloit, WI","27500",2010,214,183,30,1,0,0,0,101,61,41,0,0,214,0,0
"Jasper, IN","27540",2010,119,30,89,0,0,0,0,92,78,58,0,0,0,119,0
"Jefferson City, MO","27620",2010,214,172,41,1,0,0,0,119,61,42,0,0,214,0,0
"Johnstown, PA","27780",2010,365,104,251,10,0,0,0,150,80,58,0,3,43,319,0
"Joplin, MO","27900",2010,365,273,86,6,0,0,0,140,80,39,0,0,203,0,162
"Juneau, AK","27940",2010,359,231,127,1,0,0,0,112,70,35,0,0,0,359,0
"Kahului-Wailuku-Lahaina, HI","27980",2010,343,322,21,0,0,0,0,78,46,24,0,0,0,343,0
"Kalamazoo-Portage, MI","28020",2010,242,148,93,1,0,0,0,119,71,44,0,0,162,80,0
"Kalispell, MT","28060",2010,365,188,177,0,0,0,0,96,66,49,0,0,99,264,2
"Kansas City, MO-KS","28140",2010,365,65,277,23,0,0,0,147,91,61,0,5,115,241,4
"Keene, NH","28300",2010,365,236,128,1,0,0,0,106,69,42,0,0,178,187,0
"Kennewick-Richland, WA","28420",2010,365,311,54,0,0,0,0,78,54,29,0,0,0,356,9
"Killeen-Temple, TX","28660",2010,362,316,40,6,0,0,0,115,58,37,0,0,362,0,0
"Kingsport-Bristol-Bristol, TN-VA","28700",2010,365,221,138,6,0,0,0,133,80,45,1,86,198,80,0
"Kingston, NY","28740",2010,363,317,44,2,0,0,0,115,54,37,0,0,363,0,0
"Kingsville, TX","28780",2010,307,171,136,0,0,0,0,92,64,47,0,0,0,307,0
"Kinston, NC","28820",2010,260,159,99,2,0,0,0,140,71,47,0,0,173,87,0
"Klamath Falls, OR","28900",2010,363,229,130,4,0,0,0,143,70,35,0,0,0,363,0
"Knoxville, TN","28940",2010,365,77,248,40,0,0,0,147,101,61,0,0,189,160,16
"Kokomo, IN","29020",2010,112,44,67,1,0,0,0,113,81,53,0,0,0,112,0
"La Crosse-Onalaska, WI-MN","29100",2010,310,216,93,1,0,0,0,110,64,42,0,0,155,155,0
"La Grande, OR","29260",2010,365,261,103,1,0,0,0,106,61,33,0,0,0,364,1
"Laconia, NH","29060",2010,213,186,24,3,0,0,0,119,55,38,0,0,176,37,0
"Lafayette, LA","29180",2010,365,81,274,10,0,0,0,129,80,58,0,0,77,288,0
"Lafayette-West Lafayette, IN","29200",2010,365,93,266,6,0,0,0,120,82,58,0,0,56,309,0
"Lake Charles, LA","29340",2010,365,147,209,9,0,0,0,147,76,53,0,1,118,246,0
"Lake City, FL","29380",2010,361,147,213,1,0,0,0,101,66,52,0,0,63,298,0
"Lake Havasu City-Kingman, AZ","29420",2010,118,117,1,0,0,0,0,51,28,16,0,0,0,79,39
"Lakeland-Winter Haven, FL","29460",2010,365,180,183,2,0,0,0,122,64,51,0,0,110,254,1
"Lancaster, PA","29540",2010,365,149,188,26,2,0,0,174,94,54,0,12,123,226,4
"Lansing-East Lansing, MI","29620",2010,304,233,70,1,0,0,0,115,65,41,0,14,223,67,0
"Laramie, WY","29660",2010,365,225,137,3,0,0,0,116,71,48,0,0,308,9,48
"Laredo, TX","29700",2010,365,200,165,0,0,0,0,100,67,48,0,0,89,266,10
"Las Cruces, NM","29740",2010,365,120,233,7,1,0,4,690,84,56,0,5,174,92,94
"Las Vegas-Henderson-Paradise, NV","29820",2010,365,118,214,33,0,0,0,147,100,58,0,2,255,108,0
"Laurel, MS","29860",2010,121,20,101,0,0,0,0,90,69,58,0,0,0,121,0
"Lawrenceburg, TN","29980",2010,58,23,35,0,0,0,0,75,64,55,0,0,0,58,0
"Lawton, OK","30020",2010,365,174,189,2,0,0,0,136,67,52,0,0,140,225,0
"Lewiston, ID-WA","30300",2010,365,279,86,0,0,0,0,88,58,34,0,0,0,365,0
"Lewiston-Auburn, ME","30340",2010,365,267,96,1,1,0,0,161,59,39,0,0,97,268,0
"Lexington, NE","30420",2010,58,54,4,0,0,0,0,69,38,19,0,0,0,0,58
"Lexington-Fayette, KY","30460",2010,365,152,206,7,0,0,0,115,74,54,0,6,146,213,0
"Lima, OH","30620",2010,365,194,159,11,1,0,0,154,83,49,0,0,153,209,3
"Lincoln, NE","30700",2010,359,317,41,1,0,0,0,108,52,30,94,0,166,99,0
"Little Rock-North Little Rock-Conway, AR","30780",2010,365,74,283,8,0,0,0,133,80,60,0,2,96,267,0
"Logan, UT-ID","30860",2010,365,119,226,14,6,0,0,164,87,55,0,1,104,260,0
"Longview, TX","30980",2010,364,294,60,10,0,0,0,133,71,37,0,3,361,0,0
"Longview, WA","31020",2010,364,338,26,0,0,0,0,68,46,21,0,0,0,364,0
"Los Alamos, NM","31060",2010,112,112,0,0,0,0,0,39,21,13,0,0,0,112,0
"Los Angeles-Long Beach-Anaheim, CA","31080",2010,365,13,237,100,15,0,0,200,138,79,0,19,149,196,1
