T26,CO2 emission estimates,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
834,United Rep. of Tanzania,2010,Emissions (thousand metric tons of carbon dioxide),"6,442",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
834,United Rep. of Tanzania,2015,Emissions (thousand metric tons of carbon dioxide),"11,873",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
834,United Rep. of Tanzania,2019,Emissions (thousand metric tons of carbon dioxide),"14,017",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
834,United Rep. of Tanzania,2020,Emissions (thousand metric tons of carbon dioxide),"13,873",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
834,United Rep. of Tanzania,2021,Emissions (thousand metric tons of carbon dioxide),"15,883",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
834,United Rep. of Tanzania,1975,Emissions per capita (Kilograms of carbon dioxide),0.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
834,United Rep. of Tanzania,1985,Emissions per capita (Kilograms of carbon dioxide),0.1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
834,United Rep. of Tanzania,2005,Emissions per capita (Kilograms of carbon dioxide),0.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
834,United Rep. of Tanzania,2010,Emissions per capita (Kilograms of carbon dioxide),0.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
834,United Rep. of Tanzania,2015,Emissions per capita (Kilograms of carbon dioxide),0.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
834,United Rep. of Tanzania,2019,Emissions per capita (Kilograms of carbon dioxide),0.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
834,United Rep. of Tanzania,2020,Emissions per capita (Kilograms of carbon dioxide),0.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
834,United Rep. of Tanzania,2021,Emissions per capita (Kilograms of carbon dioxide),0.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
840,United States of America,1975,Emissions (thousand metric tons of carbon dioxide),"4,448,307",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
840,United States of America,1985,Emissions (thousand metric tons of carbon dioxide),"4,547,755",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
840,United States of America,2005,Emissions (thousand metric tons of carbon dioxide),"5,783,324",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
840,United States of America,2010,Emissions (thousand metric tons of carbon dioxide),"5,364,966",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
840,United States of America,2015,Emissions (thousand metric tons of carbon dioxide),"5,016,486",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
840,United States of America,2019,Emissions (thousand metric tons of carbon dioxide),"4,797,877",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
840,United States of America,2020,Emissions (thousand metric tons of carbon dioxide),"4,295,838",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
840,United States of America,2021,Emissions (thousand metric tons of carbon dioxide),"4,596,838",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
840,United States of America,1975,Emissions per capita (Kilograms of carbon dioxide),20.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
840,United States of America,1985,Emissions per capita (Kilograms of carbon dioxide),18.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
840,United States of America,2005,Emissions per capita (Kilograms of carbon dioxide),19.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
840,United States of America,2010,Emissions per capita (Kilograms of carbon dioxide),17.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
840,United States of America,2015,Emissions per capita (Kilograms of carbon dioxide),15.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
840,United States of America,2019,Emissions per capita (Kilograms of carbon dioxide),14.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
840,United States of America,2020,Emissions per capita (Kilograms of carbon dioxide),12.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
840,United States of America,2021,Emissions per capita (Kilograms of carbon dioxide),13.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
858,Uruguay,1975,Emissions (thousand metric tons of carbon dioxide),"5,708",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
858,Uruguay,1985,Emissions (thousand metric tons of carbon dioxide),"3,165",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
858,Uruguay,2005,Emissions (thousand metric tons of carbon dioxide),"5,525",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
858,Uruguay,2010,Emissions (thousand metric tons of carbon dioxide),"6,039",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
858,Uruguay,2015,Emissions (thousand metric tons of carbon dioxide),"6,439",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
858,Uruguay,2019,Emissions (thousand metric tons of carbon dioxide),"6,162",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
858,Uruguay,2020,Emissions (thousand metric tons of carbon dioxide),"6,212",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
858,Uruguay,2021,Emissions (thousand metric tons of carbon dioxide),"7,573",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
858,Uruguay,1975,Emissions per capita (Kilograms of carbon dioxide),2.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
858,Uruguay,1985,Emissions per capita (Kilograms of carbon dioxide),1.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
858,Uruguay,2005,Emissions per capita (Kilograms of carbon dioxide),1.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
858,Uruguay,2010,Emissions per capita (Kilograms of carbon dioxide),1.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
858,Uruguay,2015,Emissions per capita (Kilograms of carbon dioxide),1.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
858,Uruguay,2019,Emissions per capita (Kilograms of carbon dioxide),1.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
858,Uruguay,2020,Emissions per capita (Kilograms of carbon dioxide),1.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
858,Uruguay,2021,Emissions per capita (Kilograms of carbon dioxide),2.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
860,Uzbekistan,2005,Emissions (thousand metric tons of carbon dioxide),"115,562",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
860,Uzbekistan,2010,Emissions (thousand metric tons of carbon dioxide),"100,069",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
860,Uzbekistan,2015,Emissions (thousand metric tons of carbon dioxide),"100,200",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
860,Uzbekistan,2019,Emissions (thousand metric tons of carbon dioxide),"104,797",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
860,Uzbekistan,2020,Emissions (thousand metric tons of carbon dioxide),"104,097",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
860,Uzbekistan,2021,Emissions (thousand metric tons of carbon dioxide),"114,769",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
860,Uzbekistan,2005,Emissions per capita (Kilograms of carbon dioxide),4.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
860,Uzbekistan,2010,Emissions per capita (Kilograms of carbon dioxide),3.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
860,Uzbekistan,2015,Emissions per capita (Kilograms of carbon dioxide),3.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
860,Uzbekistan,2019,Emissions per capita (Kilograms of carbon dioxide),3.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
860,Uzbekistan,2020,Emissions per capita (Kilograms of carbon dioxide),3.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
860,Uzbekistan,2021,Emissions per capita (Kilograms of carbon dioxide),3.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
548,Vanuatu,1975,Emissions (thousand metric tons of carbon dioxide),56,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
548,Vanuatu,1985,Emissions (thousand metric tons of carbon dioxide),125,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
548,Vanuatu,2005,Emissions (thousand metric tons of carbon dioxide),77,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
548,Vanuatu,2010,Emissions (thousand metric tons of carbon dioxide),128,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
548,Vanuatu,2015,Emissions (thousand metric tons of carbon dioxide),137,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
548,Vanuatu,2019,Emissions (thousand metric tons of carbon dioxide),169,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
548,Vanuatu,2020,Emissions (thousand metric tons of carbon dioxide),210,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
548,Vanuatu,2021,Emissions (thousand metric tons of carbon dioxide),224,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
548,Vanuatu,1975,Emissions per capita (Kilograms of carbon dioxide),0.6,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
