"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Alaska","Kenai Peninsula ",2013,285,276,8,1,0,0,0,111,30,8,0,0,0,97,188
"Alaska","Matanuska-Susitna ",2013,365,288,73,4,0,0,0,114,60,29,0,0,0,335,30
"Alaska","Yukon-Koyukuk ",2013,84,79,5,0,0,0,0,99,26,8,0,0,0,84,0
"Arizona","Apache",2013,357,356,1,0,0,0,0,52,27,13,0,0,0,58,299
"Arizona","Cochise",2013,365,201,157,7,0,0,0,149,77,49,0,0,260,42,63
"Arizona","Coconino",2013,364,257,104,3,0,0,0,115,71,46,0,0,350,14,0
"Arizona","Gila",2013,365,197,156,11,0,1,0,276,84,49,0,0,200,3,162
"Arizona","La Paz",2013,240,148,87,5,0,0,0,115,80,48,0,0,240,0,0
"Arizona","Maricopa",2013,365,36,281,41,7,0,0,187,105,68,0,12,204,106,43
"Arizona","Mohave",2013,358,339,18,1,0,0,0,127,38,18,0,0,0,63,295
"Arizona","Navajo",2013,365,246,119,0,0,0,0,100,74,46,0,0,351,0,14
"Arizona","Pima",2013,365,187,170,5,0,2,1,311,80,50,0,3,244,57,61
"Arizona","Pinal",2013,365,91,195,56,15,5,3,947,131,69,0,0,107,23,235
"Arizona","Santa Cruz",2013,344,228,111,3,2,0,0,159,67,41,0,0,0,176,168
"Arizona","Yavapai",2013,288,226,61,1,0,0,0,101,64,44,0,0,244,42,2
"Arizona","Yuma",2013,365,231,124,9,0,0,1,540,77,45,0,0,171,61,133
"Arkansas","Arkansas",2013,116,64,52,0,0,0,0,85,65,46,0,0,0,116,0
"Arkansas","Ashley",2013,116,66,50,0,0,0,0,89,62,44,0,0,0,116,0
"Arkansas","Clark",2013,318,298,19,1,0,0,0,112,47,33,0,0,318,0,0
"Arkansas","Crittenden",2013,365,282,82,1,0,0,0,104,61,39,0,28,254,83,0
"Arkansas","Garland",2013,120,65,55,0,0,0,0,75,66,48,0,0,0,120,0
"Arkansas","Jackson",2013,114,68,46,0,0,0,0,81,62,47,0,0,0,114,0
"Arkansas","Newton",2013,365,306,59,0,0,0,0,90,55,38,0,0,321,44,0
"Arkansas","Polk",2013,354,261,93,0,0,0,0,93,64,44,0,0,279,75,0
"Arkansas","Pulaski",2013,365,124,238,3,0,0,0,108,73,55,0,0,89,276,0
"Arkansas","Union",2013,120,66,54,0,0,0,0,99,65,47,0,0,0,120,0
"Arkansas","Washington",2013,365,258,107,0,0,0,0,97,64,44,0,0,291,74,0
"California","Alameda",2013,365,105,252,8,0,0,0,122,81,56,0,4,37,324,0
"California","Alpine",2013,32,18,7,0,5,2,0,270,184,47,0,0,0,32,0
"California","Amador",2013,365,301,62,2,0,0,0,108,61,38,0,0,365,0,0
"California","Butte",2013,365,104,252,8,1,0,0,169,90,59,0,0,160,205,0
"California","Calaveras",2013,364,172,190,2,0,0,0,119,66,51,0,0,163,201,0
"California","Colusa",2013,364,176,186,2,0,0,0,126,67,51,0,0,70,292,2
"California","Contra Costa",2013,365,117,245,3,0,0,0,115,73,55,0,0,47,318,0
"California","Del Norte",2013,126,121,5,0,0,0,0,75,27,16,0,0,0,102,24
"California","El Dorado",2013,365,221,121,23,0,0,0,147,90,45,0,0,361,4,0
"California","Fresno",2013,365,35,191,114,25,0,0,197,147,88,0,1,190,169,5
"California","Glenn",2013,361,181,179,1,0,0,0,101,67,50,0,0,144,217,0
"California","Humboldt",2013,365,226,138,1,0,0,0,108,62,44,1,0,84,279,1
"California","Imperial",2013,365,137,189,35,3,1,0,207,101,58,4,26,186,67,82
"California","Inyo",2013,365,219,125,10,7,2,2,417,87,47,0,0,274,43,48
"California","Kern",2013,365,14,215,104,31,1,0,242,148,90,0,0,154,209,2
"California","Kings",2013,365,57,213,80,14,1,0,204,130,77,0,0,184,140,41
"California","Lake",2013,364,355,9,0,0,0,0,80,44,33,0,0,357,7,0
"California","Los Angeles",2013,365,8,257,75,25,0,0,197,140,79,0,14,159,191,1
"California","Madera",2013,365,31,260,64,10,0,0,190,119,72,0,0,153,208,4
"California","Marin",2013,365,157,206,2,0,0,0,124,66,52,1,1,30,333,0
"California","Mariposa",2013,365,128,215,21,0,1,0,255,90,56,0,0,226,138,1
"California","Mendocino",2013,331,245,86,0,0,0,0,82,64,29,0,0,29,140,162
"California","Merced",2013,364,105,211,43,5,0,0,165,112,62,0,1,179,182,2
"California","Mono",2013,365,311,43,6,1,0,4,3479,58,19,0,0,0,36,329
"California","Monterey",2013,365,251,114,0,0,0,0,97,57,44,0,2,123,225,15
"California","Napa",2013,365,150,212,3,0,0,0,119,73,53,0,4,80,281,0
"California","Nevada",2013,362,202,139,21,0,0,0,140,92,48,0,0,331,31,0
"California","Orange",2013,365,79,274,12,0,0,0,143,75,59,0,18,62,282,3
"California","Placer",2013,365,126,222,13,4,0,0,165,84,55,0,3,171,191,0
"California","Plumas",2013,119,55,49,13,2,0,0,166,113,53,0,0,0,119,0
"California","Riverside",2013,365,19,210,98,36,0,2,450,151,88,0,0,182,143,40
"California","Sacramento",2013,365,131,200,32,2,0,0,154,100,58,0,1,168,192,4
"California","San Benito",2013,365,270,90,5,0,0,0,112,64,44,0,0,284,77,4
"California","San Bernardino",2013,365,35,195,83,49,3,0,218,159,84,2,19,204,127,13
"California","San Diego",2013,365,23,305,35,1,0,1,630,101,67,8,14,113,204,26
"California","San Francisco",2013,365,193,170,2,0,0,0,133,68,48,0,33,58,274,0
"California","San Joaquin",2013,365,43,289,24,9,0,0,159,99,62,0,0,51,306,8
"California","San Luis Obispo",2013,365,65,286,14,0,0,0,136,90,62,0,0,140,202,23
"California","San Mateo",2013,365,193,168,4,0,0,0,115,70,49,0,9,62,294,0
"California","Santa Barbara",2013,365,149,213,3,0,0,0,122,65,52,0,1,158,204,2
"California","Santa Clara",2013,365,129,228,7,1,0,0,153,80,55,0,0,90,275,0
"California","Santa Cruz",2013,365,249,94,22,0,0,0,149,84,42,0,0,170,195,0
"California","Shasta",2013,365,294,69,2,0,0,0,105,64,42,0,0,345,19,1
"California","Siskiyou",2013,361,323,34,4,0,0,0,121,51,37,0,0,333,27,1
"California","Solano",2013,365,161,193,11,0,0,0,132,76,53,0,1,110,254,0
"California","Sonoma",2013,365,240,125,0,0,0,0,86,65,41,0,2,151,210,2
"California","Stanislaus",2013,365,117,183,54,11,0,0,170,118,64,0,1,191,172,1
"California","Sutter",2013,365,176,180,9,0,0,0,126,84,52,0,4,206,155,0
"California","Tehama",2013,365,233,121,11,0,0,0,136,76,44,0,0,282,82,1
"California","Trinity",2013,218,140,62,16,0,0,0,143,97,34,0,0,0,203,15
"California","Tulare",2013,365,33,194,111,26,1,0,201,143,84,0,0,200,165,0
"California","Tuolumne",2013,364,284,78,2,0,0,0,119,64,43,0,0,364,0,0
"California","Ventura",2013,365,116,238,10,1,0,0,159,77,55,0,4,160,197,4
"California","Yolo",2013,365,249,116,0,0,0,0,92,65,42,0,3,238,123,1
"Colorado","Adams",2013,365,207,143,15,0,0,0,140,87,48,0,90,198,48,29
"Colorado","Alamosa",2013,364,346,13,5,0,0,0,146,42,20,0,0,0,34,330
"Colorado","Arapahoe",2013,365,206,141,18,0,0,0,150,87,47,0,0,343,22,0
"Colorado","Archuleta",2013,314,305,6,2,1,0,0,171,32,17,0,0,0,0,314
"Colorado","Boulder",2013,360,228,116,15,1,0,0,151,87,46,0,0,323,36,1
"Colorado","Chaffee",2013,145,59,82,4,0,0,0,126,87,54,0,0,145,0,0
"Colorado","Clear Creek",2013,122,26,78,15,3,0,0,156,105,77,0,0,122,0,0
"Colorado","Delta",2013,121,120,1,0,0,0,0,55,31,19,0,0,0,0,121
"Colorado","Denver",2013,365,163,196,6,0,0,0,133,72,52,0,106,122,133,4
"Colorado","Douglas",2013,364,238,101,24,1,0,0,151,90,44,0,0,341,23,0
"Colorado","El Paso",2013,365,228,127,10,0,0,0,140,84,47,0,0,349,14,2
"Colorado","Fremont",2013,62,60,2,0,0,0,0,78,34,16,0,0,0,0,62
"Colorado","Garfield",2013,365,243,121,1,0,0,0,101,74,46,0,16,341,7,1
"Colorado","Gunnison",2013,364,266,97,1,0,0,0,117,64,45,0,0,339,0,25
"Colorado","Jackson",2013,363,324,38,1,0,0,0,112,51,42,7,3,347,6,0
"Colorado","Jefferson",2013,365,209,121,31,4,0,0,169,100,47,0,0,365,0,0
"Colorado","La Plata",2013,365,232,128,4,0,1,0,293,77,47,0,6,354,4,1
"Colorado","Larimer",2013,365,184,153,26,2,0,0,164,93,50,0,0,337,27,1
"Colorado","Mesa",2013,365,225,136,4,0,0,0,117,71,47,0,0,315,40,10
"Colorado","Moffat",2013,357,290,67,0,0,0,0,90,58,44,0,0,357,0,0
"Colorado","Montezuma",2013,365,245,119,1,0,0,0,128,71,46,0,0,354,11,0
"Colorado","Park",2013,304,206,97,1,0,0,0,101,71,47,0,0,304,0,0
"Colorado","Pitkin",2013,296,235,61,0,0,0,0,97,64,44,0,0,262,14,20
"Colorado","Prowers",2013,361,324,30,5,0,1,1,1185,51,18,0,0,0,0,361
"Colorado","Pueblo",2013,127,112,15,0,0,0,0,92,53,29,0,0,0,115,12
"Colorado","Rio Blanco",2013,365,187,164,8,5,1,0,201,77,50,0,0,235,130,0
"Colorado","Routt",2013,349,336,13,0,0,0,0,64,31,15,0,0,0,0,349
"Colorado","San Juan",2013,118,117,1,0,0,0,0,98,23,12,0,0,0,118,0
"Colorado","San Miguel",2013,262,173,87,1,1,0,0,156,74,47,0,0,208,0,54
"Colorado","Weld",2013,365,216,138,11,0,0,0,133,87,48,0,0,320,45,0
"Connecticut","Fairfield",2013,365,136,204,19,6,0,0,185,92,55,0,8,83,274,0
"Connecticut","Hartford",2013,365,121,233,10,1,0,0,151,74,54,0,8,34,323,0
"Connecticut","Litchfield",2013,365,236,126,3,0,0,0,150,63,45,1,1,186,177,0
"Connecticut","Middlesex",2013,180,139,33,6,2,0,0,179,80,43,0,0,180,0,0
"Connecticut","New Haven",2013,365,106,244,12,3,0,0,159,82,56,0,2,81,282,0
"Connecticut","New London",2013,349,125,217,4,3,0,0,164,66,53,0,0,56,293,0
"Connecticut","Tolland",2013,172,134,31,7,0,0,0,147,71,41,0,0,172,0,0
"Connecticut","Windham",2013,359,328,28,3,0,0,0,119,50,36,0,0,359,0,0
"Country Of Mexico","BAJA CALIFORNIA NORTE",2013,363,279,44,22,8,6,4,441,119,27,84,0,185,0,94
"Country Of Mexico","CHIHUAHUA STATE",2013,365,301,47,10,5,1,1,322,72,36,42,0,267,0,56
"Delaware","Kent",2013,357,221,136,0,0,0,0,100,63,46,0,0,154,203,0
"Delaware","New Castle",2013,365,159,199,7,0,0,0,133,72,52,0,2,109,254,0
"Delaware","Sussex",2013,365,245,116,4,0,0,0,136,63,43,0,0,226,139,0
"District Of Columbia","District of Columbia",2013,365,122,242,1,0,0,0,101,72,55,0,11,71,283,0
"Florida","Alachua",2013,359,278,81,0,0,0,0,100,56,39,0,0,150,209,0
"Florida","Baker",2013,365,355,10,0,0,0,0,84,45,31,0,0,365,0,0
"Florida","Bay",2013,364,227,135,2,0,0,0,144,60,46,0,0,96,268,0
"Florida","Brevard",2013,365,285,80,0,0,0,0,93,55,40,0,0,191,174,0
"Florida","Broward",2013,365,252,112,1,0,0,0,118,59,41,0,3,112,250,0
"Florida","Citrus",2013,119,95,24,0,0,0,0,78,55,36,0,0,0,119,0
"Florida","Collier",2013,365,264,101,0,0,0,0,74,57,42,0,0,82,283,0
"Florida","Columbia",2013,364,214,150,0,0,0,0,89,61,47,0,0,79,285,0
"Florida","Duval",2013,365,270,94,1,0,0,0,111,58,41,0,0,172,193,0
"Florida","Escambia",2013,365,202,162,1,0,0,0,101,61,49,0,0,82,283,0
"Florida","Flagler",2013,365,347,18,0,0,0,0,90,47,33,0,0,365,0,0
"Florida","Hamilton",2013,278,166,112,0,0,0,0,71,60,45,0,0,0,278,0
"Florida","Highlands",2013,360,336,24,0,0,0,0,84,47,31,0,0,360,0,0
"Florida","Hillsborough",2013,365,171,191,3,0,0,0,122,64,51,0,0,75,290,0
"Florida","Holmes",2013,364,226,138,0,0,0,0,90,58,47,0,0,76,288,0
"Florida","Indian River",2013,330,302,28,0,0,0,0,93,50,37,0,0,330,0,0
"Florida","Lake",2013,356,338,17,1,0,0,0,101,46,33,0,0,356,0,0
"Florida","Lee",2013,365,275,90,0,0,0,0,93,58,40,0,0,150,215,0
"Florida","Leon",2013,365,239,123,2,0,1,0,246,61,43,0,0,122,243,0
"Florida","Liberty",2013,282,272,10,0,0,0,0,87,44,29,0,0,282,0,0
"Florida","Manatee",2013,364,340,22,2,0,0,0,112,47,34,0,0,364,0,0
"Florida","Marion",2013,365,238,127,0,0,0,0,90,59,44,0,0,79,286,0
"Florida","Martin",2013,352,269,83,0,0,0,0,79,55,39,0,0,0,352,0
"Florida","Miami-Dade",2013,365,189,174,2,0,0,0,119,61,49,0,0,49,316,0
"Florida","Nassau",2013,349,234,115,0,0,0,0,72,58,43,0,0,0,349,0
"Florida","Okaloosa",2013,361,344,17,0,0,0,0,87,46,32,0,0,337,0,24
"Florida","Orange",2013,365,254,110,1,0,0,0,108,58,44,0,0,115,250,0
"Florida","Osceola",2013,358,334,23,1,0,0,0,112,49,34,0,0,358,0,0
"Florida","Palm Beach",2013,365,261,102,2,0,0,0,104,59,42,0,0,143,221,1
"Florida","Pasco",2013,365,336,28,1,0,0,0,101,49,36,0,0,365,0,0
"Florida","Pinellas",2013,365,220,142,3,0,0,0,115,59,46,0,0,98,267,0
"Florida","Polk",2013,365,242,122,1,0,0,0,105,58,43,0,0,125,238,2
"Florida","Putnam",2013,364,364,0,0,0,0,0,50,21,14,0,0,0,0,364
"Florida","Santa Rosa",2013,365,235,130,0,0,0,0,97,60,46,0,0,88,277,0
"Florida","Sarasota",2013,365,223,138,4,0,0,0,122,61,47,0,0,110,255,0
"Florida","Seminole",2013,365,330,35,0,0,0,0,93,50,35,0,0,321,39,5
"Florida","Volusia",2013,365,271,94,0,0,0,0,90,56,42,0,0,115,249,1
"Florida","Wakulla",2013,364,332,32,0,0,0,0,97,49,35,0,0,319,45,0
"Georgia","Bibb",2013,365,166,198,1,0,0,0,105,65,51,0,0,56,309,0
"Georgia","Charlton",2013,117,101,16,0,0,0,0,67,52,32,0,0,0,117,0
"Georgia","Chatham",2013,357,217,140,0,0,0,0,90,62,46,0,0,61,296,0
"Georgia","Chattooga",2013,244,233,11,0,0,0,0,77,46,37,0,0,244,0,0
"Georgia","Clarke",2013,365,197,168,0,0,0,0,92,65,47,0,0,53,312,0
"Georgia","Clayton",2013,116,54,62,0,0,0,0,70,64,52,0,0,0,116,0
"Georgia","Cobb",2013,355,180,173,2,0,0,0,108,66,50,0,0,84,271,0
"Georgia","Coffee",2013,59,41,18,0,0,0,0,64,60,43,0,0,0,59,0
"Georgia","Columbia",2013,237,226,11,0,0,0,0,93,48,37,0,0,237,0,0
"Georgia","Coweta",2013,365,243,122,0,0,0,0,74,60,43,0,0,60,305,0
"Georgia","Dawson",2013,245,229,15,1,0,0,0,105,48,35,0,0,245,0,0
"Georgia","DeKalb",2013,365,114,250,1,0,0,0,140,69,55,0,6,26,333,0
"Georgia","Dougherty",2013,364,139,220,5,0,0,0,126,69,53,0,0,0,364,0
"Georgia","Douglas",2013,241,220,20,1,0,0,0,101,49,36,0,0,241,0,0
"Georgia","Floyd",2013,364,100,264,0,0,0,0,95,73,58,0,0,0,364,0
"Georgia","Fulton",2013,365,199,163,2,1,0,0,177,66,47,0,0,85,279,1
"Georgia","Glynn",2013,312,257,55,0,0,0,0,80,56,38,0,0,168,144,0
"Georgia","Gwinnett",2013,365,211,153,1,0,0,0,112,63,47,0,0,79,286,0
"Georgia","Hall",2013,342,145,197,0,0,0,0,91,68,53,0,0,0,342,0
"Georgia","Henry",2013,359,217,139,3,0,0,0,105,63,46,0,0,92,267,0
"Georgia","Houston",2013,351,166,185,0,0,0,0,88,64,51,0,0,0,351,0
"Georgia","Lowndes",2013,363,195,165,3,0,0,0,118,63,48,0,0,0,363,0
"Georgia","Murray",2013,281,247,34,0,0,0,0,93,51,39,0,0,215,66,0
"Georgia","Muscogee",2013,365,209,155,1,0,0,0,111,64,47,0,0,60,305,0
"Georgia","Paulding",2013,365,146,219,0,0,0,0,93,66,52,0,4,31,330,0
"Georgia","Pike",2013,334,307,26,1,0,0,0,126,49,36,0,0,334,0,0
"Georgia","Richmond",2013,364,197,166,1,0,0,0,102,64,48,0,0,75,289,0
"Georgia","Rockdale",2013,364,333,27,4,0,0,0,108,49,31,0,120,244,0,0
"Georgia","Sumter",2013,245,232,13,0,0,0,0,80,48,36,0,0,245,0,0
"Georgia","Walker",2013,362,161,201,0,0,0,0,98,65,52,0,0,0,362,0
"Georgia","Washington",2013,110,62,48,0,0,0,0,82,62,48,0,0,0,110,0
"Georgia","Wilkinson",2013,105,54,51,0,0,0,0,77,63,49,0,0,0,105,0
"Hawaii","Hawaii",2013,365,14,351,0,0,0,0,94,72,61,0,0,0,365,0
"Hawaii","Honolulu",2013,365,294,71,0,0,0,0,71,54,37,0,0,48,315,2
"Hawaii","Kauai",2013,365,351,14,0,0,0,0,58,42,19,3,52,0,310,0
"Hawaii","Maui",2013,362,285,77,0,0,0,0,81,56,37,0,0,0,362,0
"Idaho","Ada",2013,365,268,82,11,4,0,0,194,71,38,2,78,175,62,48
"Idaho","Bannock",2013,365,263,100,2,0,0,0,130,65,38,0,0,0,286,79
"Idaho","Benewah",2013,359,233,125,0,1,0,0,163,62,41,0,0,0,359,0
"Idaho","Bonner",2013,273,271,2,0,0,0,0,79,21,12,0,0,0,0,273
"Idaho","Butte",2013,360,325,35,0,0,0,0,91,50,42,0,0,354,6,0
"Idaho","Canyon",2013,312,275,33,3,1,0,0,196,52,23,0,0,0,58,254
"Idaho","Custer",2013,100,91,7,2,0,0,0,110,50,9,0,0,0,100,0
"Idaho","Franklin",2013,357,259,66,21,11,0,0,184,93,30,0,0,0,357,0
"Idaho","Latah",2013,34,34,0,0,0,0,0,36,22,13,0,0,0,34,0
"Idaho","Lemhi",2013,346,173,159,12,2,0,0,159,85,51,0,0,0,346,0
"Idaho","Nez Perce",2013,61,58,3,0,0,0,0,63,43,23,0,0,0,61,0
"Idaho","Shoshone",2013,365,126,221,17,1,0,0,152,90,58,0,0,0,353,12
"Idaho","Twin Falls",2013,305,277,28,0,0,0,0,88,49,18,0,0,0,305,0
"Illinois","Adams",2013,303,282,21,0,0,0,0,97,48,37,0,0,303,0,0
"Illinois","Champaign",2013,365,294,71,0,0,0,0,100,60,39,5,0,296,64,0
"Illinois","Clark",2013,207,190,17,0,0,0,0,80,49,38,0,0,207,0,0
"Illinois","Cook",2013,365,76,278,11,0,0,0,136,80,58,0,36,72,243,14
"Illinois","DuPage",2013,301,177,123,1,0,0,0,115,62,45,0,0,127,174,0
"Illinois","Effingham",2013,213,184,29,0,0,0,0,97,58,41,0,0,213,0,0
"Illinois","Hamilton",2013,210,175,35,0,0,0,0,87,61,41,0,0,210,0,0
"Illinois","Jersey",2013,211,168,41,1,1,0,0,151,61,41,0,0,211,0,0
"Illinois","Jo Daviess",2013,317,284,32,1,0,0,0,105,51,37,0,0,317,0,0
"Illinois","Kane",2013,319,301,18,0,0,0,0,97,47,30,0,0,319,0,0
"Illinois","Lake",2013,351,305,39,7,0,0,0,136,58,34,0,0,351,0,0
"Illinois","Macon",2013,365,226,139,0,0,0,0,88,63,44,0,0,170,195,0
"Illinois","Macoupin",2013,294,259,35,0,0,0,0,87,51,39,0,0,294,0,0
"Illinois","Madison",2013,365,149,206,10,0,0,0,136,77,56,0,0,142,220,3
"Illinois","McHenry",2013,361,238,122,1,0,0,0,119,64,43,0,0,161,200,0
"Illinois","McLean",2013,355,303,51,1,0,0,0,105,58,37,0,0,355,0,0
"Illinois","Peoria",2013,365,166,199,0,0,0,0,97,65,52,0,0,106,259,0
"Illinois","Randolph",2013,301,270,31,0,0,0,0,93,51,38,0,0,301,0,0
"Illinois","Rock Island",2013,335,320,15,0,0,0,0,77,47,32,0,0,335,0,0
"Illinois","Saint Clair",2013,365,177,186,2,0,0,0,101,67,51,0,10,106,249,0
"Illinois","Sangamon",2013,365,326,39,0,0,0,0,100,51,35,0,0,365,0,0
"Illinois","Will",2013,365,271,94,0,0,0,0,91,58,41,0,0,221,144,0
"Illinois","Winnebago",2013,363,340,23,0,0,0,0,84,48,31,0,0,363,0,0
"Indiana","Allen",2013,365,170,195,0,0,0,0,97,66,52,9,0,82,274,0
"Indiana","Bartholomew",2013,214,175,39,0,0,0,0,93,67,35,0,92,122,0,0
"Indiana","Boone",2013,183,143,38,2,0,0,0,112,64,43,0,0,183,0,0
"Indiana","Carroll",2013,176,139,37,0,0,0,0,97,67,43,0,0,176,0,0
"Indiana","Clark",2013,357,130,227,0,0,0,0,93,71,54,0,0,65,292,0
"Indiana","Delaware",2013,239,174,65,0,0,0,0,88,61,41,0,0,135,104,0
"Indiana","Dubois",2013,120,49,71,0,0,0,0,78,68,54,0,0,0,119,1
"Indiana","Elkhart",2013,350,131,216,3,0,0,0,126,69,54,0,0,66,284,0
"Indiana","Floyd",2013,363,178,183,2,0,0,0,101,66,51,0,0,115,248,0
"Indiana","Greene",2013,242,152,89,1,0,0,0,122,67,46,0,0,150,92,0
"Indiana","Hamilton",2013,182,166,16,0,0,0,0,84,50,39,0,0,182,0,0
"Indiana","Hancock",2013,180,163,17,0,0,0,0,77,50,40,0,0,180,0,0
"Indiana","Hendricks",2013,179,168,11,0,0,0,0,74,49,38,0,0,179,0,0
"Indiana","Henry",2013,120,62,58,0,0,0,0,87,64,49,0,0,0,120,0
"Indiana","Huntington",2013,183,177,6,0,0,0,0,77,46,36,0,0,183,0,0
"Indiana","Jackson",2013,183,158,24,1,0,0,0,105,58,43,0,0,183,0,0
"Indiana","Johnson",2013,180,159,21,0,0,0,0,93,54,42,0,0,180,0,0
"Indiana","Knox",2013,350,318,32,0,0,0,0,90,50,36,0,0,350,0,0
"Indiana","LaPorte",2013,242,146,94,2,0,0,0,126,71,47,0,0,158,84,0
"Indiana","Lake",2013,365,88,276,1,0,0,0,114,75,58,0,5,65,284,11
"Indiana","Madison",2013,363,156,206,1,0,0,0,118,67,52,0,0,65,298,0
"Indiana","Marion",2013,365,59,300,6,0,0,0,124,80,61,0,0,35,330,0
"Indiana","Monroe",2013,348,207,141,0,0,0,0,78,61,46,0,0,0,348,0
"Indiana","Morgan",2013,183,149,34,0,0,0,0,93,58,43,0,0,183,0,0
"Indiana","Perry",2013,183,151,32,0,0,0,0,100,58,42,0,0,183,0,0
"Indiana","Porter",2013,365,172,190,2,1,0,0,198,68,51,0,0,94,253,18
"Indiana","Posey",2013,183,159,24,0,0,0,0,100,54,41,0,0,183,0,0
"Indiana","Shelby",2013,183,148,35,0,0,0,0,97,61,44,0,0,183,0,0
"Indiana","Spencer",2013,118,52,66,0,0,0,0,77,66,52,0,0,0,118,0
"Indiana","St. Joseph",2013,361,112,246,2,1,0,0,155,74,57,0,13,44,304,0
"Indiana","Tippecanoe",2013,363,94,269,0,0,0,0,99,74,58,0,0,0,363,0
"Indiana","Vanderburgh",2013,365,126,236,3,0,0,0,108,71,55,4,1,89,271,0
"Indiana","Vigo",2013,362,149,213,0,0,0,0,97,69,53,0,0,71,290,1
"Indiana","Wabash",2013,353,309,42,2,0,0,0,105,54,35,0,0,353,0,0
"Indiana","Warrick",2013,183,146,37,0,0,0,0,97,61,44,0,0,183,0,0
"Indiana","Whitley",2013,360,130,229,1,0,0,0,104,70,54,0,3,0,357,0
"Iowa","Black Hawk",2013,363,156,204,3,0,0,0,124,66,53,0,0,0,363,0
"Iowa","Bremer",2013,210,197,13,0,0,0,0,77,49,38,0,0,210,0,0
"Iowa","Cerro Gordo",2013,334,332,2,0,0,0,0,60,33,18,0,0,0,0,334
"Iowa","Clinton",2013,365,81,281,3,0,0,0,115,74,58,0,0,43,322,0
"Iowa","Delaware",2013,119,70,49,0,0,0,0,90,64,46,0,0,0,116,3
"Iowa","Harrison",2013,213,184,29,0,0,0,0,90,51,42,0,0,213,0,0
"Iowa","Johnson",2013,365,160,204,1,0,0,0,103,67,53,0,0,0,365,0
"Iowa","Lee",2013,110,50,60,0,0,0,0,90,69,52,0,0,0,110,0
"Iowa","Linn",2013,365,170,194,1,0,0,0,122,66,52,0,0,81,284,0
"Iowa","Montgomery",2013,365,187,174,4,0,0,0,133,66,50,0,0,93,272,0
"Iowa","Muscatine",2013,365,100,260,5,0,0,0,135,74,57,0,0,0,365,0
"Iowa","Palo Alto",2013,365,220,144,1,0,0,0,101,66,46,0,0,116,249,0
"Iowa","Polk",2013,365,191,174,0,0,0,0,99,64,48,0,0,72,293,0
"Iowa","Pottawattamie",2013,129,69,60,0,0,0,0,88,65,46,0,0,0,127,2
"Iowa","Scott",2013,365,69,293,3,0,0,0,126,75,59,0,0,21,276,68
"Iowa","Story",2013,214,196,18,0,0,0,0,80,49,41,0,0,214,0,0
"Iowa","Van Buren",2013,363,204,159,0,0,0,0,97,62,48,0,0,124,239,0
"Iowa","Warren",2013,212,192,20,0,0,0,0,77,50,40,0,0,212,0,0
"Iowa","Woodbury",2013,122,79,42,1,0,0,0,121,66,42,0,0,0,120,2
