"CBSA","CBSA Code","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Charleston, WV","16620",2015,359,281,76,1,1,0,0,167,61,36,0,0,158,94,107
"Charleston-North Charleston, SC","16700",2015,365,255,109,1,0,0,0,114,58,43,0,0,70,295,0
"Charlotte-Concord-Gastonia, NC-SC","16740",2015,365,131,223,11,0,0,0,129,77,54,0,2,143,220,0
"Charlottesville, VA","16820",2015,365,271,94,0,0,0,0,77,57,41,0,0,124,241,0
"Chattanooga, TN-GA","16860",2015,363,168,192,3,0,0,0,133,66,52,0,0,88,275,0
"Cheyenne, WY","16940",2015,365,302,62,0,1,0,0,152,61,43,1,3,310,50,1
"Chicago-Naperville-Elgin, IL-IN-WI","16980",2015,365,39,312,11,3,0,0,195,85,61,0,11,51,288,15
"Chico, CA","17020",2015,365,138,214,12,1,0,0,153,84,55,0,0,198,166,1
"Cincinnati, OH-KY-IN","17140",2015,365,90,264,10,1,0,0,151,84,57,0,12,74,276,3
"Claremont-Lebanon, NH-VT","17200",2015,365,282,83,0,0,0,0,90,58,39,0,0,182,183,0
"Clarksburg, WV","17220",2015,116,65,51,0,0,0,0,86,61,46,0,0,0,116,0
"Clarksville, TN-KY","17300",2015,365,209,156,0,0,0,0,87,62,48,0,0,136,229,0
"Clearlake, CA","17340",2015,363,351,11,1,0,0,0,148,47,36,0,0,359,4,0
"Cleveland, MS","17380",2015,245,226,19,0,0,0,0,90,49,38,0,0,245,0,0
"Cleveland-Elyria, OH","17460",2015,365,92,262,11,0,0,0,133,82,58,0,8,66,274,17
"Clinton, IA","17540",2015,365,114,250,1,0,0,0,146,73,56,0,0,32,333,0
"Coeur d'Alene, ID","17660",2015,324,226,92,3,3,0,0,172,70,40,0,0,0,324,0
"Colorado Springs, CO","17820",2015,365,283,81,1,0,0,0,105,64,44,2,0,351,12,0
"Columbia, MO","17860",2015,214,197,17,0,0,0,0,90,49,38,0,0,214,0,0
"Columbia, SC","17900",2015,365,181,184,0,0,0,0,92,61,51,0,0,91,274,0
"Columbus, GA-AL","17980",2015,363,122,239,2,0,0,0,141,68,54,0,0,28,335,0
"Columbus, IN","18020",2015,365,178,185,2,0,0,0,115,69,51,0,4,78,283,0
"Columbus, OH","18140",2015,365,163,197,5,0,0,0,112,71,52,0,17,101,247,0
"Concord, NH","18180",2015,362,354,7,1,0,0,0,105,45,33,0,0,362,0,0
"Cookeville, TN","18260",2015,118,81,37,0,0,0,0,65,58,37,0,0,0,118,0
"Corning, NY","18500",2015,358,290,68,0,0,0,0,80,56,36,3,0,201,154,0
"Corpus Christi, TX","18580",2015,365,203,160,2,0,0,0,112,67,48,0,0,121,244,0
"Corsicana, TX","18620",2015,364,234,129,1,0,0,0,105,65,43,0,0,161,203,0
"Corvallis, OR","18700",2015,365,314,49,1,1,0,0,154,54,22,0,0,0,365,0
"Craig, CO","18780",2015,141,137,4,0,0,0,0,77,46,36,0,0,141,0,0
"Crawfordsville, IN","18820",2015,118,32,86,0,0,0,0,83,68,55,0,0,0,118,0
"Crescent City, CA","18860",2015,114,101,13,0,0,0,0,72,51,20,0,0,0,114,0
"Crestview-Fort Walton Beach-Destin, FL","18880",2015,365,354,11,0,0,0,0,74,44,33,0,0,350,0,15
"Cullowhee, NC","19000",2015,257,185,72,0,0,0,0,100,62,44,0,0,189,68,0
"Dallas-Fort Worth-Arlington, TX","19100",2015,365,123,198,39,5,0,0,172,105,55,0,5,163,197,0
"Dalton, GA","19140",2015,280,246,33,0,0,1,0,233,52,38,0,0,216,64,0
"Daphne-Fairhope-Foley, AL","19300",2015,264,205,58,1,0,0,0,129,57,39,0,0,169,95,0
"Davenport-Moline-Rock Island, IA-IL","19340",2015,365,63,299,2,1,0,0,153,77,61,0,0,28,268,69
"Dayton, OH","19380",2015,365,165,192,8,0,0,0,108,71,52,0,0,132,233,0
"Decatur, AL","19460",2015,365,241,124,0,0,0,0,93,61,44,0,0,101,264,0
"Decatur, IL","19500",2015,365,228,137,0,0,0,0,100,64,44,0,0,163,202,0
"Deltona-Daytona Beach-Ormond Beach, FL","19660",2015,365,295,70,0,0,0,0,83,55,40,0,0,173,192,0
"Deming, NM","19700",2015,355,351,4,0,0,0,0,75,27,16,0,53,0,0,302
"Denver-Aurora-Lakewood, CO","19740",2015,365,65,274,24,2,0,0,169,94,64,0,60,199,102,4
"Des Moines-West Des Moines, IA","19780",2015,365,251,114,0,0,0,0,99,61,44,0,8,91,265,1
"Detroit-Warren-Dearborn, MI","19820",2015,365,86,263,15,1,0,0,170,82,57,0,2,67,278,18
"Dickinson, ND","19860",2015,365,303,58,3,1,0,0,154,55,37,0,0,279,86,0
"Dodge City, KS","19980",2015,330,324,6,0,0,0,0,64,31,13,0,0,0,0,330
"Dothan, AL","20020",2015,283,241,42,0,0,0,0,74,54,36,0,0,188,95,0
"Douglas, GA","20060",2015,60,46,14,0,0,0,0,65,55,38,0,0,0,60,0
"Dover, DE","20100",2015,365,245,120,0,0,0,0,100,64,44,0,0,201,164,0
"DuBois, PA","20180",2015,336,292,44,0,0,0,0,100,54,38,0,0,336,0,0
"Duluth, MN-WI","20260",2015,365,282,81,2,0,0,0,104,57,42,0,0,156,204,5
"Durango, CO","20420",2015,365,271,92,2,0,0,0,108,64,43,0,2,361,2,0
"Durham-Chapel Hill, NC","20500",2015,364,200,164,0,0,0,0,87,64,48,0,0,124,239,1
"Dyersburg, TN","20540",2015,111,71,40,0,0,0,0,70,57,42,0,0,0,111,0
"Eagle Pass, TX","20580",2015,333,207,126,0,0,0,0,83,61,44,0,0,0,333,0
"East Stroudsburg, PA","20700",2015,364,243,120,1,0,0,0,112,64,42,0,0,202,162,0
"Eau Claire, WI","20740",2015,358,303,54,1,0,0,0,125,54,36,0,0,181,177,0
"Effingham, IL","20820",2015,203,184,19,0,0,0,0,84,50,40,0,0,203,0,0
"El Centro, CA","20940",2015,365,49,274,39,3,0,0,184,105,66,0,1,113,178,73
"El Dorado, AR","20980",2015,119,73,46,0,0,0,0,77,60,43,0,0,0,119,0
"El Paso, TX","21340",2015,365,128,230,7,0,0,0,136,80,54,0,7,170,187,1
"Elizabethtown-Fort Knox, KY","21060",2015,365,175,189,1,0,0,0,105,66,51,0,0,70,295,0
"Elkhart-Goshen, IN","21140",2015,357,175,179,3,0,0,0,124,73,51,0,0,63,294,0
"Elko, NV","21220",2015,359,314,45,0,0,0,0,97,54,30,0,0,112,16,231
"Ellensburg, WA","21260",2015,363,281,78,2,2,0,0,159,64,28,0,0,0,363,0
"Emporia, KS","21380",2015,119,97,22,0,0,0,0,85,55,26,0,0,0,119,0
"Erie, PA","21500",2015,365,221,142,2,0,0,0,115,66,44,0,9,159,197,0
"Espa¤ola, NM","21580",2015,361,299,62,0,0,0,0,90,58,42,0,0,359,2,0
"Eugene, OR","21660",2015,365,213,137,13,2,0,0,199,81,44,0,0,122,243,0
"Eureka-Arcata-Fortuna, CA","21700",2015,365,241,124,0,0,0,0,91,59,40,0,0,145,216,4
"Evanston, WY","21740",2015,365,316,47,2,0,0,0,101,54,41,0,0,354,0,11
"Evansville, IN-KY","21780",2015,365,111,248,6,0,0,0,133,73,55,0,0,62,303,0
"Fairbanks, AK","21820",2015,365,124,178,20,37,6,0,263,154,59,0,0,63,298,4
"Fairmont, WV","21900",2015,119,60,59,0,0,0,0,90,62,49,0,0,0,119,0
"Fallon, NV","21980",2015,261,209,50,2,0,0,0,133,61,44,0,0,261,0,0
"Fargo, ND-MN","22020",2015,365,235,127,3,0,0,0,140,58,46,0,3,102,240,20
"Farmington, NM","22140",2015,365,263,100,2,0,0,0,115,67,44,0,23,337,5,0
"Fayetteville, NC","22180",2015,305,205,100,0,0,0,0,93,61,45,0,0,129,176,0
"Fayetteville-Springdale-Rogers, AR-MO","22220",2015,365,313,52,0,0,0,0,90,54,38,0,0,299,66,0
"Fernley, NV","22280",2015,275,207,64,4,0,0,0,108,71,45,0,0,275,0,0
"Flagstaff, AZ","22380",2015,365,258,103,4,0,0,0,108,74,44,0,0,357,8,0
"Flint, MI","22420",2015,357,203,151,3,0,0,0,131,66,48,0,0,91,266,0
"Florence, SC","22500",2015,305,215,90,0,0,0,0,84,58,44,0,0,161,144,0
"Florence-Muscle Shoals, AL","22520",2015,280,221,59,0,0,0,0,76,56,39,0,0,179,101,0
"Fond du Lac, WI","22540",2015,194,165,29,0,0,0,0,97,58,40,0,0,194,0,0
"Fort Collins, CO","22660",2015,365,177,171,16,1,0,0,165,80,51,0,0,302,63,0
"Fort Madison-Keokuk, IA-IL-MO","22800",2015,118,81,37,0,0,0,0,84,58,44,0,0,0,118,0
"Fort Payne, AL","22840",2015,363,294,68,1,0,0,0,101,55,38,0,0,284,79,0
"Fort Smith, AR-OK","22900",2015,365,304,61,0,0,0,0,93,55,36,0,47,212,80,26
"Fort Wayne, IN","23060",2015,365,139,224,1,1,0,0,176,69,54,0,3,48,314,0
"Fresno, CA","23420",2015,365,38,225,78,23,1,0,205,136,80,0,0,203,158,4
"Gadsden, AL","23460",2015,365,132,226,4,3,0,0,176,68,54,0,0,84,281,0
"Gaffney, SC","23500",2015,318,276,42,0,0,0,0,87,58,37,0,0,318,0,0
"Gainesville, FL","23540",2015,365,291,74,0,0,0,0,74,55,39,0,0,119,246,0
"Gainesville, GA","23580",2015,264,81,183,0,0,0,0,95,69,55,0,0,0,264,0
"Gardnerville Ranchos, NV","23820",2015,314,209,98,5,2,0,0,178,69,41,0,0,0,314,0
"Georgetown, SC","23860",2015,274,272,2,0,0,0,0,55,31,15,0,0,0,0,274
"Gettysburg, PA","23900",2015,365,176,188,1,0,0,0,101,68,51,0,0,162,203,0
"Gillette, WY","23940",2015,365,241,121,2,1,0,0,198,66,46,0,8,172,64,121
"Glenwood Springs, CO","24060",2015,365,259,96,10,0,0,0,133,67,46,0,0,349,11,5
"Goldsboro, NC","24140",2015,197,63,134,0,0,0,0,87,69,53,0,0,0,197,0
"Grand Island, NE","24260",2015,115,98,17,0,0,0,0,83,53,32,0,0,0,115,0
"Grand Junction, CO","24300",2015,365,225,137,3,0,0,0,105,70,48,0,0,264,101,0
"Grand Rapids-Wyoming, MI","24340",2015,365,202,160,2,1,0,0,154,67,48,0,0,123,242,0
"Grants Pass, OR","24420",2015,365,241,118,4,2,0,0,171,69,37,0,0,0,365,0
"Great Falls, MT","24500",2015,347,271,67,3,6,0,0,170,59,35,0,0,0,347,0
"Greeley, CO","24540",2015,365,224,132,9,0,0,0,133,80,47,0,0,324,39,2
"Green Bay, WI","24580",2015,362,235,124,3,0,0,0,122,68,43,0,0,156,206,0
"Greenfield Town, MA","24640",2015,365,233,132,0,0,0,0,100,64,44,0,0,135,230,0
"Greensboro-High Point, NC","24660",2015,364,210,153,1,0,0,0,112,64,47,0,0,143,221,0
"Greenville, NC","24780",2015,258,212,46,0,0,0,0,80,54,41,0,0,173,85,0
"Greenville-Anderson-Mauldin, SC","24860",2015,365,184,179,2,0,0,0,112,71,50,0,18,158,189,0
"Greenwood, SC","24940",2015,266,261,5,0,0,0,0,71,44,32,0,0,266,0,0
"Grenada, MS","24980",2015,116,97,19,0,0,0,0,69,54,34,0,0,0,116,0
"Guayama, PR","25020",2015,110,91,19,0,0,0,0,68,55,25,0,0,0,84,26
"Gulfport-Biloxi-Pascagoula, MS","25060",2015,365,206,157,2,0,0,0,115,64,46,0,0,89,276,0
"Hagerstown-Martinsburg, MD-WV","25180",2015,349,147,201,1,0,0,0,101,71,53,0,0,101,248,0
"Hailey, ID","25200",2015,202,192,8,2,0,0,0,138,34,13,0,0,0,202,0
"Hammond, LA","25220",2015,114,84,30,0,0,0,0,98,57,39,0,0,0,114,0
"Hanford-Corcoran, CA","25260",2015,365,72,223,60,10,0,0,182,119,74,0,0,179,153,33
"Harrisburg-Carlisle, PA","25420",2015,365,89,268,8,0,0,0,124,80,58,0,0,53,312,0
"Harrison, AR","25460",2015,365,329,36,0,0,0,0,90,50,35,0,0,325,40,0
"Harrisonburg, VA","25500",2015,361,306,55,0,0,0,0,90,55,36,0,104,174,83,0
"Hartford-West Hartford-East Hartford, CT","25540",2015,365,165,184,16,0,0,0,147,79,52,0,15,100,250,0
"Hattiesburg, MS","25620",2015,354,177,177,0,0,0,0,78,59,51,0,0,0,354,0
"Helena, MT","25740",2015,365,254,98,8,5,0,0,178,69,44,0,0,196,169,0
"Hermiston-Pendleton, OR","25840",2015,365,246,110,6,3,0,0,160,63,41,0,0,120,245,0
"Hickory-Lenoir-Morganton, NC","25860",2015,362,167,195,0,0,0,0,97,67,52,0,0,113,249,0
"Hilo, HI","25900",2015,365,12,353,0,0,0,0,99,74,63,0,0,0,365,0
"Hobbs, NM","26020",2015,361,278,82,0,1,0,0,159,64,41,0,3,316,42,0
"Holland, MI","26090",2015,243,169,70,4,0,0,0,147,71,42,0,0,165,78,0
"Homosassa Springs, FL","26140",2015,135,115,20,0,0,0,0,69,52,32,0,0,0,135,0
"Hot Springs, AR","26300",2015,120,77,43,0,0,0,0,75,61,46,0,0,0,120,0
"Houghton, MI","26340",2015,118,111,7,0,0,0,0,63,38,17,0,0,0,118,0
"Houma-Thibodaux, LA","26380",2015,365,271,94,0,0,0,0,97,58,39,0,0,157,208,0
"Houston-The Woodlands-Sugar Land, TX","26420",2015,365,82,238,30,14,1,0,203,105,59,0,6,113,238,8
"Huntington, IN","26540",2015,178,175,3,0,0,0,0,71,40,31,0,0,178,0,0
"Huntington-Ashland, WV-KY-OH","26580",2015,365,153,208,4,0,0,0,112,73,52,0,0,75,290,0
"Huntsville, AL","26620",2015,333,265,68,0,0,0,0,87,58,39,0,0,195,85,53
"Idaho Falls, ID","26820",2015,362,315,46,0,1,0,0,159,54,41,0,0,323,39,0
"Indiana, PA","26860",2015,363,300,59,4,0,0,0,119,61,37,0,0,363,0,0
"Indianapolis-Carmel-Anderson, IN","26900",2015,365,122,239,3,1,0,0,159,75,57,0,2,87,276,0
"Iowa City, IA","26980",2015,365,198,166,1,0,0,0,139,64,48,0,0,0,365,0
"Ithaca, NY","27060",2015,351,332,19,0,0,0,0,93,48,35,0,0,351,0,0
"Jackson, MS","27140",2015,365,131,234,0,0,0,0,100,70,54,0,1,54,310,0
"Jackson, TN","27180",2015,110,66,44,0,0,0,0,66,58,43,0,0,0,110,0
"Jackson, WY-ID","27220",2015,365,322,42,1,0,0,0,107,53,42,0,0,349,13,3
"Jacksonville, FL","27260",2015,365,217,147,1,0,0,0,104,62,47,0,3,84,276,2
"Jamestown, ND","27420",2015,361,347,14,0,0,0,0,85,34,13,0,0,0,0,361
"Jamestown-Dunkirk-Fredonia, NY","27460",2015,362,290,67,5,0,0,0,126,61,39,0,0,317,45,0
"Janesville-Beloit, WI","27500",2015,192,165,27,0,0,0,0,100,58,41,0,0,192,0,0
"Jasper, IN","27540",2015,122,65,57,0,0,0,0,79,64,47,0,0,0,118,4
"Jefferson City, MO","27620",2015,214,186,28,0,0,0,0,97,51,41,0,0,214,0,0
"Johnstown, PA","27780",2015,365,130,235,0,0,0,0,97,71,54,0,6,64,294,1
"Joplin, MO","27900",2015,365,307,58,0,0,0,0,98,56,35,0,0,176,0,189
"Juneau, AK","27940",2015,351,262,89,0,0,0,0,92,61,28,0,0,0,349,2
"Kahului-Wailuku-Lahaina, HI","27980",2015,365,310,55,0,0,0,0,77,53,33,0,0,0,365,0
"Kalamazoo-Portage, MI","28020",2015,359,206,152,1,0,0,0,101,66,47,0,0,80,279,0
"Kalispell, MT","28060",2015,365,216,137,3,9,0,0,190,74,44,0,0,138,190,37
"Kansas City, MO-KS","28140",2015,365,102,257,6,0,0,0,123,77,56,0,2,85,256,22
"Kapaa, HI","28180",2015,362,348,14,0,0,0,0,59,41,17,0,113,0,249,0
"Keene, NH","28300",2015,365,224,140,0,1,0,0,155,65,44,0,0,143,222,0
"Kennewick-Richland, WA","28420",2015,362,261,91,8,1,0,1,483,66,37,0,0,68,276,18
"Killeen-Temple, TX","28660",2015,365,309,51,5,0,0,0,133,61,36,0,0,365,0,0
"Kingsport-Bristol-Bristol, TN-VA","28700",2015,365,285,80,0,0,0,0,100,58,39,3,81,207,74,0
"Kingsville, TX","28780",2015,354,218,136,0,0,0,0,95,65,44,0,0,0,354,0
"Kinston, NC","28820",2015,209,185,24,0,0,0,0,80,51,41,0,0,209,0,0
"Klamath Falls, OR","28900",2015,365,213,139,11,1,1,0,205,77,42,0,0,0,365,0
"Knoxville, TN","28940",2015,365,151,212,2,0,0,0,105,71,53,0,0,120,212,33
"Kokomo, IN","29020",2015,346,101,244,1,0,0,0,101,71,58,0,0,0,346,0
"La Crosse-Onalaska, WI-MN","29100",2015,361,280,81,0,0,0,0,98,58,40,0,0,186,175,0
"La Grande, OR","29260",2015,362,254,97,6,5,0,0,191,69,38,0,0,0,362,0
"Laconia, NH","29060",2015,213,201,12,0,0,0,0,90,46,33,0,0,177,36,0
"Lafayette, LA","29180",2015,365,166,199,0,0,0,0,97,66,52,0,0,106,259,0
"Lafayette-West Lafayette, IN","29200",2015,360,185,175,0,0,0,0,99,68,50,0,0,103,257,0
"Lake Charles, LA","29340",2015,365,149,212,3,1,0,0,156,71,53,0,1,109,255,0
"Lake City, FL","29380",2015,321,249,72,0,0,0,0,77,56,39,0,0,184,137,0
"Lake Havasu City-Kingman, AZ","29420",2015,364,350,14,0,0,0,0,62,34,17,0,0,0,74,290
"Lakeland-Winter Haven, FL","29460",2015,365,248,116,1,0,0,0,105,58,44,0,0,91,274,0
"Lancaster, PA","29540",2015,365,121,234,10,0,0,0,140,85,56,0,2,94,269,0
"Lansing-East Lansing, MI","29620",2015,364,214,148,2,0,0,0,107,63,47,0,0,102,262,0
"Laramie, WY","29660",2015,365,277,88,0,0,0,0,93,61,46,0,0,310,11,44
"Laredo, TX","29700",2015,365,192,173,0,0,0,0,95,67,49,1,0,52,310,2
"Las Cruces, NM","29740",2015,365,109,244,11,1,0,0,157,82,55,0,1,156,168,40
"Las Vegas-Henderson-Paradise, NV","29820",2015,365,90,252,22,1,0,0,151,94,61,0,6,200,155,4
"Lawrenceburg, TN","29980",2015,110,77,33,0,0,0,0,73,55,40,0,0,0,110,0
"Lawton, OK","30020",2015,365,246,119,0,0,0,0,97,63,44,0,0,198,167,0
"Lebanon, PA","30140",2015,365,174,179,12,0,0,0,133,84,52,0,0,178,187,0
"Lewiston, ID-WA","30300",2015,348,229,105,7,5,1,1,354,65,35,0,0,0,348,0
"Lewiston-Auburn, ME","30340",2015,358,236,122,0,0,0,0,97,61,43,0,0,78,280,0
"Lexington, NE","30420",2015,59,57,2,0,0,0,0,62,39,18,0,0,0,0,59
"Lexington-Fayette, KY","30460",2015,364,249,110,5,0,0,0,139,63,43,0,13,156,194,1
"Lima, OH","30620",2015,365,288,76,1,0,0,0,105,58,38,0,0,156,209,0
"Lincoln, NE","30700",2015,261,220,41,0,0,0,0,80,52,40,0,0,184,77,0
"Little Rock-North Little Rock-Conway, AR","30780",2015,365,151,214,0,0,0,0,100,69,53,0,3,84,278,0
"Logan, UT-ID","30860",2015,365,251,108,5,1,0,0,170,69,44,0,5,172,187,1
"Longview, TX","30980",2015,365,324,39,2,0,0,0,143,51,33,0,3,362,0,0
"Longview, WA","31020",2015,362,308,53,1,0,0,0,109,54,27,0,0,0,362,0
"Los Alamos, NM","31060",2015,114,114,0,0,0,0,0,44,26,13,0,0,0,114,0
"Los Angeles-Long Beach-Anaheim, CA","31080",2015,365,2,229,96,37,1,0,203,151,80,0,16,166,181,2
"Louisville/Jefferson County, KY-IN","31140",2015,365,84,268,9,4,0,0,174,77,57,0,0,64,301,0
