"CBSA","CBSA Code","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Augusta-Waterville, ME","12300",2019,361,352,9,0,0,0,0,70,44,29,0,129,211,21,0
"Austin-Round Rock, TX","12420",2019,365,169,194,2,0,0,0,115,67,52,0,5,105,255,0
"Bakersfield, CA","12540",2019,365,91,179,87,6,1,1,553,122,69,0,1,228,108,28
"Baltimore-Columbia-Towson, MD","12580",2019,365,182,170,13,0,0,0,150,80,51,0,3,195,167,0
"Bangor, ME","12620",2019,362,336,26,0,0,0,0,72,47,33,0,0,177,182,3
"Baraboo, WI","12660",2019,365,281,83,1,0,0,0,107,59,39,0,0,124,241,0
"Barnstable Town, MA","12700",2019,359,346,13,0,0,0,0,93,45,36,0,0,353,6,0
"Baton Rouge, LA","12940",2019,365,148,208,9,0,0,0,119,77,53,0,2,110,253,0
"Bay City, MI","13020",2019,316,252,64,0,0,0,0,85,55,34,0,0,0,316,0
"Beaumont-Port Arthur, TX","13140",2019,365,181,178,6,0,0,0,150,69,51,0,0,133,232,0
"Beaver Dam, WI","13180",2019,365,257,107,1,0,0,0,122,61,42,0,0,209,156,0
"Bellingham, WA","13380",2019,363,334,29,0,0,0,0,66,47,29,0,0,127,236,0
"Bemidji, MN","13420",2019,352,307,43,1,1,0,0,191,53,26,0,0,0,352,0
"Bend-Redmond, OR","13460",2019,365,309,51,4,1,0,0,154,53,26,0,0,0,365,0
"Bennington, VT","13540",2019,365,329,36,0,0,0,0,95,50,37,0,0,247,118,0
"Berlin, NH-VT","13620",2019,324,313,11,0,0,0,0,64,47,40,0,0,304,20,0
"Billings, MT","13740",2019,292,271,20,0,1,0,0,159,47,31,0,0,0,292,0
"Birmingham-Hoover, AL","13820",2019,365,84,266,15,0,0,0,150,81,58,0,0,81,283,1
"Bishop, CA","13860",2019,365,226,127,6,2,1,3,653,84,47,0,0,313,23,29
"Bismarck, ND","13900",2019,365,291,74,0,0,0,0,90,56,39,0,2,222,141,0
"Blacksburg-Christiansburg-Radford, VA","13980",2019,344,315,29,0,0,0,0,84,50,40,0,0,344,0,0
"Bloomington, IL","14010",2019,364,187,177,0,0,0,0,100,65,49,0,0,116,248,0
"Bloomington, IN","14020",2019,363,219,144,0,0,0,0,87,62,47,0,0,153,210,0
"Boise City, ID","14260",2019,365,176,186,2,1,0,0,170,70,51,0,1,93,264,7
"Boston-Cambridge-Newton, MA-NH","14460",2019,365,201,163,1,0,0,0,122,62,48,0,3,105,257,0
"Boulder, CO","14500",2019,365,192,168,5,0,0,0,119,74,50,0,0,234,131,0
"Bowling Green, KY","14540",2019,365,204,161,0,0,0,0,77,61,48,0,0,115,250,0
"Bozeman, MT","14580",2019,365,301,64,0,0,0,0,92,55,33,4,15,0,346,0
"Brainerd, MN","14660",2019,359,313,44,2,0,0,0,125,54,32,0,0,156,203,0
"Branson, MO","14700",2019,120,112,8,0,0,0,0,59,46,26,0,0,0,120,0
"Bremerton-Silverdale, WA","14740",2019,340,313,27,0,0,0,0,77,47,24,0,0,0,340,0
"Bridgeport-Stamford-Norwalk, CT","14860",2019,365,221,123,18,3,0,0,161,77,46,0,2,159,204,0
"Brookings, SD","15100",2019,365,273,87,5,0,0,0,126,66,43,0,0,311,44,10
"Brownsville-Harlingen, TX","15180",2019,365,172,193,0,0,0,0,91,67,52,0,0,83,282,0
"Brunswick, GA","15260",2019,279,235,44,0,0,0,0,80,54,37,0,0,203,76,0
"Buffalo-Cheektowaga-Niagara Falls, NY","15380",2019,365,262,103,0,0,0,0,93,59,43,0,10,142,213,0
"Burlington-South Burlington, VT","15540",2019,365,306,59,0,0,0,0,82,54,39,0,0,205,160,0
"Butte-Silver Bow, MT","15580",2019,363,293,70,0,0,0,0,92,60,24,0,0,0,236,127
"Cadillac, MI","15620",2019,365,304,61,0,0,0,0,74,54,38,0,0,267,98,0
"Cambridge, MD","15700",2019,365,281,81,3,0,0,0,126,58,43,0,0,280,85,0
"Canton-Massillon, OH","15940",2019,365,157,208,0,0,0,0,100,71,52,0,0,115,250,0
"Cape Coral-Fort Myers, FL","15980",2019,365,289,75,1,0,0,0,108,55,40,0,0,155,206,4
"Carlsbad-Artesia, NM","16100",2019,365,212,134,17,2,0,0,174,90,47,0,1,360,4,0
"Carson City, NV","16180",2019,365,296,69,0,0,0,0,97,58,44,0,0,277,88,0
"Casper, WY","16220",2019,364,327,37,0,0,0,0,74,51,42,0,1,357,6,0
"Ca¤on City, CO","15860",2019,32,32,0,0,0,0,0,29,23,13,0,0,0,0,32
"Cedar City, UT","16260",2019,365,320,45,0,0,0,0,84,52,43,0,14,301,50,0
"Cedar Rapids, IA","16300",2019,365,223,142,0,0,0,0,86,64,43,0,0,116,249,0
"Centralia, WA","16500",2019,365,308,57,0,0,0,0,66,54,27,0,0,0,365,0
"Chambersburg-Waynesboro, PA","16540",2019,341,324,17,0,0,0,0,80,48,36,0,0,341,0,0
"Champaign-Urbana, IL","16580",2019,365,225,140,0,0,0,0,100,64,45,0,0,179,186,0
"Charleston, WV","16620",2019,365,262,103,0,0,0,0,93,58,44,21,0,201,143,0
"Charleston-North Charleston, SC","16700",2019,357,262,95,0,0,0,0,76,56,42,0,0,43,313,1
"Charlotte-Concord-Gastonia, NC-SC","16740",2019,365,146,202,17,0,0,0,136,84,54,0,0,183,182,0
"Charlottesville, VA","16820",2019,282,251,31,0,0,0,0,67,51,41,0,0,218,64,0
"Chattanooga, TN-GA","16860",2019,365,163,202,0,0,0,0,97,67,52,0,0,118,247,0
"Cheyenne, WY","16940",2019,365,296,69,0,0,0,0,74,58,43,0,4,320,25,16
"Chicago-Naperville-Elgin, IL-IN-WI","16980",2019,365,53,299,12,1,0,0,174,80,60,0,7,57,292,9
"Chico, CA","17020",2019,365,171,189,3,2,0,0,180,71,51,0,0,121,243,1
"Cincinnati, OH-KY-IN","17140",2019,365,90,266,9,0,0,0,140,84,58,0,4,98,260,3
"Claremont-Lebanon, NH-VT","17200",2019,365,332,33,0,0,0,0,65,50,35,0,0,248,117,0
"Clarksburg, WV","17220",2019,111,84,27,0,0,0,0,64,56,41,0,0,0,111,0
"Clarksville, TN-KY","17300",2019,365,248,117,0,0,0,0,87,58,43,0,0,192,173,0
"Clearlake, CA","17340",2019,360,360,0,0,0,0,0,50,42,31,0,0,351,8,1
"Cleveland, MS","17380",2019,364,197,167,0,0,0,0,96,64,49,0,0,95,269,0
"Cleveland-Elyria, OH","17460",2019,365,111,247,7,0,0,0,119,74,56,0,0,87,268,10
"Clinton, IA","17540",2019,364,192,172,0,0,0,0,91,65,49,0,0,94,270,0
"Coeur d'Alene, ID","17660",2019,355,281,74,0,0,0,0,88,57,31,0,0,0,355,0
"Colorado Springs, CO","17820",2019,365,249,116,0,0,0,0,100,67,46,0,0,320,45,0
"Columbia, MO","17860",2019,245,239,6,0,0,0,0,71,46,38,0,0,245,0,0
"Columbia, SC","17900",2019,365,214,151,0,0,0,0,93,60,46,0,3,63,299,0
"Columbus, GA-AL","17980",2019,365,173,192,0,0,0,0,90,67,52,0,0,69,296,0
"Columbus, IN","18020",2019,364,256,108,0,0,0,0,77,58,44,0,0,203,161,0
"Columbus, OH","18140",2019,365,152,212,1,0,0,0,101,69,53,0,0,121,243,1
"Concord, NH","18180",2019,210,206,4,0,0,0,0,61,44,36,0,0,210,0,0
"Cookeville, TN","18260",2019,360,291,69,0,0,0,0,67,54,33,0,0,0,360,0
"Coos Bay, OR","18300",2019,107,99,8,0,0,0,0,63,47,25,0,0,0,107,0
"Corning, NY","18500",2019,365,315,50,0,0,0,0,69,53,37,0,0,208,157,0
"Corpus Christi, TX","18580",2019,365,198,166,1,0,0,0,107,66,49,0,0,113,252,0
"Corsicana, TX","18620",2019,362,275,87,0,0,0,0,100,57,42,0,0,211,151,0
"Corvallis, OR","18700",2019,365,302,63,0,0,0,0,87,56,22,0,0,0,365,0
"Crescent City, CA","18860",2019,248,210,38,0,0,0,0,74,53,26,0,0,0,248,0
"Crestview-Fort Walton Beach-Destin, FL","18880",2019,363,335,28,0,0,0,0,84,48,36,0,0,342,0,21
"Cullowhee, NC","19000",2019,103,85,18,0,0,0,0,66,54,34,0,0,0,103,0
"Dallas-Fort Worth-Arlington, TX","19100",2019,365,103,233,28,1,0,0,156,93,55,0,5,140,220,0
"Dalton, GA","19140",2019,269,225,44,0,0,0,0,93,54,42,0,0,230,39,0
"Daphne-Fairhope-Foley, AL","19300",2019,271,221,50,0,0,0,0,80,55,40,0,0,198,73,0
"Davenport-Moline-Rock Island, IA-IL","19340",2019,365,162,200,3,0,0,0,115,71,52,0,0,97,210,58
"Dayton, OH","19380",2019,365,145,220,0,0,0,0,95,70,54,0,0,114,251,0
"Decatur, AL","19460",2019,365,246,119,0,0,0,0,93,58,45,0,0,144,221,0
"Decatur, IL","19500",2019,364,176,188,0,0,0,0,93,64,51,0,0,100,264,0
"Deltona-Daytona Beach-Ormond Beach, FL","19660",2019,355,279,76,0,0,0,0,80,55,41,0,0,154,201,0
"Deming, NM","19700",2019,361,349,10,1,0,0,1,630,29,12,0,0,0,0,361
"Denver-Aurora-Lakewood, CO","19740",2019,365,51,290,22,2,0,0,154,90,64,0,33,215,97,20
"Des Moines-West Des Moines, IA","19780",2019,365,251,114,0,0,0,0,100,60,42,0,2,174,189,0
"Detroit-Warren-Dearborn, MI","19820",2019,365,81,272,12,0,0,0,142,80,58,0,3,40,314,8
"Dickinson, ND","19860",2019,365,346,19,0,0,0,0,84,46,34,0,0,310,55,0
"Dodge City, KS","19980",2019,304,301,3,0,0,0,0,54,31,15,0,0,0,0,304
"Dothan, AL","20020",2019,280,230,50,0,0,0,0,77,55,38,0,0,181,99,0
"Douglas, GA","20060",2019,121,94,27,0,0,0,0,70,58,34,0,0,0,121,0
"Dover, DE","20100",2019,365,248,117,0,0,0,0,85,61,44,0,0,198,167,0
"DuBois, PA","20180",2019,359,357,2,0,0,0,0,61,44,33,0,0,359,0,0
"Duluth, MN-WI","20260",2019,365,304,60,1,0,0,0,101,55,39,0,0,162,194,9
"Durango, CO","20420",2019,365,267,98,0,0,0,0,87,61,44,0,3,317,45,0
"Durham-Chapel Hill, NC","20500",2019,365,204,161,0,0,0,0,87,61,48,0,0,164,201,0
"Dyersburg, TN","20540",2019,360,275,85,0,0,0,0,66,54,35,0,0,0,360,0
"Eagle Pass, TX","20580",2019,339,246,92,1,0,0,0,104,59,34,0,0,0,339,0
"East Stroudsburg, PA","20700",2019,349,340,9,0,0,0,0,80,45,34,0,0,349,0,0
"Eau Claire, WI","20740",2019,363,268,95,0,0,0,0,90,60,39,0,0,121,242,0
"Effingham, IL","20820",2019,245,224,21,0,0,0,0,84,50,40,0,0,245,0,0
"El Centro, CA","20940",2019,365,94,250,19,2,0,0,185,93,61,0,0,185,128,52
"El Dorado, AR","20980",2019,241,135,106,0,0,0,0,99,59,46,0,0,0,241,0
"El Paso, TX","21340",2019,365,100,252,11,2,0,0,159,84,57,0,6,142,214,3
"Elizabethtown-Fort Knox, KY","21060",2019,363,261,102,0,0,0,0,72,57,44,0,0,128,235,0
"Elkhart-Goshen, IN","21140",2019,365,251,114,0,0,0,0,83,61,41,0,0,166,199,0
"Elko, NV","21220",2019,365,356,9,0,0,0,0,77,31,14,0,0,12,23,330
"Ellensburg, WA","21260",2019,365,268,97,0,0,0,0,96,61,31,0,0,0,365,0
"Emporia, KS","21380",2019,118,105,12,1,0,0,0,113,51,27,0,0,0,118,0
"Erie, PA","21500",2019,364,271,93,0,0,0,0,93,56,39,2,4,172,186,0
"Espa¤ola, NM","21580",2019,358,315,43,0,0,0,0,90,54,43,0,0,354,4,0
"Eugene, OR","21660",2019,365,216,141,8,0,0,0,117,78,44,0,0,50,308,7
"Eureka-Arcata-Fortuna, CA","21700",2019,363,340,23,0,0,0,0,69,44,28,2,1,253,70,37
"Evanston, WY","21740",2019,365,315,49,1,0,0,0,101,58,44,0,1,360,0,4
"Evansville, IN-KY","21780",2019,365,209,156,0,0,0,0,93,61,48,0,0,159,206,0
"Fairbanks, AK","21820",2019,365,205,121,18,16,1,4,503,103,44,0,6,98,258,3
"Fairmont, WV","21900",2019,99,70,29,0,0,0,0,66,59,41,0,0,0,99,0
"Fallon, NV","21980",2019,353,323,30,0,0,0,0,80,50,41,0,0,353,0,0
"Fargo, ND-MN","22020",2019,363,301,60,1,1,0,0,157,54,36,0,7,197,159,0
"Farmington, NM","22140",2019,365,208,157,0,0,0,0,97,90,49,0,3,362,0,0
"Fayetteville, NC","22180",2019,363,236,127,0,0,0,0,84,61,44,0,0,156,204,3
"Fayetteville-Springdale-Rogers, AR-MO","22220",2019,365,166,199,0,0,0,0,97,63,51,0,0,99,266,0
"Fernley, NV","22280",2019,356,344,12,0,0,0,0,71,47,38,0,0,346,0,10
"Flagstaff, AZ","22380",2019,365,280,85,0,0,0,0,80,61,45,0,0,349,16,0
"Flint, MI","22420",2019,340,225,115,0,0,0,0,75,60,42,0,0,145,195,0
"Florence, SC","22500",2019,362,242,120,0,0,0,0,90,57,42,0,0,61,301,0
"Florence-Muscle Shoals, AL","22520",2019,263,238,25,0,0,0,0,65,50,38,0,0,219,44,0
"Fond du Lac, WI","22540",2019,202,195,7,0,0,0,0,100,47,36,0,0,202,0,0
"Fort Collins, CO","22660",2019,365,183,176,6,0,0,0,129,77,50,0,0,307,58,0
"Fort Madison-Keokuk, IA-IL-MO","22800",2019,120,80,40,0,0,0,0,73,62,39,0,0,0,120,0
"Fort Payne, AL","22840",2019,361,303,58,0,0,0,0,90,54,39,0,0,306,55,0
"Fort Smith, AR-OK","22900",2019,361,277,84,0,0,0,0,82,56,41,0,10,140,211,0
"Fort Wayne, IN","23060",2019,365,160,204,1,0,0,0,101,67,52,0,0,119,246,0
"Fresno, CA","23420",2019,365,113,186,64,2,0,0,187,115,63,0,1,229,118,17
"Gadsden, AL","23460",2019,279,201,78,0,0,0,0,90,58,44,0,0,201,78,0
"Gainesville, FL","23540",2019,364,289,75,0,0,0,0,80,55,39,0,0,158,206,0
"Gainesville, GA","23580",2019,340,181,159,0,0,0,0,90,62,49,0,0,0,340,0
"Gardnerville Ranchos, NV","23820",2019,356,318,38,0,0,0,0,66,52,17,0,0,0,356,0
"Georgetown, SC","23860",2019,92,91,1,0,0,0,0,52,25,14,0,0,0,0,92
"Gettysburg, PA","23900",2019,365,243,122,0,0,0,0,87,63,45,0,0,210,155,0
"Gillette, WY","23940",2019,365,301,63,1,0,0,0,111,56,41,0,1,215,21,128
"Glenwood Springs, CO","24060",2019,365,248,115,2,0,0,0,105,74,48,0,0,363,1,1
"Grand Island, NE","24260",2019,97,87,10,0,0,0,0,64,51,25,0,0,0,97,0
"Grand Junction, CO","24300",2019,364,238,125,1,0,0,0,101,67,47,2,0,283,78,1
"Grand Rapids-Wyoming, MI","24340",2019,365,253,112,0,0,0,0,100,61,42,0,6,176,178,5
"Grants Pass, OR","24420",2019,365,251,109,3,2,0,0,175,68,34,0,0,0,365,0
"Great Falls, MT","24500",2019,363,326,36,1,0,0,0,106,51,28,0,0,0,363,0
"Greeley, CO","24540",2019,365,152,205,8,0,0,0,129,77,53,0,0,228,137,0
"Green Bay, WI","24580",2019,361,263,98,0,0,0,0,97,58,40,0,0,139,222,0
"Greenfield Town, MA","24640",2019,364,281,83,0,0,0,0,89,56,40,0,0,189,175,0
"Greensboro-High Point, NC","24660",2019,365,242,123,0,0,0,0,90,64,44,0,0,186,160,19
"Greenville, NC","24780",2019,352,271,81,0,0,0,0,87,55,41,0,0,156,196,0
"Greenville-Anderson-Mauldin, SC","24860",2019,365,210,154,1,0,0,0,108,64,47,0,12,70,275,8
"Guayama, PR","25020",2019,2,2,0,0,0,0,0,29,29,29,0,0,0,0,2
"Gulfport-Biloxi-Pascagoula, MS","25060",2019,365,186,178,1,0,0,0,105,64,50,0,0,88,277,0
"Hagerstown-Martinsburg, MD-WV","25180",2019,362,263,97,2,0,0,0,127,61,43,0,0,163,199,0
"Hailey, ID","25200",2019,314,307,7,0,0,0,0,57,33,20,0,0,0,314,0
"Hammond, LA","25220",2019,117,84,33,0,0,0,0,68,58,40,0,0,0,117,0
"Hanford-Corcoran, CA","25260",2019,365,123,201,37,2,0,2,508,105,58,0,0,166,130,69
"Harrisburg-Carlisle, PA","25420",2019,365,169,190,5,1,0,0,161,71,52,0,0,86,279,0
"Harrison, AR","25460",2019,365,344,21,0,0,0,0,90,48,36,0,0,342,23,0
"Harrisonburg, VA","25500",2019,365,333,32,0,0,0,0,69,50,38,0,91,213,61,0
"Hartford-West Hartford-East Hartford, CT","25540",2019,365,248,109,7,1,0,0,154,64,44,0,12,188,165,0
"Hattiesburg, MS","25620",2019,358,210,148,0,0,0,0,77,60,46,0,0,0,358,0
"Helena, MT","25740",2019,365,251,112,2,0,0,0,144,68,43,0,0,200,165,0
"Hermiston-Pendleton, OR","25840",2019,365,267,97,1,0,0,0,104,63,40,0,0,142,223,0
"Hickory-Lenoir-Morganton, NC","25860",2019,365,207,158,0,0,0,0,80,61,47,0,0,111,254,0
"Hilo, HI","25900",2019,365,357,8,0,0,0,0,81,34,21,0,0,0,365,0
"Hobbs, NM","26020",2019,365,210,151,4,0,0,0,140,71,48,0,4,252,109,0
"Holland, MI","26090",2019,276,224,48,4,0,0,0,115,62,39,0,0,231,45,0
"Homosassa Springs, FL","26140",2019,357,257,100,0,0,0,0,82,55,40,0,0,0,357,0
"Hot Springs, AR","26300",2019,121,61,60,0,0,0,0,77,60,50,0,0,0,121,0
"Houghton, MI","26340",2019,117,114,3,0,0,0,0,73,28,12,0,0,0,117,0
"Houma-Thibodaux, LA","26380",2019,361,171,188,2,0,0,0,126,63,52,0,0,74,287,0
"Houston-The Woodlands-Sugar Land, TX","26420",2019,365,82,252,26,4,1,0,202,97,57,0,3,123,239,0
"Huntington, IN","26540",2019,355,345,10,0,0,0,0,84,44,31,0,0,355,0,0
"Huntington-Ashland, WV-KY-OH","26580",2019,365,231,134,0,0,0,0,77,58,46,0,0,112,253,0
"Huntsville, AL","26620",2019,361,189,172,0,0,0,0,93,62,49,0,0,99,255,7
"Idaho Falls, ID","26820",2019,365,287,78,0,0,0,0,71,54,44,0,0,209,156,0
"Indiana, PA","26860",2019,350,324,26,0,0,0,0,93,49,38,0,0,350,0,0
"Indianapolis-Carmel-Anderson, IN","26900",2019,365,73,287,5,0,0,0,119,77,58,0,0,72,293,0
"Iowa City, IA","26980",2019,364,210,154,0,0,0,0,92,64,46,0,0,0,364,0
"Ithaca, NY","27060",2019,356,349,7,0,0,0,0,61,45,35,0,0,356,0,0
"Jackson, MS","27140",2019,365,161,204,0,0,0,0,100,66,52,0,0,70,295,0
"Jackson, TN","27180",2019,362,262,100,0,0,0,0,65,56,36,0,0,0,362,0
"Jackson, WY-ID","27220",2019,365,323,42,0,0,0,0,87,51,44,0,0,353,11,1
"Jacksonville, FL","27260",2019,365,167,197,1,0,0,0,114,67,51,0,0,79,286,0
"Jamestown-Dunkirk-Fredonia, NY","27460",2019,343,302,40,1,0,0,0,105,53,38,0,0,302,41,0
"Janesville-Beloit, WI","27500",2019,203,185,18,0,0,0,0,77,50,38,0,0,203,0,0
"Jasper, IN","27540",2019,120,76,44,0,0,0,0,73,59,43,0,0,0,119,1
"Jefferson City, MO","27620",2019,245,238,7,0,0,0,0,71,47,39,0,0,245,0,0
"Johnstown, PA","27780",2019,365,229,136,0,0,0,0,89,62,45,2,4,109,250,0
"Jonesboro, AR","27860",2019,49,35,14,0,0,0,0,65,58,41,0,0,0,49,0
"Joplin, MO","27900",2019,365,324,40,1,0,0,0,108,51,37,0,0,220,0,145
"Juneau, AK","27940",2019,362,280,79,3,0,0,0,145,60,27,0,0,0,340,22
"Kahului-Wailuku-Lahaina, HI","27980",2019,362,339,19,3,1,0,0,171,39,20,0,0,0,362,0
"Kalamazoo-Portage, MI","28020",2019,362,260,102,0,0,0,0,87,58,43,0,0,139,223,0
"Kalispell, MT","28060",2019,365,267,97,1,0,0,0,103,61,39,0,0,198,143,24
"Kansas City, MO-KS","28140",2019,365,144,220,1,0,0,0,137,71,52,0,1,116,243,5
"Kapaa, HI","28180",2019,363,361,2,0,0,0,0,70,31,16,0,104,0,259,0
"Keene, NH","28300",2019,365,331,34,0,0,0,0,82,50,35,0,0,254,111,0
"Kennewick-Richland, WA","28420",2019,365,272,93,0,0,0,0,80,59,39,0,0,152,200,13
"Killeen-Temple, TX","28660",2019,365,237,126,2,0,0,0,105,62,45,0,1,211,153,0
"Kingsport-Bristol-Bristol, TN-VA","28700",2019,363,240,122,1,0,0,0,119,59,44,0,0,157,206,0
"Kingsville, TX","28780",2019,284,182,102,0,0,0,0,89,61,41,0,0,0,284,0
"Kinston, NC","28820",2019,237,205,32,0,0,0,0,87,54,42,0,0,237,0,0
"Klamath Falls, OR","28900",2019,365,230,129,6,0,0,0,126,78,39,0,0,0,365,0
"Knoxville, TN","28940",2019,365,160,201,4,0,0,0,115,71,52,0,0,171,194,0
"Kokomo, IN","29020",2019,361,236,124,1,0,0,0,108,59,44,0,0,192,169,0
"La Crosse-Onalaska, WI-MN","29100",2019,365,274,91,0,0,0,0,85,62,39,0,0,147,218,0
"La Grande, OR","29260",2019,365,313,52,0,0,0,0,88,53,26,0,0,0,364,1
"Laconia, NH","29060",2019,316,292,24,0,0,0,0,77,48,32,0,0,156,160,0
"Lafayette, LA","29180",2019,365,212,153,0,0,0,0,84,61,46,0,0,126,239,0
"Lafayette-West Lafayette, IN","29200",2019,365,213,152,0,0,0,0,84,63,47,0,0,140,225,0
"Lake Charles, LA","29340",2019,365,131,234,0,0,0,0,90,65,53,0,1,69,295,0
"Lake City, FL","29380",2019,363,229,134,0,0,0,0,90,61,46,0,0,102,261,0
"Lake Havasu City-Kingman, AZ","29420",2019,365,358,7,0,0,0,0,69,29,14,0,0,0,52,313
"Lakeland-Winter Haven, FL","29460",2019,365,268,97,0,0,0,0,100,58,42,0,0,138,227,0
"Lancaster, PA","29540",2019,365,160,195,9,1,0,0,159,76,52,0,0,104,261,0
"Lansing-East Lansing, MI","29620",2019,365,273,92,0,0,0,0,78,55,40,0,1,161,203,0
"Laramie, WY","29660",2019,365,245,120,0,0,0,0,90,61,47,0,0,327,4,34
"Laredo, TX","29700",2019,365,187,177,1,0,0,0,109,71,50,0,0,74,290,1
"Las Cruces, NM","29740",2019,365,156,185,17,3,2,2,645,87,54,0,4,244,60,57
"Las Vegas-Henderson-Paradise, NV","29820",2019,365,128,232,5,0,0,0,122,87,58,1,10,236,110,8
"Lawrenceburg, TN","29980",2019,330,244,86,0,0,0,0,66,55,36,0,0,0,330,0
"Lawton, OK","30020",2019,365,220,145,0,0,0,0,97,64,47,0,0,155,210,0
"Lebanon, PA","30140",2019,360,219,137,4,0,0,0,142,66,46,0,0,135,225,0
"Lewiston, ID-WA","30300",2019,365,245,119,1,0,0,0,125,66,38,0,0,0,365,0
"Lewiston-Auburn, ME","30340",2019,361,327,34,0,0,0,0,76,49,33,0,0,162,198,1
"Lexington-Fayette, KY","30460",2019,365,229,136,0,0,0,0,80,59,46,0,4,140,221,0
"Lima, OH","30620",2019,332,229,103,0,0,0,0,97,61,44,0,0,167,165,0
"Lincoln, NE","30700",2019,288,249,39,0,0,0,0,70,52,36,0,0,214,74,0
"Little Rock-North Little Rock-Conway, AR","30780",2019,365,145,220,0,0,0,0,81,64,53,0,2,88,275,0
"Logan, UT-ID","30860",2019,365,245,106,14,0,0,0,147,69,46,0,0,259,106,0
"Longview, TX","30980",2019,362,328,33,1,0,0,0,112,50,35,0,3,359,0,0
"Longview, WA","31020",2019,360,301,59,0,0,0,0,79,54,24,0,0,0,360,0
"Los Alamos, NM","31060",2019,117,117,0,0,0,0,0,42,21,12,0,0,0,117,0
"Los Angeles-Long Beach-Anaheim, CA","31080",2019,365,33,241,62,28,1,0,201,140,74,0,21,172,166,6
"Louisville/Jefferson County, KY-IN","31140",2019,365,121,240,4,0,0,0,136,71,55,0,1,101,263,0
"Lubbock, TX","31180",2019,330,281,48,1,0,0,0,103,53,34,0,0,0,330,0
"Ludington, MI","31220",2019,254,244,10,0,0,0,0,64,46,35,0,0,254,0,0
"Lynchburg, VA","31340",2019,108,91,17,0,0,0,0,61,53,34,0,0,0,108,0
"Macon, GA","31420",2019,362,216,143,3,0,0,0,137,64,46,0,0,92,270,0
"Madera, CA","31460",2019,365,167,185,13,0,0,0,140,84,52,0,0,225,103,37
"Madison, WI","31540",2019,365,238,127,0,0,0,0,93,64,43,0,0,120,245,0
"Malone, NY","31660",2019,177,177,0,0,0,0,0,49,42,31,0,0,177,0,0
"Manchester-Nashua, NH","31700",2019,365,345,20,0,0,0,0,80,47,37,0,0,337,28,0
