"CBSA","CBSA Code","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Bowling Green, KY","14540",2017,365,186,179,0,0,0,0,87,61,50,0,0,76,289,0
"Bozeman, MT","14580",2017,365,263,99,2,1,0,0,152,70,31,2,12,0,351,0
"Brainerd, MN","14660",2017,364,306,58,0,0,0,0,90,54,34,0,0,175,189,0
"Branson, MO","14700",2017,285,258,27,0,0,0,0,74,50,39,0,0,227,58,0
"Bremerton-Silverdale, WA","14740",2017,360,326,29,5,0,0,0,144,47,19,0,0,0,360,0
"Bridgeport-Stamford-Norwalk, CT","14860",2017,365,208,141,12,4,0,0,179,74,46,0,5,143,217,0
"Brookings, SD","15100",2017,365,311,54,0,0,0,0,90,55,36,0,0,254,92,19
"Brownsville-Harlingen, TX","15180",2017,365,259,106,0,0,0,0,87,61,42,0,0,165,200,0
"Brunswick, GA","15260",2017,276,241,35,0,0,0,0,77,52,37,0,0,199,77,0
"Buffalo-Cheektowaga-Niagara Falls, NY","15380",2017,365,205,159,1,0,0,0,119,65,48,0,2,123,240,0
"Burlington-South Burlington, VT","15540",2017,365,312,53,0,0,0,0,74,52,37,0,3,233,128,1
"Butte-Silver Bow, MT","15580",2017,354,188,142,20,4,0,0,191,93,46,0,0,0,332,22
"Cadillac, MI","15620",2017,365,304,60,1,0,0,0,101,53,39,0,0,256,109,0
"Cambridge, MD","15700",2017,365,212,153,0,0,0,0,90,60,47,0,0,181,184,0
"Canton-Massillon, OH","15940",2017,365,179,184,2,0,0,0,119,69,51,5,0,124,236,0
"Cape Coral-Fort Myers, FL","15980",2017,363,278,85,0,0,0,0,90,55,40,0,0,197,162,4
"Carlsbad-Artesia, NM","16100",2017,365,245,110,10,0,0,0,140,80,45,0,3,360,2,0
"Carson City, NV","16180",2017,365,253,110,1,1,0,0,166,61,45,0,0,290,75,0
"Casper, WY","16220",2017,365,286,77,2,0,0,0,137,61,44,0,4,324,37,0
"Ca¤on City, CO","15860",2017,39,39,0,0,0,0,0,44,28,11,0,0,0,0,39
"Cedar Rapids, IA","16300",2017,365,222,143,0,0,0,0,97,62,45,0,0,111,254,0
"Centralia, WA","16500",2017,365,302,60,1,2,0,0,162,57,26,0,0,0,365,0
"Chambersburg-Waynesboro, PA","16540",2017,358,354,4,0,0,0,0,67,45,33,0,0,358,0,0
"Champaign-Urbana, IL","16580",2017,365,233,131,1,0,0,0,105,61,45,0,0,172,193,0
"Charleston, WV","16620",2017,365,214,150,1,0,0,0,105,60,47,1,0,118,246,0
"Charleston-North Charleston, SC","16700",2017,361,230,130,1,0,0,0,101,60,45,0,2,126,231,2
"Charlotte-Concord-Gastonia, NC-SC","16740",2017,365,143,217,5,0,0,0,115,71,54,0,1,141,223,0
"Charlottesville, VA","16820",2017,347,277,70,0,0,0,0,80,54,40,0,0,188,159,0
"Chattanooga, TN-GA","16860",2017,362,152,208,2,0,0,0,108,67,52,0,0,99,263,0
"Cheyenne, WY","16940",2017,365,267,95,1,2,0,0,163,64,45,0,7,321,34,3
"Chicago-Naperville-Elgin, IL-IN-WI","16980",2017,365,82,258,23,2,0,0,177,90,57,0,5,97,253,10
"Chico, CA","17020",2017,365,100,241,23,1,0,0,155,95,59,0,0,150,213,2
"Cincinnati, OH-KY-IN","17140",2017,365,97,259,9,0,0,0,129,78,57,0,2,83,280,0
"Claremont-Lebanon, NH-VT","17200",2017,365,294,71,0,0,0,0,80,55,38,0,0,190,175,0
"Clarksburg, WV","17220",2017,122,88,34,0,0,0,0,71,56,40,0,0,0,122,0
"Clarksville, TN-KY","17300",2017,362,229,133,0,0,0,0,87,59,45,0,0,143,219,0
"Clearlake, CA","17340",2017,362,350,10,1,1,0,0,172,44,35,0,0,346,15,1
"Cleveland, MS","17380",2017,235,221,14,0,0,0,0,77,46,36,0,0,235,0,0
"Cleveland-Elyria, OH","17460",2017,365,149,210,6,0,0,0,147,74,53,1,7,117,237,3
"Clinton, IA","17540",2017,364,57,307,0,0,0,0,93,72,58,0,0,26,338,0
"Coeur d'Alene, ID","17660",2017,355,267,77,6,0,5,0,293,63,31,0,0,0,355,0
"Colorado Springs, CO","17820",2017,365,223,139,3,0,0,0,116,71,47,0,0,308,57,0
"Columbia, MO","17860",2017,245,219,26,0,0,0,0,77,51,41,0,0,245,0,0
"Columbia, SC","17900",2017,365,194,169,2,0,0,0,113,62,49,0,0,156,208,1
"Columbus, GA-AL","17980",2017,362,171,191,0,0,0,0,99,68,52,0,0,68,294,0
"Columbus, IN","18020",2017,364,256,108,0,0,0,0,93,58,43,0,0,139,225,0
"Columbus, OH","18140",2017,365,222,140,3,0,0,0,112,64,46,0,10,153,199,3
"Concord, NH","18180",2017,364,352,12,0,0,0,0,90,45,32,0,0,364,0,0
"Cookeville, TN","18260",2017,296,206,90,0,0,0,0,73,57,42,0,0,0,296,0
"Corning, NY","18500",2017,365,339,26,0,0,0,0,92,48,35,3,0,273,89,0
"Corpus Christi, TX","18580",2017,357,217,140,0,0,0,0,97,62,45,0,0,123,234,0
"Corsicana, TX","18620",2017,365,233,131,1,0,0,0,108,62,46,0,0,165,200,0
"Corvallis, OR","18700",2017,357,294,61,2,0,0,0,138,58,20,0,0,0,357,0
"Craig, CO","18780",2017,349,282,67,0,0,0,0,84,61,44,0,0,349,0,0
"Crescent City, CA","18860",2017,298,241,55,0,1,1,0,251,56,27,0,0,0,298,0
"Crestview-Fort Walton Beach-Destin, FL","18880",2017,365,345,20,0,0,0,0,87,48,35,0,0,344,0,21
"Cullowhee, NC","19000",2017,256,183,73,0,0,0,0,100,64,45,0,0,184,72,0
"Dallas-Fort Worth-Arlington, TX","19100",2017,365,116,225,24,0,0,0,147,87,55,0,7,157,201,0
"Dalton, GA","19140",2017,257,225,32,0,0,0,0,90,54,41,0,0,192,65,0
"Daphne-Fairhope-Foley, AL","19300",2017,270,224,45,1,0,0,0,108,56,39,0,0,188,82,0
"Davenport-Moline-Rock Island, IA-IL","19340",2017,365,82,282,1,0,0,0,103,74,56,0,0,38,266,61
"Dayton, OH","19380",2017,365,191,171,3,0,0,0,108,67,49,0,0,139,226,0
"Decatur, AL","19460",2017,364,263,101,0,0,0,0,83,57,44,0,0,141,223,0
"Decatur, IL","19500",2017,363,214,146,3,0,0,0,108,61,47,0,0,129,234,0
"Deltona-Daytona Beach-Ormond Beach, FL","19660",2017,361,287,74,0,0,0,0,95,55,41,0,0,201,159,1
"Deming, NM","19700",2017,360,340,15,5,0,0,0,136,36,19,0,0,0,0,360
"Denver-Aurora-Lakewood, CO","19740",2017,365,56,269,39,1,0,0,156,101,64,0,54,214,86,11
"Des Moines-West Des Moines, IA","19780",2017,365,222,142,1,0,0,0,135,61,45,0,2,155,208,0
"Detroit-Warren-Dearborn, MI","19820",2017,365,103,250,12,0,0,0,147,83,57,0,5,81,261,18
"Dickinson, ND","19860",2017,364,322,40,1,1,0,0,156,51,37,0,0,322,42,0
"Dodge City, KS","19980",2017,364,360,2,1,1,0,0,187,30,16,0,0,0,0,364
"Dothan, AL","20020",2017,281,237,43,1,0,0,0,131,54,37,0,0,185,96,0
"Douglas, GA","20060",2017,107,78,29,0,0,0,0,88,56,41,0,0,0,107,0
"Dover, DE","20100",2017,361,264,96,1,0,0,0,101,59,42,0,0,225,136,0
"DuBois, PA","20180",2017,346,317,29,0,0,0,0,84,49,36,0,0,346,0,0
"Duluth, MN-WI","20260",2017,365,304,61,0,0,0,0,86,55,37,0,0,241,114,10
"Durango, CO","20420",2017,365,255,106,4,0,0,0,112,71,46,0,1,325,39,0
"Durant, OK","20460",2017,294,262,32,0,0,0,0,93,51,39,0,0,294,0,0
"Durham-Chapel Hill, NC","20500",2017,365,189,176,0,0,0,0,100,62,50,0,0,111,254,0
"Dyersburg, TN","20540",2017,293,226,67,0,0,0,0,74,54,39,0,0,0,293,0
"Eagle Pass, TX","20580",2017,354,259,95,0,0,0,0,81,57,39,0,0,0,354,0
"East Stroudsburg, PA","20700",2017,364,252,112,0,0,0,0,100,60,42,0,0,194,170,0
"Eau Claire, WI","20740",2017,365,276,89,0,0,0,0,86,57,41,0,0,161,204,0
"Effingham, IL","20820",2017,244,206,35,3,0,0,0,112,61,43,0,0,244,0,0
"El Centro, CA","20940",2017,365,73,250,37,2,2,1,328,104,64,0,2,139,163,61
"El Dorado, AR","20980",2017,365,164,201,0,0,0,0,92,62,52,0,0,0,365,0
"El Paso, TX","21340",2017,365,120,222,21,2,0,0,162,90,56,0,9,163,191,2
"Elizabethtown-Fort Knox, KY","21060",2017,365,178,187,0,0,0,0,87,62,51,0,0,60,305,0
"Elkhart-Goshen, IN","21140",2017,365,248,116,1,0,0,0,105,62,42,0,0,131,234,0
"Elko, NV","21220",2017,361,330,30,0,1,0,0,164,49,24,0,0,126,25,210
"Ellensburg, WA","21260",2017,355,235,104,11,3,2,0,240,75,38,0,0,0,355,0
"Emporia, KS","21380",2017,118,100,18,0,0,0,0,65,52,28,0,0,0,118,0
"Erie, PA","21500",2017,365,231,133,1,0,0,0,122,61,43,0,1,167,197,0
"Espa¤ola, NM","21580",2017,360,269,88,3,0,0,0,105,67,45,0,0,358,2,0
"Eugene, OR","21660",2017,365,200,135,16,9,4,1,509,92,46,0,0,83,281,1
"Eureka-Arcata-Fortuna, CA","21700",2017,365,298,59,5,3,0,0,180,61,37,1,1,230,123,10
"Evanston, WY","21740",2017,365,310,53,1,0,0,1,718,54,44,0,3,348,0,14
"Evansville, IN-KY","21780",2017,365,139,222,4,0,0,0,126,67,53,0,0,83,282,0
"Fairbanks, AK","21820",2017,365,212,108,25,20,0,0,190,115,44,0,3,73,289,0
"Fairmont, WV","21900",2017,114,80,34,0,0,0,0,74,57,42,0,0,0,114,0
"Fallon, NV","21980",2017,350,283,64,3,0,0,0,129,61,43,0,0,350,0,0
"Fargo, ND-MN","22020",2017,362,232,130,0,0,0,0,79,57,44,0,0,109,246,7
"Farmington, NM","22140",2017,365,230,129,6,0,0,0,133,80,47,0,5,359,0,1
"Fayetteville, NC","22180",2017,365,199,166,0,0,0,0,100,62,48,0,0,98,266,1
"Fayetteville-Springdale-Rogers, AR-MO","22220",2017,365,174,191,0,0,0,0,83,62,51,0,0,92,273,0
"Fernley, NV","22280",2017,363,307,53,3,0,0,0,112,58,42,0,0,363,0,0
"Flagstaff, AZ","22380",2017,365,253,111,1,0,0,0,105,71,46,0,0,348,17,0
"Flint, MI","22420",2017,365,247,118,0,0,0,0,93,61,42,0,0,158,207,0
"Florence, SC","22500",2017,335,247,88,0,0,0,0,77,57,43,0,0,168,167,0
"Florence-Muscle Shoals, AL","22520",2017,283,244,39,0,0,0,0,67,53,39,0,0,202,81,0
"Fond du Lac, WI","22540",2017,236,216,20,0,0,0,0,93,50,37,0,0,236,0,0
"Fort Collins, CO","22660",2017,365,165,187,12,1,0,0,154,87,52,0,0,287,78,0
"Fort Madison-Keokuk, IA-IL-MO","22800",2017,111,71,40,0,0,0,0,69,58,43,0,0,0,111,0
"Fort Payne, AL","22840",2017,359,305,54,0,0,0,0,80,54,40,0,0,290,69,0
"Fort Smith, AR-OK","22900",2017,358,298,60,0,0,0,0,74,54,38,0,40,222,96,0
"Fort Wayne, IN","23060",2017,365,182,182,1,0,0,0,105,65,51,0,0,120,245,0
"Fresno, CA","23420",2017,365,76,169,93,26,1,0,207,140,75,0,2,212,140,11
"Gadsden, AL","23460",2017,360,155,203,1,1,0,0,168,66,53,0,0,86,274,0
"Gainesville, FL","23540",2017,355,267,88,0,0,0,0,93,57,42,0,0,123,232,0
"Gainesville, GA","23580",2017,254,144,110,0,0,0,0,72,61,48,0,0,0,254,0
"Gardnerville Ranchos, NV","23820",2017,338,273,61,3,0,1,0,212,59,26,0,0,0,338,0
"Georgetown, SC","23860",2017,304,303,1,0,0,0,0,63,30,15,0,0,0,0,304
"Gettysburg, PA","23900",2017,365,238,126,1,0,0,0,129,60,45,0,0,192,173,0
"Gillette, WY","23940",2017,365,229,129,4,3,0,0,169,69,45,0,0,214,55,96
"Glenwood Springs, CO","24060",2017,365,240,124,1,0,0,0,108,71,47,0,0,363,2,0
"Grand Island, NE","24260",2017,111,92,19,0,0,0,0,64,52,31,0,0,0,111,0
"Grand Junction, CO","24300",2017,365,213,151,1,0,0,0,101,67,48,0,0,287,78,0
"Grand Rapids-Wyoming, MI","24340",2017,365,225,140,0,0,0,0,100,64,44,0,0,152,213,0
"Grants Pass, OR","24420",2017,365,219,125,5,8,6,2,415,80,42,0,0,0,365,0
"Great Falls, MT","24500",2017,345,241,103,1,0,0,0,105,60,38,0,0,0,345,0
"Greeley, CO","24540",2017,365,173,184,7,1,0,0,155,79,51,0,0,235,130,0
"Green Bay, WI","24580",2017,360,279,79,2,0,0,0,112,58,40,0,0,189,171,0
"Greenfield Town, MA","24640",2017,365,300,65,0,0,0,0,90,55,37,0,0,223,142,0
"Greensboro-High Point, NC","24660",2017,365,226,138,1,0,0,0,112,61,45,0,0,150,201,14
"Greenville, NC","24780",2017,365,252,113,0,0,0,0,87,58,43,0,0,128,237,0
"Greenville-Anderson-Mauldin, SC","24860",2017,365,190,175,0,0,0,0,97,64,49,0,0,151,214,0
"Greenwood, SC","24940",2017,9,9,0,0,0,0,0,33,33,25,0,0,9,0,0
"Grenada, MS","24980",2017,103,79,24,0,0,0,0,63,54,40,0,0,0,103,0
"Guayama, PR","25020",2017,44,36,8,0,0,0,0,85,63,37,0,0,0,44,0
"Gulfport-Biloxi-Pascagoula, MS","25060",2017,362,222,139,1,0,0,0,105,61,46,0,1,100,261,0
"Hagerstown-Martinsburg, MD-WV","25180",2017,360,209,150,1,0,0,0,101,61,47,0,0,128,232,0
"Hailey, ID","25200",2017,220,197,18,4,1,0,0,166,53,15,0,0,0,220,0
"Hammond, LA","25220",2017,116,76,40,0,0,0,0,93,57,41,0,0,0,116,0
"Hanford-Corcoran, CA","25260",2017,365,82,212,50,21,0,0,192,125,72,0,0,185,145,35
"Harrisburg-Carlisle, PA","25420",2017,365,193,171,1,0,0,0,110,65,49,0,0,110,255,0
"Harrison, AR","25460",2017,365,338,27,0,0,0,0,63,48,38,0,0,336,29,0
"Harrisonburg, VA","25500",2017,365,324,41,0,0,0,0,87,51,37,0,87,212,66,0
"Hartford-West Hartford-East Hartford, CT","25540",2017,365,209,147,8,1,0,0,151,65,47,0,28,143,194,0
"Hattiesburg, MS","25620",2017,350,207,143,0,0,0,0,77,59,46,0,0,0,350,0
"Helena, MT","25740",2017,365,209,127,17,12,0,0,177,93,47,0,0,188,177,0
"Hermiston-Pendleton, OR","25840",2017,365,222,131,9,1,2,0,252,70,44,0,0,122,243,0
"Hickory-Lenoir-Morganton, NC","25860",2017,360,201,159,0,0,0,0,93,66,47,0,0,144,216,0
"Hilo, HI","25900",2017,365,82,283,0,0,0,0,98,78,58,0,0,0,365,0
"Hobbs, NM","26020",2017,365,184,177,4,0,0,0,133,71,50,0,1,215,149,0
"Holland, MI","26090",2017,281,207,70,4,0,0,0,115,67,41,0,0,222,59,0
"Homosassa Springs, FL","26140",2017,350,211,139,0,0,0,0,96,62,46,0,0,0,350,0
"Hot Springs, AR","26300",2017,121,74,47,0,0,0,0,74,58,46,0,0,0,121,0
"Houghton, MI","26340",2017,121,116,5,0,0,0,0,64,36,13,0,0,0,121,0
"Houma-Thibodaux, LA","26380",2017,365,285,80,0,0,0,0,88,56,39,0,0,208,157,0
"Houston-The Woodlands-Sugar Land, TX","26420",2017,365,96,244,22,3,0,0,177,90,55,0,9,124,232,0
"Huntington, IN","26540",2017,245,227,18,0,0,0,0,100,50,39,0,0,245,0,0
"Huntington-Ashland, WV-KY-OH","26580",2017,365,212,149,3,1,0,0,162,61,48,0,0,93,272,0
"Huntsville, AL","26620",2017,335,277,58,0,0,0,0,100,54,40,0,0,210,69,56
"Idaho Falls, ID","26820",2017,365,265,95,5,0,0,0,149,59,43,0,0,228,137,0
"Indiana, PA","26860",2017,348,315,33,0,0,0,0,100,50,38,0,0,348,0,0
"Indianapolis-Carmel-Anderson, IN","26900",2017,365,119,239,7,0,0,0,122,73,55,0,1,90,274,0
"Iowa City, IA","26980",2017,364,216,148,0,0,0,0,82,61,44,0,0,0,364,0
"Ithaca, NY","27060",2017,353,339,14,0,0,0,0,71,45,35,0,0,353,0,0
"Jackson, MS","27140",2017,365,162,203,0,0,0,0,90,64,52,0,6,49,310,0
"Jackson, TN","27180",2017,277,216,61,0,0,0,0,69,55,36,0,0,0,277,0
"Jackson, WY-ID","27220",2017,365,289,75,1,0,0,0,118,61,44,0,0,332,33,0
"Jacksonville, FL","27260",2017,365,201,163,1,0,0,0,101,64,48,1,1,111,252,0
"Jamestown, ND","27420",2017,359,352,7,0,0,0,0,75,30,10,0,0,0,0,359
"Jamestown-Dunkirk-Fredonia, NY","27460",2017,346,298,46,2,0,0,0,129,54,38,0,0,297,49,0
"Janesville-Beloit, WI","27500",2017,234,203,31,0,0,0,0,87,58,40,0,0,234,0,0
"Jasper, IN","27540",2017,120,83,37,0,0,0,0,72,60,42,0,0,0,117,3
"Jefferson City, MO","27620",2017,243,225,18,0,0,0,0,67,49,40,0,0,243,0,0
"Johnstown, PA","27780",2017,364,121,243,0,0,0,0,92,69,55,0,2,69,292,1
"Joplin, MO","27900",2017,365,325,40,0,0,0,0,74,51,36,0,0,230,0,135
"Juneau, AK","27940",2017,356,281,74,1,0,0,0,103,59,20,0,0,0,354,2
"Kahului-Wailuku-Lahaina, HI","27980",2017,364,332,32,0,0,0,0,88,48,28,0,0,0,364,0
"Kalamazoo-Portage, MI","28020",2017,365,223,141,1,0,0,0,101,61,44,0,0,128,237,0
"Kalispell, MT","28060",2017,365,250,104,5,3,3,0,275,71,42,0,0,152,184,29
"Kansas City, MO-KS","28140",2017,365,132,226,7,0,0,0,129,75,55,0,5,107,244,9
"Kapaa, HI","28180",2017,359,353,6,0,0,0,0,59,35,15,0,69,0,290,0
"Keene, NH","28300",2017,364,298,66,0,0,0,0,93,57,37,0,0,257,107,0
"Kennewick-Richland, WA","28420",2017,365,239,111,10,4,1,0,206,74,39,0,0,89,266,10
"Killeen-Temple, TX","28660",2017,365,303,57,5,0,0,0,133,64,40,0,0,365,0,0
"Kingsport-Bristol-Bristol, TN-VA","28700",2017,326,215,111,0,0,0,0,93,61,46,0,0,159,167,0
"Kingsville, TX","28780",2017,344,215,129,0,0,0,0,98,61,43,0,0,0,344,0
"Kinston, NC","28820",2017,304,279,25,0,0,0,0,90,50,35,0,0,240,0,64
"Klamath Falls, OR","28900",2017,361,215,120,15,10,1,0,279,92,39,0,0,0,361,0
"Knoxville, TN","28940",2017,365,176,188,1,0,0,0,105,66,51,0,0,157,208,0
"Kokomo, IN","29020",2017,356,211,145,0,0,0,0,83,58,45,0,0,0,356,0
"La Crosse-Onalaska, WI-MN","29100",2017,360,268,92,0,0,0,0,87,58,41,0,0,149,211,0
"La Grande, OR","29260",2017,365,277,77,8,2,1,0,218,66,31,0,0,0,364,1
"Laconia, NH","29060",2017,308,261,47,0,0,0,0,84,54,34,0,0,186,122,0
"Lafayette, LA","29180",2017,365,214,150,1,0,0,0,105,68,46,0,0,186,179,0
"Lafayette-West Lafayette, IN","29200",2017,365,193,172,0,0,0,0,83,62,49,0,0,98,267,0
"Lake Charles, LA","29340",2017,365,118,244,3,0,0,0,115,65,54,0,0,49,316,0
"Lake City, FL","29380",2017,363,237,126,0,0,0,0,100,61,45,0,0,97,266,0
"Lake Havasu City-Kingman, AZ","29420",2017,355,349,6,0,0,0,0,86,31,17,0,0,0,54,301
"Lakeland-Winter Haven, FL","29460",2017,365,217,144,4,0,0,0,143,61,47,0,0,116,248,1
"Lancaster, PA","29540",2017,365,122,239,4,0,0,0,128,71,55,0,0,70,295,0
"Lansing-East Lansing, MI","29620",2017,365,257,108,0,0,0,0,97,59,42,0,0,170,195,0
"Laramie, WY","29660",2017,365,219,143,2,1,0,0,154,74,49,0,2,316,17,30
"Laredo, TX","29700",2017,177,94,83,0,0,0,0,89,67,49,1,0,44,131,1
"Las Cruces, NM","29740",2017,365,116,215,27,4,0,3,630,100,58,0,0,235,71,59
"Las Vegas-Henderson-Paradise, NV","29820",2017,365,100,236,28,1,0,0,154,97,61,0,22,204,130,9
"Lawrenceburg, TN","29980",2017,234,193,41,0,0,0,0,83,54,34,0,0,0,234,0
"Lawton, OK","30020",2017,365,249,115,1,0,0,0,115,59,44,0,0,179,186,0
"Lebanon, PA","30140",2017,365,114,250,1,0,0,0,127,72,56,0,0,88,277,0
"Lewiston, ID-WA","30300",2017,365,221,125,10,6,3,0,286,75,42,0,0,0,365,0
"Lewiston-Auburn, ME","30340",2017,359,233,126,0,0,0,0,100,60,44,0,0,96,263,0
"Lexington-Fayette, KY","30460",2017,365,250,115,0,0,0,0,100,58,44,0,8,147,210,0
"Lima, OH","30620",2017,365,298,66,1,0,0,0,112,57,38,0,0,208,157,0
"Lincoln, NE","30700",2017,270,235,35,0,0,0,0,97,54,37,0,0,187,83,0
"Little Rock-North Little Rock-Conway, AR","30780",2017,365,161,203,1,0,0,0,115,64,52,0,1,81,283,0
"Logan, UT-ID","30860",2017,365,201,147,12,5,0,0,172,75,48,0,0,180,182,3
"Longview, TX","30980",2017,364,339,25,0,0,0,0,77,48,35,0,7,357,0,0
"Longview, WA","31020",2017,365,301,62,1,1,0,0,156,57,26,0,0,0,365,0
"Los Alamos, NM","31060",2017,116,115,1,0,0,0,0,54,27,12,0,0,0,116,0
"Los Angeles-Long Beach-Anaheim, CA","31080",2017,365,9,235,75,38,8,0,224,156,80,0,19,162,182,2
"Louisville/Jefferson County, KY-IN","31140",2017,365,122,237,6,0,0,0,119,69,54,0,9,84,272,0
"Lubbock, TX","31180",2017,340,288,52,0,0,0,0,93,53,33,0,0,0,340,0
"Ludington, MI","31220",2017,245,217,27,1,0,0,0,108,51,38,0,0,245,0,0
"Lynchburg, VA","31340",2017,114,90,24,0,0,0,0,64,54,35,0,0,0,114,0
"Macon, GA","31420",2017,365,230,135,0,0,0,0,93,63,45,0,0,113,252,0
"Madera, CA","31460",2017,365,117,200,42,6,0,0,166,105,62,0,1,210,139,15
"Madison, WI","31540",2017,358,239,119,0,0,0,0,93,62,43,0,0,146,212,0
