"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Arkansas","Garland",2012,122,52,70,0,0,0,0,77,66,53,0,0,0,122,0
"Arkansas","Jackson",2012,115,59,56,0,0,0,0,79,63,48,0,0,0,115,0
"Arkansas","Newton",2012,366,271,93,2,0,0,0,136,71,43,0,0,321,45,0
"Arkansas","Phillips",2012,59,32,27,0,0,0,0,68,61,48,0,0,0,59,0
"Arkansas","Polk",2012,361,229,128,4,0,0,0,133,73,44,0,0,292,69,0
"Arkansas","Pope",2012,57,35,22,0,0,0,0,70,61,46,0,0,0,57,0
"Arkansas","Pulaski",2012,366,77,272,17,0,0,0,150,84,58,0,5,91,270,0
"Arkansas","Union",2012,114,48,66,0,0,0,0,90,67,54,0,0,0,114,0
"Arkansas","Washington",2012,366,247,102,16,1,0,0,151,80,44,0,0,310,56,0
"California","Alameda",2012,366,186,176,3,1,0,0,161,68,50,0,7,111,248,0
"California","Alpine",2012,24,13,10,1,0,0,0,111,67,50,0,0,0,24,0
"California","Amador",2012,363,257,86,19,1,0,0,156,90,40,0,0,363,0,0
"California","Butte",2012,366,116,219,23,8,0,0,199,97,57,0,0,184,182,0
"California","Calaveras",2012,366,213,140,12,1,0,0,156,87,47,0,0,250,115,1
"California","Colusa",2012,366,130,229,3,2,2,0,227,74,56,0,0,64,301,1
"California","Contra Costa",2012,366,277,85,3,1,0,0,154,67,41,0,9,273,84,0
"California","Del Norte",2012,119,117,2,0,0,0,0,54,31,12,0,0,0,95,24
"California","El Dorado",2012,366,212,102,46,6,0,0,177,105,45,0,0,366,0,0
"California","Fresno",2012,366,45,187,92,41,1,0,212,151,82,0,0,198,168,0
"California","Glenn",2012,366,223,142,1,0,0,0,106,70,46,0,0,219,145,2
"California","Humboldt",2012,366,252,114,0,0,0,0,76,58,39,0,0,146,220,0
"California","Imperial",2012,366,160,167,34,4,1,0,274,101,55,2,61,214,80,9
"California","Inyo",2012,366,198,139,15,4,2,8,4182,93,49,0,0,267,27,72
"California","Kern",2012,366,39,185,92,49,1,0,202,154,85,0,0,189,173,4
"California","Kings",2012,366,93,207,60,6,0,0,172,114,68,0,0,188,161,17
"California","Lake",2012,362,336,23,3,0,0,0,143,48,35,0,0,355,7,0
"California","Los Angeles",2012,366,14,222,93,35,2,0,207,151,84,0,12,161,191,2
"California","Madera",2012,366,59,226,70,11,0,0,200,129,68,0,0,176,184,6
"California","Marin",2012,366,254,112,0,0,0,0,83,58,42,0,6,88,272,0
"California","Mariposa",2012,366,132,188,44,2,0,0,166,105,58,0,0,256,110,0
"California","Mendocino",2012,357,277,80,0,0,0,0,80,57,38,0,0,139,216,2
"California","Merced",2012,366,136,196,33,1,0,0,151,97,57,0,0,206,157,3
"California","Mono",2012,366,326,16,5,5,0,14,4244,54,18,0,0,0,40,326
"California","Monterey",2012,366,285,81,0,0,0,0,84,55,41,1,3,167,183,12
"California","Napa",2012,366,224,142,0,0,0,0,85,66,44,2,5,154,205,0
"California","Nevada",2012,366,226,112,26,2,0,0,164,97,43,0,0,341,25,0
"California","Orange",2012,366,75,279,12,0,0,0,147,84,60,0,6,73,286,1
"California","Placer",2012,366,145,180,35,6,0,0,170,105,54,0,4,214,148,0
"California","Plumas",2012,124,67,49,8,0,0,0,124,92,48,0,0,0,124,0
"California","Riverside",2012,366,10,189,113,53,1,0,233,156,94,0,0,174,156,36
"California","Sacramento",2012,366,152,157,46,10,1,0,201,119,56,0,5,243,117,1
"California","San Benito",2012,366,272,86,8,0,0,0,133,71,42,0,0,317,48,1
"California","San Bernardino",2012,366,20,203,84,51,8,0,207,169,90,0,6,202,150,8
"California","San Diego",2012,366,26,304,35,1,0,0,170,100,67,0,6,116,216,28
"California","San Francisco",2012,364,238,124,2,0,0,0,105,63,42,3,46,104,211,0
"California","San Joaquin",2012,366,88,236,38,4,0,0,182,101,60,0,1,147,214,4
"California","San Luis Obispo",2012,366,113,216,35,2,0,0,154,101,57,0,0,211,142,13
"California","San Mateo",2012,366,233,133,0,0,0,0,98,61,42,0,12,103,251,0
"California","Santa Barbara",2012,366,158,205,3,0,0,0,136,67,52,0,0,192,174,0
"California","Santa Clara",2012,366,159,201,6,0,0,0,122,69,52,0,3,96,267,0
"California","Santa Cruz",2012,365,328,36,1,0,0,0,101,51,36,0,0,216,149,0
"California","Shasta",2012,366,256,104,5,1,0,0,180,77,44,0,0,351,15,0
"California","Siskiyou",2012,362,324,35,1,2,0,0,168,51,37,0,0,334,26,2
"California","Solano",2012,366,208,153,5,0,0,0,140,69,46,0,7,171,188,0
"California","Sonoma",2012,366,240,126,0,0,0,0,82,61,41,0,5,138,223,0
"California","Stanislaus",2012,366,95,192,67,11,1,0,201,125,64,0,0,174,192,0
"California","Sutter",2012,366,159,190,17,0,0,0,150,86,53,0,4,202,159,1
"California","Tehama",2012,366,183,164,19,0,0,0,150,93,51,0,0,243,123,0
"California","Trinity",2012,343,156,152,28,6,1,0,243,101,54,0,0,0,343,0
"California","Tulare",2012,366,63,165,98,40,0,0,195,151,81,0,0,218,147,1
"California","Tuolumne",2012,364,246,105,13,0,0,0,136,87,42,0,0,364,0,0
"California","Ventura",2012,366,116,218,31,1,0,0,154,97,58,0,2,193,170,1
"California","Yolo",2012,366,201,157,8,0,0,0,133,74,49,0,0,196,170,0
"Colorado","Adams",2012,366,213,145,7,1,0,0,154,76,49,0,88,189,45,44
"Colorado","Alamosa",2012,366,330,30,4,1,1,0,250,50,24,0,0,0,40,326
"Colorado","Arapahoe",2012,365,199,142,22,2,0,0,172,93,48,0,0,352,13,0
"Colorado","Archuleta",2012,332,326,6,0,0,0,0,97,33,19,0,0,0,0,332
"Colorado","Boulder",2012,359,185,139,31,4,0,0,172,100,50,0,0,331,27,1
"Colorado","Chaffee",2012,69,33,34,2,0,0,0,108,87,54,0,0,69,0,0
"Colorado","Clear Creek",2012,104,9,58,35,2,0,0,179,122,90,0,0,104,0,0
"Colorado","Delta",2012,121,119,2,0,0,0,0,56,36,21,0,0,0,0,121
"Colorado","Denver",2012,366,147,203,14,2,0,0,166,84,54,0,119,161,77,9
"Colorado","Douglas",2012,348,191,121,32,4,0,0,182,101,48,0,0,330,18,0
"Colorado","El Paso",2012,366,208,138,20,0,0,0,129,90,48,0,0,356,9,1
"Colorado","Fremont",2012,57,56,1,0,0,0,0,54,30,15,0,0,0,0,57
"Colorado","Garfield",2012,366,142,171,53,0,0,0,150,105,61,0,0,365,0,1
"Colorado","Gunnison",2012,366,254,107,5,0,0,0,136,64,46,0,0,330,0,36
"Colorado","Jackson",2012,363,329,34,0,0,0,0,72,50,40,1,28,319,15,0
"Colorado","Jefferson",2012,366,201,113,48,4,0,0,190,108,48,0,0,366,0,0
"Colorado","La Plata",2012,366,218,146,2,0,0,0,108,80,48,0,1,360,3,2
"Colorado","Larimer",2012,366,160,156,45,5,0,0,172,105,54,0,0,350,14,2
"Colorado","Mesa",2012,366,190,165,11,0,0,0,122,87,50,0,0,332,25,9
"Colorado","Moffat",2012,361,266,94,1,0,0,0,105,64,44,0,0,361,0,0
"Colorado","Montezuma",2012,366,238,126,2,0,0,0,105,77,47,0,0,358,8,0
"Colorado","Park",2012,336,228,99,9,0,0,0,122,77,47,0,0,336,0,0
"Colorado","Pitkin",2012,182,176,6,0,0,0,0,67,44,31,0,0,90,50,42
"Colorado","Prowers",2012,366,342,20,4,0,0,0,144,44,23,0,0,0,0,366
"Colorado","Pueblo",2012,133,116,17,0,0,0,0,82,52,31,0,0,0,102,31
"Colorado","Rio Blanco",2012,366,175,188,3,0,0,0,103,74,51,0,0,182,184,0
"Colorado","Routt",2012,353,346,7,0,0,0,0,85,32,15,0,0,0,0,353
"Colorado","San Juan",2012,119,116,3,0,0,0,0,82,28,13,0,0,0,119,0
"Colorado","San Miguel",2012,209,163,45,1,0,0,0,119,61,44,0,0,132,0,77
"Colorado","Summit",2012,123,119,4,0,0,0,0,64,31,12,0,0,0,0,123
"Colorado","Weld",2012,366,196,150,18,2,0,0,161,90,49,2,0,320,43,1
"Connecticut","Fairfield",2012,366,194,143,19,10,0,0,179,90,50,0,10,156,199,1
"Connecticut","Hartford",2012,366,173,182,10,1,0,0,164,74,52,0,2,61,303,0
"Connecticut","Litchfield",2012,364,234,124,6,0,0,0,129,67,44,1,0,213,150,0
"Connecticut","Middlesex",2012,179,129,35,13,2,0,0,182,100,44,0,0,179,0,0
"Connecticut","New Haven",2012,366,120,220,19,7,0,0,187,81,54,0,0,85,281,0
"Connecticut","New London",2012,339,166,159,10,4,0,0,197,71,51,0,0,106,233,0
"Connecticut","Tolland",2012,181,125,37,17,2,0,0,177,101,44,0,0,181,0,0
"Connecticut","Windham",2012,358,317,32,9,0,0,0,147,54,34,0,0,358,0,0
"Country Of Mexico","BAJA CALIFORNIA NORTE",2012,366,252,69,30,11,1,3,461,114,35,4,111,174,0,77
"Country Of Mexico","CHIHUAHUA STATE",2012,366,289,66,10,0,1,0,201,71,40,60,0,252,0,54
"Delaware","Kent",2012,342,209,112,17,4,0,0,182,80,44,0,0,230,112,0
"Delaware","New Castle",2012,366,125,221,18,2,0,0,151,85,55,0,1,113,252,0
"Delaware","Sussex",2012,366,271,77,14,4,0,0,200,74,41,0,2,321,43,0
"District Of Columbia","District of Columbia",2012,366,77,261,24,4,0,0,182,91,61,0,10,107,249,0
"Florida","Alachua",2012,363,275,85,1,2,0,0,159,56,39,0,0,193,170,0
"Florida","Baker",2012,364,340,24,0,0,0,0,100,46,33,0,0,364,0,0
"Florida","Bay",2012,366,239,127,0,0,0,0,100,63,44,0,0,124,242,0
"Florida","Brevard",2012,366,216,147,3,0,0,0,122,62,46,0,0,124,242,0
"Florida","Broward",2012,366,237,128,1,0,0,0,147,62,44,0,5,96,265,0
"Florida","Citrus",2012,121,99,22,0,0,0,0,87,54,36,0,0,0,121,0
"Florida","Collier",2012,365,254,111,0,0,0,0,86,58,44,0,0,102,263,0
"Florida","Columbia",2012,365,267,96,1,1,0,0,154,58,38,0,0,203,162,0
"Florida","Duval",2012,366,261,102,2,1,0,0,170,59,42,0,1,164,199,2
"Florida","Escambia",2012,366,188,174,4,0,0,0,115,69,50,0,0,119,247,0
"Florida","Flagler",2012,356,329,25,2,0,0,0,112,47,35,0,0,356,0,0
"Florida","Hamilton",2012,211,115,92,2,2,0,0,187,61,48,0,0,0,211,0
"Florida","Highlands",2012,352,337,15,0,0,0,0,84,47,34,0,0,352,0,0
"Florida","Hillsborough",2012,366,136,221,9,0,0,0,147,67,53,0,0,74,292,0
"Florida","Holmes",2012,366,245,121,0,0,0,0,84,59,44,0,0,104,262,0
"Florida","Indian River",2012,358,324,33,1,0,0,0,105,50,37,0,0,358,0,0
"Florida","Lake",2012,362,332,29,1,0,0,0,101,48,35,0,0,362,0,0
"Florida","Lee",2012,366,262,104,0,0,0,0,98,58,43,0,0,169,195,2
"Florida","Leon",2012,366,190,172,4,0,0,0,147,65,50,0,0,80,286,0
"Florida","Liberty",2012,356,336,20,0,0,0,0,80,47,32,0,0,356,0,0
"Florida","Manatee",2012,366,337,28,1,0,0,0,101,50,36,0,0,366,0,0
"Florida","Marion",2012,366,209,157,0,0,0,0,84,60,48,0,0,72,294,0
"Florida","Martin",2012,365,225,139,1,0,0,0,122,60,46,0,0,107,258,0
"Florida","Miami-Dade",2012,366,144,220,2,0,0,0,136,66,52,0,0,43,323,0
"Florida","Okaloosa",2012,366,334,32,0,0,0,0,87,50,33,0,0,366,0,0
"Florida","Orange",2012,366,232,128,6,0,0,0,140,61,47,0,0,118,248,0
"Florida","Osceola",2012,354,327,27,0,0,0,0,97,49,35,0,0,354,0,0
"Florida","Palm Beach",2012,366,205,159,2,0,0,0,105,64,47,0,0,119,246,1
"Florida","Pasco",2012,366,325,41,0,0,0,0,100,51,38,0,0,366,0,0
"Florida","Pinellas",2012,366,196,169,1,0,0,0,108,64,50,0,0,81,285,0
"Florida","Polk",2012,366,201,160,4,1,0,0,154,64,49,0,0,94,272,0
"Florida","Putnam",2012,352,349,3,0,0,0,0,63,26,17,0,0,0,0,352
"Florida","Santa Rosa",2012,366,207,158,1,0,0,0,101,66,46,0,0,128,238,0
"Florida","Sarasota",2012,366,158,205,3,0,0,0,119,68,52,0,0,101,265,0
"Florida","Seminole",2012,359,311,44,4,0,0,0,112,54,37,0,0,304,40,15
"Florida","St. Lucie",2012,359,330,28,1,0,0,0,101,48,36,0,0,359,0,0
"Florida","Volusia",2012,366,230,135,1,0,0,0,101,59,46,0,0,104,262,0
"Florida","Wakulla",2012,365,326,39,0,0,0,0,87,51,36,0,0,315,50,0
"Georgia","Bibb",2012,366,124,238,4,0,0,0,147,72,54,0,0,57,309,0
"Georgia","Charlton",2012,116,94,22,0,0,0,0,67,53,36,0,0,0,116,0
"Georgia","Chatham",2012,366,178,187,1,0,0,0,107,64,51,0,0,50,316,0
"Georgia","Chattooga",2012,265,217,46,2,0,0,0,108,61,39,0,0,245,0,20
"Georgia","Clarke",2012,366,169,191,5,1,0,0,153,70,52,0,0,87,279,0
"Georgia","Clayton",2012,116,47,69,0,0,0,0,77,64,54,0,0,0,116,0
"Georgia","Cobb",2012,360,147,204,8,1,0,0,154,70,53,0,0,96,264,0
"Georgia","Coffee",2012,60,36,24,0,0,0,0,65,63,47,0,0,0,60,0
"Georgia","Columbia",2012,240,194,42,3,1,0,0,151,64,43,0,0,240,0,0
"Georgia","Coweta",2012,364,193,170,1,0,0,0,112,62,48,0,0,52,312,0
"Georgia","Dawson",2012,242,220,22,0,0,0,0,93,50,40,0,0,242,0,0
"Georgia","DeKalb",2012,366,87,266,10,3,0,0,185,76,61,0,5,61,300,0
"Georgia","Dougherty",2012,360,174,184,2,0,0,0,124,67,51,0,0,0,359,1
"Georgia","Douglas",2012,238,174,58,6,0,0,0,133,74,43,0,0,238,0,0
"Georgia","Floyd",2012,365,18,347,0,0,0,0,99,83,68,0,0,0,365,0
"Georgia","Fulton",2012,366,109,241,12,4,0,0,190,77,55,0,0,88,278,0
"Georgia","Glynn",2012,264,238,26,0,0,0,0,89,50,36,0,0,208,49,7
"Georgia","Gwinnett",2012,363,158,198,6,1,0,0,169,71,52,0,0,96,267,0
"Georgia","Hall",2012,328,121,207,0,0,0,0,78,65,54,0,0,0,328,0
"Georgia","Henry",2012,355,166,178,5,5,1,0,218,69,52,0,0,83,272,0
"Georgia","Houston",2012,330,116,213,1,0,0,0,142,64,53,0,0,0,330,0
"Georgia","Lowndes",2012,345,63,280,2,0,0,0,132,67,57,0,0,0,345,0
"Georgia","Murray",2012,278,221,55,2,0,0,0,119,64,43,0,0,221,57,0
"Georgia","Muscogee",2012,366,181,183,2,0,0,0,104,68,51,0,0,61,304,1
"Georgia","Paulding",2012,366,104,256,6,0,0,0,133,71,55,1,2,52,311,0
"Georgia","Pike",2012,339,270,62,6,1,0,0,187,67,41,0,0,339,0,0
"Georgia","Richmond",2012,359,152,202,5,0,0,0,143,68,52,0,0,57,302,0
"Georgia","Rockdale",2012,361,282,64,13,2,0,0,179,71,36,0,118,243,0,0
"Georgia","Sumter",2012,233,204,29,0,0,0,0,97,54,40,0,0,233,0,0
"Georgia","Walker",2012,329,103,225,1,0,0,0,122,69,55,0,0,0,329,0
"Georgia","Washington",2012,118,65,53,0,0,0,0,73,63,47,0,0,0,107,11
"Georgia","Wilkinson",2012,109,41,68,0,0,0,0,81,66,53,0,0,0,109,0
"Hawaii","Hawaii",2012,366,20,344,0,2,0,0,180,78,65,0,0,0,366,0
"Hawaii","Honolulu",2012,366,260,106,0,0,0,0,78,56,41,0,0,42,324,0
"Hawaii","Kauai",2012,365,293,72,0,0,0,0,64,54,36,14,6,0,345,0
"Hawaii","Maui",2012,349,302,47,0,0,0,0,68,52,33,0,0,0,349,0
"Idaho","Ada",2012,366,265,90,9,1,1,0,215,67,41,7,24,209,60,66
"Idaho","Bannock",2012,366,225,134,4,3,0,0,180,69,42,0,0,0,317,49
"Idaho","Benewah",2012,360,260,99,1,0,0,0,105,63,34,0,0,0,360,0
"Idaho","Bonner",2012,356,356,0,0,0,0,0,36,19,8,0,0,0,0,356
"Idaho","Butte",2012,358,287,68,2,1,0,0,155,61,42,0,0,344,14,0
"Idaho","Canyon",2012,349,295,52,0,2,0,0,179,55,18,0,0,0,59,290
"Idaho","Custer",2012,109,90,15,2,2,0,0,170,70,12,0,0,0,109,0
"Idaho","Franklin",2012,366,244,118,4,0,0,0,125,63,42,0,0,0,366,0
"Idaho","Idaho",2012,361,312,40,1,6,2,0,293,55,14,0,0,0,361,0
"Idaho","Latah",2012,347,299,42,2,4,0,0,180,56,16,0,0,0,347,0
"Idaho","Lemhi",2012,362,164,152,16,14,16,0,289,110,54,0,0,0,362,0
"Idaho","Nez Perce",2012,365,298,61,1,5,0,0,196,55,24,0,0,0,365,0
"Idaho","Shoshone",2012,366,199,161,6,0,0,0,133,79,44,0,0,0,262,104
"Idaho","Twin Falls",2012,355,298,54,2,1,0,0,156,57,28,0,0,0,355,0
"Illinois","Adams",2012,364,322,37,4,1,0,0,151,54,35,0,0,364,0,0
"Illinois","Champaign",2012,366,273,85,8,0,0,0,136,77,41,0,0,317,49,0
"Illinois","Clark",2012,152,107,39,6,0,0,0,129,80,43,0,0,152,0,0
"Illinois","Cook",2012,366,53,271,32,10,0,0,195,105,61,0,20,85,256,5
"Illinois","DuPage",2012,366,158,201,7,0,0,0,136,74,52,0,0,106,260,0
"Illinois","Effingham",2012,192,125,58,8,1,0,0,166,90,46,0,0,192,0,0
"Illinois","Hamilton",2012,214,118,71,22,3,0,0,164,105,49,0,0,214,0,0
"Illinois","Jersey",2012,212,120,65,22,4,1,0,202,108,49,0,0,212,0,0
"Illinois","Jo Daviess",2012,341,275,56,10,0,0,0,129,71,36,0,0,341,0,0
"Illinois","Kane",2012,347,294,45,6,2,0,0,169,67,31,0,0,347,0,0
"Illinois","Lake",2012,361,296,37,20,8,0,0,195,93,34,0,0,361,0,0
"Illinois","Macon",2012,366,164,192,10,0,0,0,126,74,52,0,0,147,219,0
"Illinois","Macoupin",2012,361,282,68,11,0,0,0,122,71,36,0,0,361,0,0
"Illinois","Madison",2012,366,91,238,30,7,0,0,200,101,58,0,0,135,229,2
"Illinois","McHenry",2012,363,187,167,8,1,0,0,177,77,49,0,0,178,185,0
"Illinois","McLean",2012,359,271,71,17,0,0,0,133,87,38,0,0,359,0,0
"Illinois","Peoria",2012,366,144,201,21,0,0,0,140,84,54,0,0,147,219,0
"Illinois","Randolph",2012,355,271,60,22,2,0,0,161,87,38,0,0,355,0,0
"Illinois","Rock Island",2012,359,331,27,1,0,0,0,101,49,31,0,0,359,0,0
"Illinois","Saint Clair",2012,366,182,153,27,3,1,0,281,97,51,0,55,142,169,0
"Illinois","Sangamon",2012,366,286,67,13,0,0,0,136,77,37,1,0,365,0,0
"Illinois","Will",2012,359,303,52,4,0,0,0,119,61,35,0,0,359,0,0
"Illinois","Winnebago",2012,366,313,47,6,0,0,0,115,61,33,2,0,364,0,0
"Indiana","Allen",2012,362,91,255,15,1,0,0,179,84,60,13,0,62,287,0
"Indiana","Boone",2012,171,99,56,15,1,0,0,164,97,49,0,0,171,0,0
"Indiana","Carroll",2012,182,122,50,9,1,0,0,156,90,47,0,0,182,0,0
"Indiana","Clark",2012,356,116,220,17,3,0,0,164,84,55,0,0,103,253,0
"Indiana","Delaware",2012,240,126,106,8,0,0,0,136,84,48,0,0,156,84,0
"Indiana","Dubois",2012,123,50,73,0,0,0,0,82,68,53,0,0,0,123,0
"Indiana","Elkhart",2012,362,138,212,11,0,1,0,206,82,54,0,0,90,272,0
"Indiana","Floyd",2012,366,144,200,18,4,0,0,197,84,53,0,0,125,241,0
"Indiana","Greene",2012,241,109,113,18,1,0,0,151,100,52,0,0,159,82,0
"Indiana","Hamilton",2012,183,114,56,13,0,0,0,126,97,48,0,0,183,0,0
"Indiana","Hancock",2012,182,160,21,1,0,0,0,105,54,40,0,0,182,0,0
"Indiana","Hendricks",2012,182,122,56,4,0,0,0,143,80,45,0,0,182,0,0
"Indiana","Henry",2012,119,65,54,0,0,0,0,76,65,47,0,0,0,119,0
"Indiana","Howard",2012,11,6,5,0,0,0,0,62,61,44,0,0,0,11,0
"Indiana","Huntington",2012,180,140,38,2,0,0,0,126,71,42,0,0,180,0,0
"Indiana","Jackson",2012,148,124,23,1,0,0,0,119,61,42,0,0,148,0,0
"Indiana","Johnson",2012,182,109,64,9,0,0,0,140,90,47,0,0,182,0,0
"Indiana","Knox",2012,351,263,63,25,0,0,0,136,87,39,0,0,351,0,0
"Indiana","LaPorte",2012,239,131,84,18,3,3,0,214,101,48,0,0,162,77,0
"Indiana","Lake",2012,366,75,270,18,3,0,0,179,90,58,0,2,67,282,15
"Indiana","Madison",2012,352,146,196,9,1,0,0,151,80,53,0,0,120,232,0
"Indiana","Marion",2012,366,37,308,19,2,0,0,169,90,64,0,0,86,280,0
"Indiana","Monroe",2012,356,225,131,0,0,0,0,88,59,43,0,0,0,356,0
"Indiana","Morgan",2012,182,126,51,5,0,0,0,133,80,44,0,0,182,0,0
"Indiana","Perry",2012,183,96,66,19,2,0,0,166,108,49,0,0,183,0,0
"Indiana","Porter",2012,366,128,227,7,3,1,0,206,84,56,0,0,92,243,31
"Indiana","Posey",2012,153,113,38,2,0,0,0,108,71,43,0,0,153,0,0
"Indiana","Shelby",2012,183,95,70,16,2,0,0,159,100,49,0,0,183,0,0
"Indiana","Spencer",2012,117,54,63,0,0,0,0,74,68,52,0,0,0,117,0
"Indiana","St. Joseph",2012,366,113,234,17,1,1,0,213,90,57,0,11,88,267,0
"Indiana","Tippecanoe",2012,353,59,293,1,0,0,0,104,75,59,0,0,0,353,0
"Indiana","Vanderburgh",2012,366,102,242,20,2,0,0,161,87,57,7,3,111,245,0
"Indiana","Vigo",2012,355,125,219,11,0,0,0,136,79,55,0,0,93,262,0
"Indiana","Wabash",2012,355,266,65,23,1,0,0,169,80,37,0,0,355,0,0
"Indiana","Warrick",2012,183,97,62,22,2,0,0,159,105,49,0,0,183,0,0
"Indiana","Whitley",2012,307,179,127,1,0,0,0,106,67,44,0,0,0,307,0
"Iowa","Black Hawk",2012,362,160,202,0,0,0,0,99,68,52,0,0,0,362,0
"Iowa","Bremer",2012,213,158,53,2,0,0,0,105,74,43,0,0,213,0,0
"Iowa","Cerro Gordo",2012,356,344,12,0,0,0,0,66,39,19,0,0,0,0,356
"Iowa","Clinton",2012,366,70,285,11,0,0,0,126,80,60,0,0,48,318,0
"Iowa","Delaware",2012,124,75,49,0,0,0,0,79,65,42,0,0,0,122,2
"Iowa","Harrison",2012,212,135,64,13,0,0,0,133,93,46,0,0,212,0,0
"Iowa","Johnson",2012,366,119,247,0,0,0,0,91,69,55,0,0,0,366,0
"Iowa","Lee",2012,111,49,62,0,0,0,0,83,71,52,0,0,0,111,0
"Iowa","Linn",2012,366,159,203,4,0,0,0,122,77,52,0,0,117,249,0
"Iowa","Montgomery",2012,365,183,177,5,0,0,0,112,71,50,0,0,138,225,2
"Iowa","Muscatine",2012,366,124,238,3,1,0,0,155,72,55,0,0,0,366,0
"Iowa","Palo Alto",2012,357,198,156,3,0,0,0,119,67,48,0,0,113,243,1
"Iowa","Polk",2012,366,169,197,0,0,0,0,100,69,52,0,2,98,266,0
"Iowa","Pottawattamie",2012,121,51,70,0,0,0,0,99,70,52,0,0,0,116,5
"Iowa","Scott",2012,366,67,291,8,0,0,0,134,80,59,0,0,57,259,50
